Fragment,Count
[3*]OC(O)(O)OC(N)=NON=O,1
[3*]OC(O)(O)ON(C)N=NN=O,1
[10*]N1C(=O)N=NNOC1(O)N=O,1
N=NON1C(=O)NC(O)(O)OC1(O)N=N,1
N#CC1(N)OC(O)(O)N1N(O)ONN=O,1
N=NC1(O)OC(=NN=NO)OC(N)(O)O1,1
NC1(N=O)NC(O)(O)OC(N=NN=O)O1,1
NC1(N=O)N=C(ON=NO)NC(O)(O)O1,1
O=NN=NC1=NC(O)(NO)OC(O)(O)N1,1
NC1(N=O)NN(N=C=NO)OC(O)(O)O1,1
N#CC1(N)ON(ONN=O)NC(O)(O)O1,1
N=C=NON1NC(O)(O)OC(N)(N=O)O1,1
[13*]C1(N)OC(N)(N=O)O1,1
NC1(N=O)NN(NN=C=O)OC(O)(O)O1,1
N#COON1NC(O)(N=O)OC(N)(N)O1,1
[13*]C1(N)OC([13*])(N)O1,1
[1*]C(=O)N=NNO,1
[13*]C1(O)NC(O)(N=O)O1,1
[3*]OC(=N)ONN=O,1
NC1(N=C(O)N=NNO)OC(O)(N=O)O1,1
[13*]C1(O)NC(O)(NO)O1,1
N=NONC(O)=NC1(O)OC(O)(N=N)O1,1
NC1(N=O)NN(ON=C=O)NC(O)(O)O1,1
NC(O)(N=NC(=O)O)NN(O)ON=C=O,1
N#CN=NN(O)OC(N)(O)OOC(=N)O,1
N=C=NOC(O)=NC(O)(O)N=NN(O)O,1
[3*]ONN=NC(N)(O)N=NC(=O)O,1
[5*]NC(N)(O)N(N=O)OC(=N)O,1
[3*]OC(N)(O)N(C#N)ON(N)O,1
N#CN(O)OC(N)(O)N(N=O)NC(=O)O,1
[1*]C(=O)N(NN=O)C(=N)O,1
[13*]C1(N)N=C(N=NNO)O1,1
[3*]ON(O)N(ON=N)C(=O)O,1
N#CON(C(=O)O)N(O)NC(N)(O)N=O,1
[1*]C(=O)N(N=NO)N(N)O,1
N#CC(O)(O)NN(O)N(N=C=O)N(O)O,1
N#CN(N)ON=NN(C(=O)O)C(O)(O)O,1
[3*]ON=NN=C(O)N=N,1
[1*]C(=O)N=NN=NC(=N)OC(O)(O)O,1
[1*]C(=O)N=NONC(=N)N=O,1
N=NC(=N)N=NOOC(=N)OC(O)(O)O,1
[1*]C(=O)N(ON=O)C(=O)O,1
[1*]C(=O)N=CN=O,1
N=C(N=C=NO)OC(N)(O)ON(O)N=O,1
N#CN(O)OC(N)(O)N=C(O)N=NOO,1
N#CN(O)OC(N)(O)OC(O)N=NN=O,1
[1*]C(=O)N=NC=O,1
[3*]OC(N)(O)ON(O)N=N,1
N=NN(N)OC(O)(O)OC(O)=C=NN=O,1
N#CN(O)NC(O)(O)OC(=N)N=NOO,1
N#CN(O)OC(O)(O)N=C(N)ONN=O,1
[3*]OC(N)(N)N=NC(=O)O,1
NN(N=O)OC(O)(O)NN(O)N=C=C=O,1
N#CN(O)NC(N)(O)ON(O)ON=C=O,1
[3*]OC(N)(O)ON=NOC(=N)N,1
[5*]NC(O)(O)ON=C=NN(N)O,1
[3*]OC(N)(N)N=C=NON(O)O,1
[4*]C(C)(O)N=NN=NN(O)O,1
N=NN(O)NC(O)(O)ON=C=NC(=O)O,1
N=NN(O)OC(O)(O)N=C=NN=C(O)O,1
O=NN(O)NC(O)(O)C#CN=NN(O)O,1
NN(C#CN=O)OC(N)(O)ON(O)N=O,1
[3*]ON=C=NN(N)O,1
[3*]OC(=N)N=NN=NN(O)O,1
O=NC(O)(O)CC(=O)N=NN=NN(O)O,1
[3*]OC(N)=NON=NN(O)O,1
NN(O)C#CN=NN(O)OC(O)(O)N=O,1
N#CC(O)(O)N1N(O)N=NN(O)C1(O)O,1
N=NOOC(=N)N1C(O)(O)N=NC1(O)O,1
NC(=NON=O)N1C(O)(O)N=NC1(O)O,1
N#CNON1OC(N)(O)N=NC(O)(O)O1,1
N=NC(O)=NN=C=NN(O)OC(O)(O)O,1
[13*]C1(N)OC(=O)N1N=NO,1
[13*]C1(O)ON(N)N1N=C=O,1
NC1(O)NC(=O)N1ON=NC(O)(O)N=O,1
N=NON=C1OC(O)(O)N1C(N)(O)N=O,1
NC(O)(N=O)N1N(N=C=NO)OC1(O)O,1
O=NC(O)(O)NNN=NC1=NC(O)(O)O1,1
NC(N)(N=O)N=NOOC1=NC(O)(O)O1,1
N#CC(O)(O)NN=NON1NC(O)(O)O1,1
NC(O)(O)C1=NC(O)(N=O)ON(O)N=N1,1
[13*]C1(O)OC(=O)N1NN=N,1
N#CC(=N)OON=NN(O)OC(N)(O)O,1
[1*]C(=O)N=NN=CN(O)N=N,1
[1*]C(=O)NN=NON(O)C#N,1
[1*]C(=O)NN=C=NN(O)N=O,1
N#CN(O)ON=C=NN(O)NC(O)(O)O,1
N#CC(=NN=NON(O)O)OC(N)(O)O,1
N#CN(NC(O)(O)O)OON=NC(=N)O,1
NN(O)N=NC#CN(N=O)OC(O)(O)O,1
N#CN(O)N(ON=NC(N)=O)C(O)(O)O,1
[1*]C(=O)N=C=NON(O)O,1
[3*]ON=NNC(=O)N=NC(N)(O)O,1
[3*]ON=NOC(=N)N=NC(N)(O)O,1
N=C(N)OON=NC(=O)N=NC(O)(O)O,1
N=NC(O)(O)N(N=NC(=O)O)NC(=O)O,1
[3*]ON(N=NC(N)=O)C(O)(O)N=N,1
[3*]ON=NN(C(N)=O)C(N)(O)N=O,1
NC(=O)N=NN=C(N(O)O)C(O)(O)N=O,1
N#CC(O)(O)N(N=NON(O)O)C(=N)O,1
[1*]C(=O)NON=NC(=N)N,1
NC(O)(O)N=NC(=O)NON=NC(=O)O,1
N#COON(O)N=NC(O)(O)N=C(N)O,1
[3*]ON(N=O)C(O)(O)N=C(N)O,1
[5*]NC(O)(O)N(N=O)NC(=N)N=O,1
N=C(O)NC(O)(O)N(N=O)NC(=O)N=O,1
[4*]C(O)(O)C(N=O)=NC(=O)N=O,1
N#CN(NC(=O)N=O)C(O)(O)NN(O)O,1
[1*]C(=O)N(O)C(N)(O)N=NN=O,1
[5*]N([5*])C(N)(O)ON=NO,1
N=C(ONN=NC1(O)N=N1)OC(O)(O)O,1
NN(N=O)N(C(=O)O)C(O)(O)NN=C=O,1
N#CN(N)C(O)(O)ON(O)OC(=N)N=O,1
[4*]C(O)(O)C(=N)N=O,1
N#CC(=N)ON(O)OC(N)(O)N(O)N=O,1
[4*]C(N)(O)C(=O)N=O,1
[3*]ON(O)OC(=N)N=N,1
[4*]C(O)(O)C(=O)N=N,1
[3*]ON(N)N=C(N)N=O,1
N#CN(O)C(O)(O)OC(=N)ON(O)N=N,1
N=NN(O)N(C(=O)O)C(O)(O)N=C=NO,1
NC(=NC(O)(O)O)ON(N=O)NN=C=O,1
N#CN(N=NONC(O)(O)O)NC(=O)O,1
O=NN(NN=C=NC(O)(O)O)NC(=O)O,1
[3*]ON(N=NC(N)(O)O)NOC#N,1
N#CN=NN(N=CC(O)(O)O)ON(O)O,1
N=NC(N=NN=O)=NC(O)(O)OC(O)O,1
O=NC(=NC(O)(O)N=C(O)O)NN=NO,1
[3*]OC(N)(N)OC(N=O)=NON=N,1
NN(O)OC(O)(O)NC(=C=NN=O)N=O,1
[5*]NC(N)(O)OON(O)N=NC#N,1
[5*]NC(O)(O)NN(C#N)N=NOO,1
[3*]OC(O)(O)NN(N=N)N=NC=O,1
[4*]C(N)(O)C=C(O)O,1
N#CC=NN(N=O)NC(O)(O)ON(O)O,1
[3*]OC(O)(O)N=NON=C(N)N=O,1
N=C(O)NC(O)(O)N=NONC(=O)N=O,1
[3*]ONN=NC(O)(O)ON(N)O,1
N=NN(O)ON=C=NC(O)(O)OC(=N)O,1
[1*]C(=O)N=NC(N)(N)O[3*],1
[5*]NC(O)(O)NN(N=O)N=CN=O,1
N=NC(=NC(O)(O)C(=N)N=O)ON(O)O,1
[3*]ON(C#N)OC(O)(O)N(N)N=O,1
N=NC(=NC(=O)O)OC(N)(O)ONN=O,1
N=NC(N=C(O)O)OC(O)(O)N=NN=O,1
NC(O)(NNN=O)OC(N=O)=NC(=O)O,1
N=C(O)N=C(N=O)OC(O)(O)NN=NO,1
NC(=O)N=C(N=O)NC(N)(O)OON=O,1
NC(O)(N=C=NO)N=C(N=O)ON(O)O,1
[5*]NC(N)=NN(O)N=O,1
N=C=NOC(O)(O)NC(N=O)=NN(O)O,1
[3*]ON(N=C)OC(O)(O)N=NN=N,1
C=NN(OC(=N)O)OC(O)(O)N=NN=O,1
[3*]ON(N=O)NC(O)(O)N=NC=O,1
N=NN(ON(N)O)OC(O)(O)N=C=C=O,1
N#CC=NC(N)(O)ON(N=O)ON(O)O,1
[1*]C(=O)N=NC(N)(O)ONN=O,1
[1*]C(=O)N=NC(N)(O)ON=NO,1
NC(=O)N=C(O)N=NC(O)(O)N=NOO,1
N=NC(=NC(O)(O)C=NN=O)ON(O)O,1
[4*]C(N)(O)C(=N)N=O,1
[3*]ON(O)ON(O)C#N,1
[5*]NC(=N)OC(N)(O)ON=NO,1
[5*]NC(O)(O)NNN=O,1
[1*]C(=O)N=C(O)N=O,1
[5*]NC(N)(O)NON=O,1
NC(=NC(N)(O)OON=O)N=C(O)N=O,1
[3*]ON(N)OC(O)(O)ONN=N,1
[4*]C(O)(O)C=NN=N,1
N#COOC(N)(N)N=C(O)ON(O)N=O,1
N#CN=NC(O)(O)ON(O)NC(O)=NO,1
NC(N=O)=NN(O)OC(N)(O)ON=C=O,1
[3*]ON(N)CC(O)(O)N=NN=O,1
[3*]ON(N)OC(N)(O)OOC#N,1
N=NN(O)N=C(O)OC(O)(O)N=C=NO,1
O=NC=NC(O)(O)NC(O)=NN(O)N=O,1
N#CN(O)OC(O)=NC(O)(O)N=NNO,1
[3*]OC(O)(O)N=NN=N,1
NN(N=O)N=C(O)OC(O)(O)NN=C=O,1
[4*]C(O)(O)C=NN=O,1
[3*]ON(N)OOC#N,1
[13*]C1(N=N)NC(=O)ON=NO1,1
[4*]C1(C#N)NN(O)N=NOO1,1
[3*]ONN=NC1(N=N)NC(O)(O)O1,1
[13*]C1(N=O)NC(O)(O)O1,1
[3*]ONN=NC(N)=O,1
[3*]ON=C=NN(O)O,1
[3*]ON(O)N=C=NO,1
N=C(NN(N=O)ON=C=O)OC(N)(O)O,1
[13*]C1(N=O)OC(=N)ON1N=N,1
[13*]C1(N=O)NC(=N)ON1N=N,1
N=NC(=NN(O)O)C1(N=N)OC(O)(O)O1,1
[3*]ON1N=NC1([13*])N=O,1
NC(O)(N=O)N=C(O)N=NN1OC1(O)O,1
[13*]C1(N)ON1N=NC(N)=O,1
[13*]C1(O)N=C1N=NN(O)O,1
NC1(O)NC(=O)N=NN=NC(O)(O)OO1,1
[1*]C(=O)N1NN=NC1(N)O,1
[13*]C1(N=N)NC(O)=NN1N=O,1
OC(N=NN=NC1(O)NO1)=NC(O)(O)O,1
[1*]C(=O)NON=NC1(O)N=N1,1
[10*]N1C(=O)ON(N=N)C1(O)N=O,1
[10*]N1C(=O)NN(N=O)C1(N)N=O,1
N=NC1=NN(O)NC(O)(O)OC1(O)N=O,1
N#CN(ON(O)OC(N)(O)O)C1(O)N=N1,1
[13*]C1(N=N)NN(O)N1OC#N,1
[4*]C1(C#N)ON(O)N1ON=O,1
[13*]C1(N=N)N=C(ON=NO)N1,1
NC(=NC1(N=O)OC(N)(O)O1)ONN=O,1
[13*]C1(C#N)ON(N=NNN)O1,1
[4*]C1(C#N)ON(N=NNN)O1,1
[4*]C1(C#N)ON(NNN=N)O1,1
[13*]C1(C#N)ON(NNN=N)O1,1
[13*]C1(C#N)NN(NON=N)O1,1
[4*]C1(C#N)NN(NON=N)O1,1
[4*]C1(C#N)NN(OON=O)O1,1
[13*]C1(N=O)ON(NOC#N)O1,1
[3*]OC(O)=NN=NO,1
[13*]C1(N=O)N=C(ON=NN)O1,1
NC(O)(O)N(N=O)N1C(=O)NC1(O)N=O,1
NC(N)(O)N1N=NC(O)(N=O)OC(=O)O1,1
[3*]ON1N=NC(N)(N=O)OC1(O)O,1
N=C(O)ON1N=NC(O)(N=O)OC1(N)O,1
N#CC1(N)N=NN(ON(O)O)C(O)(O)O1,1
[3*]OC(O)(O)N(N=N)NC(=O)O,1
[3*]ON(N=O)C(O)(O)O[3*],1
[3*]OC(N)(O)N(C#N)ON(O)O,1
N=NON(C(N=O)=NC(N)=O)C(O)(O)O,1
[10*]N1C(=O)N=NOOC1(N)O,1
N=C(O)C(N(N=O)N=NN=O)C(O)(O)O,1
[5*]NC(N=NN=O)=NO,1
[1*]C(=O)N=C(N=O)N=NNO,1
[1*]C(=O)N=C(N=N)NON=O,1
N#CNNC(N=O)=NN(O)OC(O)(O)O,1
N#CC(=NN(N)NC(O)(O)O)OON=O,1
N=NN(N=NN=O)OC(O)=CC(O)(O)O,1
[3*]ON(N=O)N=NC=N,1
N#CN=NN(N=O)OC(O)NC(O)(O)O,1
N#CN(N=C(O)O)N(N=NO)C(O)(O)O,1
N=NC(O)(O)OC1=NNN=NC(O)(O)O1,1
NC(O)(N=O)OC1=NNN=NC(O)(O)O1,1
NC(O)(N=O)N=C1N=NOOC(O)(O)N1,1
NC1(N)N=C(OC(O)(O)N=O)N=NOO1,1
NC(O)(O)ON1N=NC(=O)OC1(N)N=O,1
NC(O)(O)ON1N=NC(O)=NC1(O)N=O,1
N=NC1(O)N=C(NN=NOC(O)(O)O)O1,1
NC(O)(O)N=NONC1=NC(O)(N=O)O1,1
N=NC1(O)NC(O)(O)ON=NN1C(=O)O,1
[13*]C1(O)NN(N)ON1C#N,1
N=C1NC(O)(N=O)OC(O)(O)N=NNO1,1
[3*]ONN=NC1(O)NC(O)(N=N)O1,1
NC1(N=O)OC(O)(NN=NNC(=O)O)O1,1
NC1(N=NNNC(=O)O)OC(O)(N=O)O1,1
NC1(N=O)OC(O)(NN=C=NN(O)O)O1,1
ON(O)N=C=NN(C(O)(O)O)C1(O)N=N1,1
N=NC(O)(O)N1C(=N)ON(N=O)C1(O)O,1
[13*]C1(O)ON(O)N=C1N=O,1
[13*]C1(O)ON(O)ON1N=N,1
[13*]C1(O)N=C(O)N=NN=NC(O)(O)N1,1
N=C=NN(C(=O)N=NN(O)O)C(O)(O)O,1
[3*]ONC(=N)N=NN=N,1
[1*]C(=O)N=NC(N)=NON=N,1
[1*]C(=O)N=NN(N)OC(N)(O)O,1
[3*]OON(N)N=NC#N,1
N=NN=NC(N=NC(=O)O)OC(O)(O)O,1
N#CN=NC(O)(O)N(ON(O)O)C(N)=O,1
NN(N=O)C(O)(O)N=C(O)N=NC(=O)O,1
[3*]OC(N)(O)NN(O)N=O,1
N=C(O)N=NC(O)=NC(O)(O)ONN=O,1
[3*]ONC(=N)OC(N)(O)N=NN=O,1
N=NN=NC(O)(O)ON(O)N=CC(=O)O,1
[3*]OC(N)(N)OOC#N,1
N#CN=NC(O)(O)N1OC(O)(O)ON1N,1
[5*]N1C(O)(O)N=NN(O)C1(N)O,1
N=NC(=O)C(O)(O)N1N(N=O)OC1(N)O,1
N=NC(=O)C(O)(O)N1N(N=O)NC1(O)O,1
[4*]C(O)(O)C1=NC(O)(O)N=N1,1
N=C(N=O)C(O)(O)N=C(O)N=NN(O)O,1
[13*]C1(O)NN=C=NN(N=O)O1,1
[3*]ON=NN=C(N)N=N,1
NC1(NN=NNC(=O)N=O)OC(O)(O)O1,1
N=C(N=O)OON=NC1(N)NC(O)(O)O1,1
N=C(N=NC1(N)OC(O)(O)O1)ONN=O,1
[3*]ONC1(O)NC(N)(O)O1,1
[13*]C1(N)N=NOOC(=N)N=N1,1
[13*]C1(O)N=C(N=N)ON1N=O,1
[13*]C1(N)NN(C#N)ON1N=O,1
NC(=O)N=NC(=O)N(ON=O)C(N)(O)O,1
N#CN(ON(N)N=O)C1(N)OC(O)(O)O1,1
NC(O)(O)N1N=NN=C(N=O)OC1(O)O,1
O=NC(=O)N=NNN1C(O)(O)NC1(O)O,1
NC1(O)N=NC(ON=NOC(O)(O)O)=N1,1
NC1(O)N=C(N=O)ON1N=NC(O)(O)O,1
O=NN=CN1N=NC(O)(O)NC(O)(O)O1,1
N=NC(=NN1N=NC(O)(O)O1)C(O)(O)O,1
[1*]C(=O)C(=O)N(O)N=NN=O,1
N=C(N)N(OC(O)(O)O)C(=O)N=NN=O,1
N#CN(N)NN(N=O)C1(O)OC(O)(O)O1,1
[3*]OC(O)(O)ON=C=N,1
[13*]C1(O)NN(N=O)N1,1
[5*]NC(O)(O)NOC#N,1
[13*]C1(O)N=NON1C(N)(O)O,1
O=NN(O)NC1(O)N=C=NN1C(O)(O)O,1
[3*]ON=NOC(O)(O)O,1
[13*]C1(O)NN(C#N)N1,1
[13*]C1(O)NNN=NC(O)(O)O1,1
[8*]C(O)(O)N(O)N=O,1
N=C(O)N=NC1(O)OC(N)(O)N1ON=O,1
[5*]NC(O)(O)ONN=O,1
[5*]NC(O)(O)N=C=NO,1
[13*]C1(O)N=NN(O)O1,1
NC(=O)N1OC1(O)N=NN=NC(O)(O)O,1
[3*]ONN=NC(O)(O)O,1
[13*]C1(O)N=NC(=O)N1,1
N=NN1OC(O)(O)NC1(O)N=C(O)N=O,1
[13*]C1(O)NC(O)(O)NN1N=N,1
[13*]C1(O)NON=NC(O)(O)N1,1
[10*]N1C(=O)N=NC1(N)O,1
N=C(N=O)C(O)(O)NN1N=NC(O)(O)O1,1
[5*]NC(N)(O)N1N=NOC1(O)O,1
NC1(O)N=NN=NC(O)(O)OC(N=O)O1,1
N=NN=NC(O)(O)N1C(OO)=NC1(O)O,1
N#CN1OC(O)(O)N1C(O)(O)ON=NN,1
O=NNNC(O)(O)N=NC1=NC(O)(O)O1,1
NC(O)(O)C(=O)N=NC1(O)NN(N=O)O1,1
NC1(N=C(O)N=O)N=NN(C(O)(O)O)O1,1
[5*]NC(O)(O)ON=C=N,1
N=NN1OC(N)(N=NC(=O)O)OC1(O)O,1
N=C(N(N)O)C1(O)OC(O)(N=NN=O)O1,1
N#CN=NC1(O)OC(N)(N(O)N(O)O)O1,1
N=NN=NC1(O)ON(C(=N)O)C(O)(O)O1,1
N=C=NN(C(O)(O)O)C1(O)ON(N=N)O1,1
N=C=NN(C(O)(O)O)C1(N)ON(N=O)O1,1
[13*]C1(O)NC(N)(O)N1N=C=O,1
NC1(O)OC(O)(NN(O)N=O)N1N=C=O,1
[3*]OC(N)(O)N=CN=N,1
[3*]ON(N=N)C(N)(O)O,1
N=NC(O)(N=COC(O)(O)O)N=NN=O,1
N#CC(N)(N=NOO)N=NOC(O)(O)O,1
[4*]C(O)(C#N)N=NNO,1
NC(N)(O)ON=NC(O)(N=O)ON=C=O,1
[4*]C(O)(C#N)N=NNC(N)(O)O,1
[4*]C(O)(N=O)C(=N)N=O,1
N#COC(N)(O)OC(N)(N=O)ONN=O,1
N=NONC(O)(N=N)OC(O)(O)N=C=O,1
[13*]C1(N)NC(N=O)=NN=NO1,1
[4*]C(O)(C#N)N=NN=O,1
NC(N=O)(NC(O)(O)NN=O)ON=C=O,1
[3*]OC(N)(N=O)N=NN=O,1
[4*]C(O)(C=NN=O)N=O,1
N#COOC(O)(N=O)OC(N)(O)N=NN,1
N#CN=NC(O)(N=O)OC(O)(O)NON,1
N=C(OC(N)(O)O)C(O)(N=O)N=NN=O,1
N#COC(N=N)(NC(O)(O)O)N(O)N=O,1
N#CN(O)C(N=O)(NN=O)NC(O)(O)O,1
[4*]C(O)(C#N)N=NOO,1
N#CONC(O)(NC(O)(O)N=N)ON=O,1
[3*]OC(O)(N=NN=N)OON,1
N#CN=NC(N)(OOO)OC(N)(O)N=O,1
N#CN=NC(O)(NN=O)NOC(O)(O)O,1
N#CNNC(O)(N=NC(O)(O)O)ON=O,1
NC(O)(O)N=NN(O)C(O)(N=O)N=C=O,1
N=NC(O)(ON=O)N(N=C=O)C(N)(O)O,1
N#COC(N)(N=O)OC(N)(O)ON=NO,1
N=C=NC(O)(N=O)OC(N)(O)ONN=O,1
N#CN=NC(N)(OO)N(N=O)C(O)(O)O,1
C=NC(N)(ON=O)OC(O)(O)N=NN=O,1
[3*]OC(O)(O)ONN=N,1
N=C=NNC(O)(O)OC(O)(N=O)NN=O,1
[4*]C(O)(C#N)NN=O,1
[5*]NC(O)(O)NON=O,1
N#COC(N)(N=O)N=NONC(O)(O)O,1
NC(N=O)(N=C=NNC(O)(O)O)ON=O,1
[4*]C(O)(N=N)C(N=N)=NC(O)(O)O,1
N#CC(O)(NN=O)N(N=O)OC(N)(O)O,1
N=NC(O)(N=C=O)OC(N)(O)NON=O,1
N=NN1NC(O)(O)OC(O)(O)N1N=C=O,1
ON=NN(C1=NC(O)(O)N=N1)C(O)(O)O,1
N=NN1N(C(=O)N=O)C(N)(O)OC1(O)O,1
N=C(N=O)N(N1N=NC1(O)O)C(O)(O)O,1
NC(O)(O)N1N(N=O)N(N=C=O)C1(O)O,1
N#CN1ON=NOC(O)(O)N1C(N)(O)O,1
NC1(O)N=NOOC(N=O)=NC(N)(O)O1,1
O=NN1NN=C=NC(O)(O)OC(O)(O)N1,1
OC(O)(O)N=C1N=NONC(O)(O)N=N1,1
[4*]C(C#N)(N=NO)N(O)N=N,1
[13*]C1(O)ON(N=O)C1=NN=N,1
N#CN(N)N(ON=O)C1(O)OC(N)(O)O1,1
[3*]OC(N=NN=O)=NO,1
[3*]OC(N=N)=NON=O,1
[3*]OC(N=O)=NON=N,1
[3*]ON(C#N)ON=NN,1
N#CN(NC1(O)OC(O)(O)O1)ONN=N,1
[4*]C1(C)OC(N)(O)O1,1
[13*]C1(C)OC(N)(O)O1,1
[13*]C1(O)N=C(N=NN=O)N1O,1
N#COC(N=O)(NC(O)(O)O)ONN=N,1
N=C=NC(N=O)(ON=NO)OC(N)(O)O,1
N=NOOC(N=O)(N=C=O)NC(N)(O)O,1
[3*]OC(N=N)(N=NN=O)ON=O,1
[1*]C(=O)C(N)(O)N=O,1
NC(=O)NN(N=O)C(=O)N=NC(O)(O)O,1
N#CN(O)N(N=O)N(C(=O)O)C(N)(O)O,1
N#CN(NN(O)NC(O)(O)O)C(=O)N=O,1
N#CC(=O)N(N=N)NC(O)(O)ON(O)O,1
N=NN=NC(=O)N1OC(O)(O)NC1(O)O,1
N#CN(OC(O)(O)O)N1N=NC(N)(O)O1,1
O=NC(=O)N1N=NC(O)(O)NC(O)(O)N1,1
NN(N=O)C(N=O)=NC1(O)OC(N)(O)O1,1
N=NC(=O)N=NN1OC(N)(O)OC1(O)O,1
O=NC(=O)N=NN1NC(O)(O)NC1(O)O,1
NC1(O)OC(O)(O)N=C(N=NN=O)N1O,1
O=NN=NC1=NC(O)(O)NC(O)(O)N1O,1
N#CN=NN1OC(O)(O)OC(N)(O)N1O,1
N=NN=NC(=O)N1OC(N)(O)OC1(O)O,1
NC1(O)N=NN(C(N=O)=NC(O)(O)O)O1,1
N#CC(O)=NN(OON=N)OC(N)(O)O,1
[3*]ON(NOC#N)OC(N)(O)O,1
N#CC(N)=NN(NC(O)(O)O)OON=O,1
N#COON(NC(N)(O)O)OC(=N)N=O,1
N=NN(O)N=C(ON=C=O)OC(N)(O)O,1
N=NN=CC(=NC(O)(O)O)ON(O)N=O,1
N#COOC(=NC(O)(O)O)NN(O)N=N,1
N#CN(O)NC(=NC(N)(O)O)OON=O,1
N=C1N=NC(O)(N(N=O)OC(N)(O)O)O1,1
N#CN(O)ON(CC(O)(O)O)N=NN=O,1
NNC(=NC(=O)N=NN=O)OC(O)(O)O,1
[3*]OC(N=O)=NC(N)(O)O,1
N=NC(=NC(O)(O)O)OC(=N)NON=O,1
N=NON=C(N)OC(N=O)=NC(O)(O)O,1
N=NON=C(O)N=C(N=O)NC(O)(O)O,1
NC(O)(O)N=C(N=O)NC(O)=NON=O,1
N#CN=NN(O)OC(=NC(O)(O)O)NO,1
N=C=NON(N)N=C(N=O)OC(O)(O)O,1
N#CON=C(NN(O)N=O)NC(O)(O)O,1
N#CN=C(N(O)N=O)N(O)NC(O)(O)O,1
NC(O)(O)N=C(N=O)N(N=NO)C(=O)O,1
N#CNN(C(=O)O)N(N=N)OC(O)(O)O,1
N=NN=C(C(=O)O)N(N=O)OC(N)(O)O,1
N#CC(=O)N(NN=NC(O)(O)O)N(O)O,1
N=NN=NC(=O)N=C(O)N(O)C(O)(O)O,1
[1*]C(=O)N(N=NO)C(N)(O)O,1
N#CC(=O)NN(O)N(N=NO)C(O)(O)O,1
[3*]ON(O)C(=NN=N)C(N)(O)O,1
N=C(C=O)ON(N=NN=O)OC(N)(O)O,1
[5*]N(C(O)N=NN=N)C(O)(O)O,1
[5*]N([5*])C(N)(O)O,1
[1*]C(=O)NON=N,1
NON=NC(=NC(=O)N=O)NC(O)(O)O,1
NC(N=O)=NC(=NNN=O)OC(O)(O)O,1
N=NOOC(=NC(O)(O)O)NC(=N)N=O,1
N=NC=NN(NC(=O)N=O)OC(O)(O)O,1
[3*]ON(N=C=NO)NC(N)(O)O,1
C=NC(=N)ON(N=NN=O)OC(O)(O)O,1
[3*]ON(O)N(OC#N)C(N)(O)O,1
N#CN(O)N=C(O)NN(N=O)C(O)(O)O,1
[4*]C(O)(O)C(=O)N(N)O,1
N#CN=NN(O)NC(O)(O)C(=O)N(O)O,1
[3*]OC(N)(O)N(O)N=NN(O)O,1
N=C(N=O)OC(O)(O)N(N=NO)C(N)=O,1
N=C(N=O)OC(O)(O)N(NN=O)C(N)=O,1
[5*]NC(O)(O)N(ON=N)C(N)=O,1
N=NN=C(C(=O)O)C(O)(O)NN(O)N=O,1
N#CN(OC(O)=NNN=O)OC(N)(O)O,1
[3*]OC(O)(O)NC(=N)N=NON,1
[3*]OC(N)(N)OC(O)=NN=NO,1
N=C(NN=NO)OC(O)(O)N=C(O)N=O,1
N=NC(O)=NC(O)(O)NC(=N)OON=O,1
[3*]OC(O)(O)NN(O)N=C=NO,1
[5*]NC(O)(O)ON(N)ONC#N,1
[3*]OC(N)(O)ON(N)NN=C=O,1
[5*]NC(N)(O)ON(O)OON=N,1
[3*]OC(N)(O)NN(O)NON=O,1
N#CON(C(=O)O)C(N)(O)ON(O)N=N,1
N=C=NNC(=O)NN(N=O)OC(O)(O)O,1
N#CN(N=C(O)OON=O)OC(N)(N)O,1
N#CN(N=C(N)NON=O)OC(O)(O)O,1
N#COOC(O)=NN(N=O)OC(N)(N)O,1
C=NN(ON(O)N=NC#N)OC(O)(O)O,1
N#CN(ON(O)N=NC=O)OC(N)(O)O,1
NC(N)(O)OON=NC(O)=NC(=O)N=O,1
N=C(N=O)N=C(O)OON=NC(N)(O)O,1
[3*]ON(O)N=NNOC(N)(O)O,1
N=NN(OC(N)=NC(=O)N=O)C(O)(O)O,1
[1*]C(=O)NNC(N)(O)O,1
[3*]OC(O)N=NN=O,1
NC(=NC(=O)N=NN=O)OOC(N)(O)O,1
N=C(N=NC(O)(O)O)ON(O)N=CN=O,1
N#CN=NN(N)N=C(O)OOC(O)(O)O,1
[3*]ON(N)N=NC(O)(O)O,1
[1*]C(=O)NN=C=O,1
N#CONC(=N)ON(O)N=NC(O)(O)O,1
[5*]NC(=N)ON(N=N)C(O)(O)O,1
O=NN(O)N=C(O)N=NN=CC(O)(O)O,1
[13*]C1(O)OC(N)(N=NN=O)O1,1
[13*]C1(N)OC(O)(N=NN=N)O1,1
[13*]C1(O)NC(N)(N=NN=O)O1,1
[13*]C1(O)NC(N)(N=C(O)N=O)O1,1
[13*]C1(O)NC(N)(N=C=NO)O1,1
N#CN(O)N(C(O)(O)O)C1(O)ON1N=N,1
[13*]C1(O)N=NON1,1
N=NC1=NC1(O)NN(N=O)OC(O)(O)O,1
[3*]ON1C(N)(O)OC1(O)N=NN=N,1
[13*]C1(O)NN=NN1,1
O=NC(=NC1(O)N=NNO1)NC(O)(O)O,1
[13*]C1(N)ON1N=O,1
