SMILES,MW,HBA,HBD,LogP,Valid,Error,Fragments
CC1OC(=C)OO1,102.031694052,3,0,0.7819999999999999,True,False,['C=C1OOC(C)O1']
OC1OC(=C)OC1,102.031694052,3,1,-0.1772,True,False,['C=C1OCC(O)O1']
O=C1OC(C)OC1,102.031694052,3,0,-0.0942,True,False,['CC1OCC(=O)O1']
OC=1OC(C)OC1,102.031694052,3,1,0.7361,True,False,['CC1OC=C(O)O1']
CC1CC(=O)OO1,102.031694052,3,0,0.2533999999999999,True,False,['CC1CC(=O)OO1']
CC1C=C(O)OO1,102.031694052,3,1,0.7361,True,False,['CC1C=C(O)OO1']
C=C1CC(O)OO1,102.031694052,3,1,0.1703999999999999,True,False,['C=C1CC(O)OO1']
CC1=CC(O)OO1,102.031694052,3,1,0.1704,True,False,['CC1=CC(O)OO1']
CC1OC(=O)OC1,102.031694052,3,0,0.5417000000000001,True,False,['CC1COC(=O)O1']
C=C1OC(O)OC1,102.031694052,3,1,-0.1772,True,False,['C=C1COC(O)O1']
CC=1OC(O)OC1,102.031694052,3,1,0.1703999999999999,True,False,['CC1=COC(O)O1']
OC1CC(=O)OC1,102.031694052,3,1,-0.7058000000000002,True,False,['O=C1CC(O)CO1']
OC1C=C(O)OC1,102.031694052,3,2,-0.2231000000000001,True,False,['OC1=CC(O)CO1']
O=C1CC(O)OC1,102.031694052,3,1,-0.7058,True,False,['O=C1COC(O)C1']
OC1=CC(O)OC1,102.031694052,3,2,-0.2231,True,False,['OC1=CC(O)OC1']
OC=1CC(O)OC1,102.031694052,3,2,0.1244999999999999,True,False,['OC1=COC(O)C1']
OC12OC(C2C)O1,102.031694052,3,1,-0.3449,True,False,['CC1C2OC1(O)O2']
CC12OC(C2O)O1,102.031694052,3,1,-0.55,True,False,['CC12OC(O1)C2O']
OC12OC(C2O)C1,102.031694052,3,2,-1.1616000000000004,True,False,['OC1C2CC1(O)O2']
OC1OC2(O)CC12,102.031694052,3,2,-0.9565,True,False,['OC1OC2(O)CC12']
OC1OC2(C)OC12,102.031694052,3,1,-0.55,True,False,['CC12OC(O)C1O2']
CC1OC2(O)OC12,102.031694052,3,1,-0.55,True,False,['CC1OC2(O)OC12']
OC1CC2(O)OC12,102.031694052,3,2,-1.1616000000000002,True,False,['OC1CC2(O)OC12']
CC12COC(O2)O1,102.031694052,3,0,0.0631999999999999,True,False,['CC12COC(O1)O2']
OC12COC(C2)O1,102.031694052,3,1,-0.5484,True,False,['OC12COC(C1)O2']
OC12CCC(O2)O1,102.031694052,3,1,-0.2008000000000001,True,False,['OC12CCC(O1)O2']
CC12OOC(C2)O1,102.031694052,3,0,0.4107999999999999,True,False,['CC12CC(OO1)O2']
CC12OCC(O2)O1,102.031694052,3,0,0.0631999999999999,True,False,['CC12OCC(O1)O2']
OC12OOC(C2)C1,102.031694052,3,1,-0.2008000000000001,True,False,['OC12CC(C1)OO2']
OC12OCC(C2)O1,102.031694052,3,1,-0.5484,True,False,['OC12CC(CO1)O2']
OC12C(C2C)(O)O1,102.031694052,3,2,-0.9565,True,False,['CC1C2(O)OC12O']
CC12C(C2O)(O)O1,102.031694052,3,2,-1.1616,True,False,['CC12OC1(O)C2O']
OC12C(C2O)(O)C1,102.031694052,3,3,-1.7732,True,False,['OC1C2(O)CC12O']
OC1(O)C2(O)CC12,102.031694052,3,3,-1.5681000000000005,True,False,['OC1(O)C2CC21O']
OC1(O)C2(C)OC12,102.031694052,3,2,-1.1616000000000002,True,False,['CC12OC1C2(O)O']
CC1(O)C2(O)OC12,102.031694052,3,2,-1.1616000000000002,True,False,['CC1(O)C2OC21O']
OC12C(O1)(O)CC2,102.031694052,3,2,-0.8124,True,False,['OC12CCC1(O)O2']
CC12C(O1)(C)OO2,102.031694052,3,0,0.4107999999999999,True,False,['CC12OOC1(C)O2']
OC12C(O1)(C)OC2,102.031694052,3,1,-0.5484,True,False,['CC12OCC1(O)O2']
CC12C(C1)(O)OO2,102.031694052,3,1,-0.2008,True,False,['CC12CC1(O)OO2']
CC12C(O1)(O)OC2,102.031694052,3,1,-0.5484,True,False,['CC12COC1(O)O2']
OC12C(C1)(O)OC2,102.031694052,3,2,-1.16,True,False,['OC12COC1(O)C2']
C=C1OC(OC)O1,102.031694052,3,0,0.4343999999999999,True,False,"['[13*]C1OC(=C)O1', '[3*]OC']"
OC1OC(OC)=C1,102.031694052,3,1,-0.1772,True,False,['COC1=CC(O)O1']
O=C1OC(OC)C1,102.031694052,3,0,-0.0942,True,False,"['[13*]C1CC(=O)O1', '[3*]OC']"
OC=1OC(OC)C1,102.031694052,3,1,0.3885,True,False,"['[13*]C1C=C(O)O1', '[3*]OC']"
OC1OC(=CC)O1,102.031694052,3,1,0.1704,True,False,['CC=C1OC(O)O1']
O=C1OC(CC)O1,102.031694052,3,0,0.8893,True,False,"['[13*]C1OC(=O)O1', '[8*]CC']"
OC1OC(C=C)O1,102.031694052,3,1,-0.1788,True,False,['C=CC1OC(O)O1']
CC1OC(OO)=C1,102.031694052,3,1,0.7361,True,False,['CC1C=C(OO)O1']
C=C1OC(OO)C1,102.031694052,3,1,0.7361,True,False,"['[13*]C1CC(=C)O1', '[3*]OO']"
CC=1OC(OO)C1,102.031694052,3,1,0.7361,True,False,"['[13*]C1C=C(C)O1', '[3*]OO']"
CC1OC(=CO)O1,102.031694052,3,1,0.7361,True,False,['CC1OC(=CO)O1']
C=C1OC(CO)O1,102.031694052,3,1,-0.1772,True,False,"['[8*]CO', '[13*]C1OC(=C)O1']"
CC1OC(C=O)O1,102.031694052,3,0,-0.0958000000000001,True,False,['CC1OC(C=O)O1']
OC1C=C(OO)C1,102.031694052,3,2,0.1245,True,False,['OOC1=CC(O)C1']
O=C1CC(OO)C1,102.031694052,3,1,0.2074999999999999,True,False,"['[15*]C1CC(=O)C1', '[3*]OO']"
OC1=CC(OO)C1,102.031694052,3,2,0.6901999999999999,True,False,"['[15*]C1C=C(O)C1', '[3*]OO']"
OC1OC(CO)=C1,102.031694052,3,2,-0.7888,True,False,['OCC1=CC(O)O1']
OC1OC(=CO)C1,102.031694052,3,2,0.1245,True,False,['OC=C1CC(O)O1']
O=C1OC(CO)C1,102.031694052,3,1,-0.7058000000000002,True,False,"['[8*]CO', '[13*]C1CC(=O)O1']"
OC=1OC(CO)C1,102.031694052,3,2,-0.2230999999999999,True,False,"['[8*]CO', '[13*]C1C=C(O)O1']"
OC1OC(C=O)C1,102.031694052,3,1,-0.7074,True,False,['O=CC1CC(O)O1']
OC(O)OC1=CC1,102.031694052,3,2,-0.4412,True,False,['OC(O)OC1=CC1']
OC(=O)OC1CC1,102.031694052,2,1,0.8433999999999999,True,False,"['[3*]O[3*]', '[15*]C1CC1', '[1*]C(=O)O']"
OC(O)OC1C=C1,102.031694052,3,2,-0.7904000000000002,True,False,"['[3*]OC(O)O', '[15*]C1C=C1']"
CC(=C)OC1OO1,102.031694052,3,0,0.782,True,False,"['[13*]C1OO1', '[3*]OC(=C)C']"
CC(O)C=C1OO1,102.031694052,3,1,0.1703999999999999,True,False,['CC(O)C=C1OO1']
CC(=O)CC1OO1,102.031694052,3,0,0.2533999999999999,True,False,"['[8*]CC(C)=O', '[13*]C1OO1']"
C=C(O)CC1OO1,102.031694052,3,1,0.7361,True,False,"['[8*]CC(=C)O', '[13*]C1OO1']"
CC(O)=CC1OO1,102.031694052,3,1,0.7361,True,False,"['[13*]C1OO1', '[7*]C[8*]', '[7*]C(C)O']"
CC(O)OC=1OC1,102.031694052,3,1,0.1703999999999999,True,False,"['[4*]C(C)O', '[3*]OC1=CO1']"
CC(=O)OC1OC1,102.031694052,3,0,-0.0942,True,False,"['[3*]O[3*]', '[13*]C1CO1', '[1*]C(C)=O']"
C=C(O)OC1OC1,102.031694052,3,1,0.3884999999999999,True,False,"['[13*]C1CO1', '[3*]OC(=C)O']"
OC(O)C=C1OC1,102.031694052,3,2,-0.7888000000000002,True,False,"['[7*]C1CO1', '[7*]CC(O)O']"
OC(O)CC=1OC1,102.031694052,3,2,-0.4412,True,False,['OC(O)CC1=CO1']
OC(=O)CC1OC1,102.031694052,2,1,-0.1400999999999999,True,False,"['[13*]C1CO1', '[8*]CC(=O)O']"
OC(O)=CC1OC1,102.031694052,3,2,0.3426,True,False,['OC(O)=CC1CO1']
COC12OC(C2)O1,102.031694052,3,0,0.0632,True,False,"['[3*]OC', '[13*]C12CC(O1)O2']"
CCC12OC(O2)O1,102.031694052,3,0,0.4107999999999999,True,False,"['[8*]CC', '[13*]C12OC(O1)O2']"
OOC12OC(C2)C1,102.031694052,3,1,0.3648999999999999,True,False,"['[15*]C12CC(C1)O2', '[3*]OO', '[13*]C12CC(C1)O2']"
OCC12OC(C2)O1,102.031694052,3,1,-0.5484,True,False,"['[8*]CO', '[13*]C12CC(O1)O2']"
OC1OC2(O1)CC2,102.031694052,3,1,-0.2008000000000001,True,False,['OC1OC2(CC2)O1']
CC1OC2(C1)OO2,102.031694052,3,0,0.4107999999999999,True,False,['CC1CC2(OO2)O1']
CC1OC2(O1)OC2,102.031694052,3,0,0.0631999999999999,True,False,['CC1OC2(CO2)O1']
OC1CC2(C1)OO2,102.031694052,3,1,-0.2008000000000001,True,False,['OC1CC2(C1)OO2']
OC1OC2(C1)OC2,102.031694052,3,1,-0.5484,True,False,['OC1CC2(CO2)O1']
CC12C(OC)(O2)O1,102.031694052,3,0,0.0631999999999999,True,False,"['[13*]C12OC1(C)O2', '[3*]OC']"
OC12C(OC)(C2)O1,102.031694052,3,1,-0.5484,True,False,"['[15*]C12CC1(O)O2', '[13*]C12CC1(O)O2', '[3*]OC']"
OC12C(CC)(O2)O1,102.031694052,3,1,-0.2008000000000001,True,False,"['[8*]CC', '[13*]C12OC1(O)O2']"
CC12C(OO)(C2)O1,102.031694052,3,1,0.3648999999999999,True,False,"['[13*]C12CC1(C)O2', '[3*]OO', '[15*]C12CC1(C)O2']"
CC12C(CO)(O2)O1,102.031694052,3,1,-0.5484,True,False,"['[8*]CO', '[13*]C12OC1(C)O2']"
OC12C(OO)(C2)C1,102.031694052,3,2,-0.2466999999999999,True,False,"['[15*]C12CC1(O)C2', '[3*]OO']"
OC12C(CO)(C2)O1,102.031694052,3,2,-1.16,True,False,"['[15*]C12CC1(O)O2', '[8*]CO', '[13*]C12CC1(O)O2']"
OC1(O)C2(O1)CC2,102.031694052,3,2,-0.8124000000000002,True,False,['OC1(O)OC12CC2']
CC1(C)C2(O1)OO2,102.031694052,3,0,0.4107999999999999,True,False,['CC1(C)OC12OO2']
CC1(O)C2(C1)OO2,102.031694052,3,1,-0.2008,True,False,['CC1(O)CC12OO2']
CC1(O)C2(O1)OC2,102.031694052,3,1,-0.5484,True,False,['CC1(O)OC12CO2']
OC1(O)C2(C1)OC2,102.031694052,3,2,-1.16,True,False,['OC1(O)CC12CO2']
OC1(O)OC2CC12,102.031694052,3,2,-0.9565,True,False,['OC1(O)OC2CC21']
CC1(O)OC2OC12,102.031694052,3,1,-0.55,True,False,['CC1(O)OC2OC21']
OC1(O)CC2OC12,102.031694052,3,2,-1.1616000000000002,True,False,['OC1(O)CC2OC21']
OC1C2C(C12)(O)O,102.031694052,3,3,-1.7122000000000002,True,False,['OC1C2C1C2(O)O']
OC1(O)C2OC1C2,102.031694052,3,2,-1.1616000000000004,True,False,['OC1(O)C2CC1O2']
CC1(O)C2OC1O2,102.031694052,3,1,-0.55,True,False,['CC1(O)C2OC1O2']
CC1(O)C2OOC12,102.031694052,3,1,-0.55,True,False,['CC1(O)C2OOC21']
OC1(O)C2COC12,102.031694052,3,2,-1.3041000000000005,True,False,['OC1(O)C2COC21']
C=C1OCOCO1,102.031694052,3,0,0.4359999999999999,True,False,['C=C1OCOCO1']
O=C1OCOCC1,102.031694052,3,0,-0.0926,True,False,['O=C1CCOCO1']
OC=1OCOCC1,102.031694052,3,1,0.3900999999999999,True,False,['OC1=CCOCO1']
OC1OCOC=C1,102.031694052,3,1,-0.1772,True,False,['OC1C=COCO1']
O=C1OCCCO1,102.031694052,3,0,0.5433,True,False,['O=C1OCCCO1']
OC1OC=CCO1,102.031694052,3,1,-0.1772,True,False,['OC1OC=CCO1']
C=C1COOCO1,102.031694052,3,0,0.436,True,False,['C=C1COOCO1']
CC1=COOCO1,102.031694052,3,0,0.7836000000000001,True,False,['CC1=COOCO1']
C=C1OOOCC1,102.031694052,3,0,0.7836,True,False,['C=C1CCOOO1']
CC=1OOOCC1,102.031694052,3,0,0.7836,True,False,['CC1=CCOOO1']
CC1OOOC=C1,102.031694052,3,0,0.7819999999999999,True,False,['CC1C=COOO1']
C=C1OOCCO1,102.031694052,3,0,0.4359999999999999,True,False,['C=C1OCCOO1']
CC1OOC=CO1,102.031694052,3,0,0.7819999999999999,True,False,['CC1OC=COO1']
O=C1COOCC1,102.031694052,3,0,-0.0926,True,False,['O=C1CCOOC1']
OC1=COOCC1,102.031694052,3,1,0.7377,True,False,['OC1=COOCC1']
OC=1COOCC1,102.031694052,3,1,0.3900999999999999,True,False,['OC1=CCOOC1']
OC1COOC=C1,102.031694052,3,1,-0.1772,True,False,['OC1C=COOC1']
O=C1COCCO1,102.031694052,3,0,-0.4401999999999999,True,False,['O=C1COCCO1']
OC1=COCCO1,102.031694052,3,1,0.3900999999999999,True,False,['OC1=COCCO1']
OC1COC=CO1,102.031694052,3,1,-0.1772,True,False,['OC1COC=CO1']
O=C1OOCCC1,102.031694052,3,0,0.255,True,False,['O=C1CCCOO1']
OC=1OOCCC1,102.031694052,3,1,0.7376999999999999,True,False,['OC1=CCCOO1']
OC1OOCC=C1,102.031694052,3,1,-0.1772,True,False,['OC1C=CCOO1']
OC1OOC=CC1,102.031694052,3,1,0.1704,True,False,['OC1CC=COO1']
C=C1COOOC1,102.031694052,3,0,0.436,True,False,['C=C1COOOC1']
CC1=COOOC1,102.031694052,3,0,0.7836,True,False,['CC1=COOOC1']
C=C1OOCOC1,102.031694052,3,0,0.4359999999999999,True,False,['C=C1COCOO1']
CC=1OOCOC1,102.031694052,3,0,0.7836,True,False,['CC1=COCOO1']
O=C1COCOC1,102.031694052,3,0,-0.4401999999999999,True,False,['O=C1COCOC1']
OC1=COCOC1,102.031694052,3,1,0.3900999999999999,True,False,['OC1=COCOC1']
CC1=C(O)OCO1,102.031694052,3,1,0.7377,True,False,['CC1=C(O)OCO1']
CC1C(=O)OCO1,102.031694052,3,0,-0.0942,True,False,['CC1OCOC1=O']
C=C1C(O)OCO1,102.031694052,3,1,-0.1772,True,False,['C=C1OCOC1O']
OC1=C(O)OCC1,102.031694052,3,2,0.6918,True,False,['OC1=C(O)OCC1']
OC1C(=O)OCC1,102.031694052,3,1,-0.7058000000000002,True,False,['O=C1OCCC1O']
OC1C(O)OC=C1,102.031694052,3,2,-0.7904,True,False,['OC1C=COC1O']
O=C1C(O)OCC1,102.031694052,3,1,-0.7058000000000002,True,False,['O=C1CCOC1O']
OC=1C(O)OCC1,102.031694052,3,2,-0.2231,True,False,['OC1=CCOC1O']
CC1=C(C)OOO1,102.031694052,3,0,1.1312,True,False,['CC1=C(C)OOO1']
CC1C(=C)OOO1,102.031694052,3,0,0.7819999999999999,True,False,['C=C1OOOC1C']
CC1=C(O)COO1,102.031694052,3,1,0.7377,True,False,['CC1=C(O)COO1']
CC1C(=O)COO1,102.031694052,3,0,-0.0942,True,False,['CC1OOCC1=O']
CC1C(O)=COO1,102.031694052,3,1,0.7361,True,False,['CC1OOC=C1O']
C=C1C(O)COO1,102.031694052,3,1,-0.1772,True,False,['C=C1OOCC1O']
OC1=C(O)COC1,102.031694052,3,2,0.3441999999999999,True,False,['OC1=C(O)COC1']
OC1C(=O)COC1,102.031694052,3,1,-1.0534,True,False,['O=C1COCC1O']
OC1C(O)=COC1,102.031694052,3,2,-0.2231,True,False,['OC1=COCC1O']
CC1=C(O)OOC1,102.031694052,3,1,0.7377,True,False,['CC1=C(O)OOC1']
CC1C(=O)OOC1,102.031694052,3,0,0.1109,True,False,['CC1COOC1=O']
C=C1C(O)OOC1,102.031694052,3,1,-0.1772,True,False,['C=C1COOC1O']
CC=1C(O)OOC1,102.031694052,3,1,0.1703999999999999,True,False,['CC1=COOC1O']
OC1C(C)=C(O)O1,102.031694052,3,2,0.1245,True,False,['CC1=C(O)OC1O']
OC1C(=C)C(O)O1,102.031694052,3,2,-0.7904000000000002,True,False,['C=C1C(O)OC1O']
OC1C(C)C(=O)O1,102.031694052,3,1,-0.5023000000000002,True,False,['CC1C(=O)OC1O']
CC1C(O)=C(O)O1,102.031694052,3,2,0.6901999999999999,True,False,['CC1OC(O)=C1O']
CC1=C(O)C(O)O1,102.031694052,3,2,0.1245,True,False,['CC1=C(O)C(O)O1']
CC1C(=O)C(O)O1,102.031694052,3,1,-0.7074,True,False,['CC1OC(O)C1=O']
CC1C(O)C(=O)O1,102.031694052,3,1,-0.7074,True,False,['CC1OC(=O)C1O']
C=C1C(O)C(O)O1,102.031694052,3,2,-0.7904000000000002,True,False,['C=C1OC(O)C1O']
OC1C(O)=C(O)C1,102.031694052,3,3,0.0785999999999998,True,False,['OC1=C(O)C(O)C1']
OC1C(=O)C(O)C1,102.031694052,3,2,-1.3190000000000004,True,False,['O=C1C(O)CC1O']
OC1C(O)C(=O)C1,102.031694052,3,2,-1.3190000000000004,True,False,['O=C1CC(O)C1O']
OC1C(O)C(O)=C1,102.031694052,3,3,-0.8363,True,False,['OC1=CC(O)C1O']
OC12OCC2CO1,102.031694052,3,1,-0.6909000000000001,True,False,['OC12OCC1CO2']
CC12OOC2CO1,102.031694052,3,0,0.0631999999999999,True,False,['CC12OCC1OO2']
OC12COC2CO1,102.031694052,3,1,-0.8960000000000001,True,False,['OC12COC1CO2']
OC12OOC2CC1,102.031694052,3,1,-0.2008000000000001,True,False,['OC12CCC1OO2']
CC12OOC2OC1,102.031694052,3,0,0.0631999999999999,True,False,['CC12COC1OO2']
OC12COC2OC1,102.031694052,3,1,-0.8960000000000001,True,False,['OC12COC1OC2']
OCC1C2(O)C1O2,102.031694052,3,2,-1.3041,True,False,"['[8*]CO', '[15*]C1C2OC12O']"
OOC1C2(C)C1O2,102.031694052,3,1,0.0157,True,False,"['[3*]OO', '[15*]C1C2OC12C']"
COC1C2(O)C1O2,102.031694052,3,1,-0.8976,True,False,"['[15*]C1C2OC12O', '[3*]OC']"
OOC1C2(O)C1C2,102.031694052,3,2,-0.3908,True,False,"['[15*]C1C2CC12O', '[3*]OO']"
OC1C2(O)OCC12,102.031694052,3,2,-1.3041,True,False,['OC1C2COC12O']
OC1C2(C)OOC12,102.031694052,3,1,-0.55,True,False,['CC12OOC1C2O']
OC1C2(O)COC12,102.031694052,3,2,-1.5092,True,False,['OC1C2OCC12O']
CC1C2(O)OOC12,102.031694052,3,1,-0.3449,True,False,['CC1C2OOC12O']
CC12C(OCO1)O2,102.031694052,3,0,0.0631999999999999,True,False,['CC12OCOC1O2']
OC12C(OCC1)O2,102.031694052,3,1,-0.5484,True,False,['OC12CCOC1O2']
OC12C(OCO1)C2,102.031694052,3,1,-0.5484,True,False,['OC12CC1OCO2']
OC12C(CCO1)O2,102.031694052,3,1,-0.5484,True,False,['OC12OCCC1O2']
CC12C(OOC1)O2,102.031694052,3,0,0.0631999999999999,True,False,['CC12COOC1O2']
CC12C(OOO1)C2,102.031694052,3,0,0.4107999999999999,True,False,['CC12CC1OOO2']
CC12C(COO1)O2,102.031694052,3,0,0.0631999999999999,True,False,['CC12OOCC1O2']
OC12C(OOC1)C2,102.031694052,3,1,-0.5484,True,False,['OC12COOC1C2']
OC12C(COC1)O2,102.031694052,3,1,-0.8960000000000001,True,False,['OC12COCC1O2']
OC12C(COO1)C2,102.031694052,3,1,-0.3432999999999999,True,False,['OC12CC1COO2']
OC1C2(O)C(O)C12,102.031694052,3,3,-1.9173,True,False,['OC1C2C(O)C12O']
OC1C2(C)C(O1)O2,102.031694052,3,1,-0.55,True,False,['CC12OC1OC2O']
CC1C2(O)C(O1)O2,102.031694052,3,1,-0.55,True,False,['CC1OC2OC12O']
OC1C2(O)C(O1)C2,102.031694052,3,2,-1.1616,True,False,['OC1OC2CC12O']
OC1C2(O)C(C1)O2,102.031694052,3,2,-1.1616,True,False,['OC1CC2OC12O']
C=COC1OCO1,102.031694052,3,0,0.4343999999999999,True,False,"['[3*]OC=C', '[13*]C1OCO1']"
OCC=C1OCO1,102.031694052,3,1,-0.1755999999999999,True,False,['OCC=C1OCO1']
O=CCC1OCO1,102.031694052,3,0,-0.0942,True,False,"['[8*]CC=O', '[13*]C1OCO1']"
OC=CC1OCO1,102.031694052,3,1,0.3884999999999999,True,False,['OC=CC1OCO1']
OCOC=1OCC1,102.031694052,3,1,-0.1755999999999999,True,False,['OCOC1=CCO1']
O=COC1OCC1,102.031694052,3,0,-0.0942,True,False,"['[13*]C1CCO1', '[3*]OC=O']"
OCOC1OC=C1,102.031694052,3,1,-0.1772,True,False,"['[13*]C1C=CO1', '[3*]OCO']"
CCC=C1OOO1,102.031694052,3,0,1.1312,True,False,['CCC=C1OOO1']
C=CCC1OOO1,102.031694052,3,0,0.7819999999999999,True,False,"['[8*]CC=C', '[13*]C1OOO1']"
CC=CC1OOO1,102.031694052,3,0,0.782,True,False,"['[7*]CC', '[7*]C[8*]', '[13*]C1OOO1']"
CCOC=1OOC1,102.031694052,3,0,1.2713,True,False,"['[3*]O[3*]', '[14*]c1coo1', '[4*]CC']"
C=COC1OOC1,102.031694052,3,0,0.4343999999999999,True,False,"['[3*]OC=C', '[13*]C1COO1']"
OCC=C1OOC1,102.031694052,3,1,-0.1755999999999999,True,False,"['[7*]C1COO1', '[7*]CCO']"
OCCC=1OOC1,102.031694052,3,1,0.4074,True,False,"['[8*]CCO', '[14*]c1coo1']"
O=CCC1OOC1,102.031694052,3,0,-0.0942,True,False,"['[8*]CC=O', '[13*]C1COO1']"
OC=CC1OOC1,102.031694052,3,1,0.3884999999999999,True,False,['OC=CC1COO1']
OCOC1=COC1,102.031694052,3,1,-0.1755999999999999,True,False,['OCOC1=COC1']
O=COC1COC1,102.031694052,3,0,-0.4417999999999999,True,False,"['[15*]C1COC1', '[3*]OC=O']"
COC=C1OCO1,102.031694052,3,0,0.436,True,False,['COC=C1OCO1']
COOC=1OCC1,102.031694052,3,0,0.436,True,False,['COOC1=CCO1']
COOC1OC=C1,102.031694052,3,0,0.4344,True,False,"['[13*]C1C=CO1', '[3*]OOC']"
OOC=C1OCC1,102.031694052,3,1,0.7377,True,False,['OOC=C1CCO1']
OOCC=1OCC1,102.031694052,3,1,0.3900999999999999,True,False,"['[4*]CC1=CCO1', '[3*]OO']"
OOCC1OC=C1,102.031694052,3,1,0.3885,True,False,"['[13*]C1C=CO1', '[4*]C[8*]', '[3*]OO']"
OOOC1=CCC1,102.031694052,3,1,1.0853,True,False,['OOOC1=CCC1']
OOOC1C=CC1,102.031694052,3,1,0.7361,True,False,"['[3*]OOO', '[15*]C1C=CC1']"
COC=C1OOC1,102.031694052,3,0,0.436,True,False,['COC=C1COO1']
COCC=1OOC1,102.031694052,3,0,1.019,True,False,"['[4*]C[8*]', '[14*]c1coo1', '[3*]OC']"
COOC1=COC1,102.031694052,3,0,0.436,True,False,['COOC1=COC1']
OOC=C1COC1,102.031694052,3,1,0.3900999999999999,True,False,['OOC=C1COC1']
OOCC1=COC1,102.031694052,3,1,0.3900999999999999,True,False,"['[4*]CC1=COC1', '[3*]OO']"
OC1=C(O1)OCC,102.031694052,3,1,0.7377,True,False,"['[4*]CC', '[3*]OC1=C(O)O1']"
OC1C(O1)OC=C,102.031694052,3,1,-0.1788,True,False,"['[3*]OC=C', '[13*]C1OC1O']"
O=C1C(O1)OCC,102.031694052,3,0,-0.0942,True,False,"['[3*]O[3*]', '[13*]C1OC1=O', '[4*]CC']"
OC1=C(O1)CCO,102.031694052,3,2,0.1261,True,False,['OCCC1=C(O)O1']
OC1C(O1)=CCO,102.031694052,3,2,-0.7888000000000002,True,False,"['[7*]CCO', '[7*]C1OC1O']"
OC1C(O1)CC=O,102.031694052,3,1,-0.7074,True,False,"['[8*]CC=O', '[13*]C1OC1O']"
OC1C(O1)C=CO,102.031694052,3,2,-0.2246999999999999,True,False,['OC=CC1OC1O']
O=C1C(O1)CCO,102.031694052,3,1,-0.7058000000000002,True,False,"['[8*]CCO', '[13*]C1OC1=O']"
CC1=C(O1)OCO,102.031694052,3,1,0.172,True,False,['CC1=C(OCO)O1']
CC1C(O1)OC=O,102.031694052,3,0,-0.0958000000000001,True,False,"['[13*]C1OC1C', '[3*]OC=O']"
C=C1C(O1)OCO,102.031694052,3,1,-0.1771999999999999,True,False,"['[13*]C1OC1=C', '[3*]OCO']"
OC1=C(C1)OCO,102.031694052,3,2,0.1261,True,False,['OCOC1=C(O)C1']
OC1C(=C1)OCO,102.031694052,3,2,-0.7888000000000002,True,False,['OCOC1=CC1O']
OC1C(C1)OC=O,102.031694052,3,1,-0.7074,True,False,"['[15*]C1CC1O', '[3*]OC=O']"
O=C1C(C1)OCO,102.031694052,3,1,-0.7058000000000002,True,False,"['[3*]OCO', '[15*]C1CC1=O']"
OC=1C(C1)OCO,102.031694052,3,2,-0.2231,True,False,"['[3*]OCO', '[15*]C1C=C1O']"
OC1=C(O1)COC,102.031694052,3,1,0.3900999999999999,True,False,"['[4*]CC1=C(O)O1', '[3*]OC']"
OC1C(O1)=COC,102.031694052,3,1,-0.1772,True,False,['COC=C1OC1O']
O=C1C(O1)COC,102.031694052,3,0,-0.4417999999999999,True,False,"['[4*]C[8*]', '[13*]C1OC1=O', '[3*]OC']"
CC1=C(O1)OOC,102.031694052,3,0,0.7836,True,False,['COOC1=C(C)O1']
C=C1C(O1)OOC,102.031694052,3,0,0.4343999999999999,True,False,"['[13*]C1OC1=C', '[3*]OOC']"
OC1=C(C1)OOC,102.031694052,3,1,0.7377,True,False,['COOC1=C(O)C1']
OC1C(=C1)OOC,102.031694052,3,1,-0.1772,True,False,['COOC1=CC1O']
O=C1C(C1)OOC,102.031694052,3,0,-0.0942,True,False,"['[3*]OOC', '[15*]C1CC1=O']"
OC=1C(C1)OOC,102.031694052,3,1,0.3884999999999999,True,False,"['[3*]OOC', '[15*]C1C=C1O']"
CC1=C(O1)COO,102.031694052,3,1,0.7377,True,False,"['[4*]CC1=C(C)O1', '[3*]OO']"
CC1C(O1)=COO,102.031694052,3,1,0.7361,True,False,['CC1OC1=COO']
C=C1C(O1)COO,102.031694052,3,1,0.3885,True,False,"['[13*]C1OC1=C', '[4*]C[8*]', '[3*]OO']"
OC1=C(C1)COO,102.031694052,3,2,0.6918,True,False,"['[4*]CC1=C(O)C1', '[3*]OO']"
OC1C(C1)=COO,102.031694052,3,2,0.1245,True,False,['OOC=C1CC1O']
OC1C(=C1)COO,102.031694052,3,2,-0.2231000000000001,True,False,"['[4*]CC1=CC1O', '[3*]OO']"
O=C1C(C1)COO,102.031694052,3,1,0.065,True,False,"['[4*]C[8*]', '[3*]OO', '[15*]C1CC1=O']"
OC=1C(C1)COO,102.031694052,3,2,0.5477,True,False,"['[4*]C[8*]', '[15*]C1C=C1O', '[3*]OO']"
CC1=C(C1)OOO,102.031694052,3,1,1.0853,True,False,['CC1=C(OOO)C1']
CC1C(=C1)OOO,102.031694052,3,1,0.9412,True,False,['CC1C=C1OOO']
C=C1C(C1)OOO,102.031694052,3,1,0.7361,True,False,"['[3*]OOO', '[15*]C1CC1=C']"
CC=1C(C1)OOO,102.031694052,3,1,0.7361,True,False,"['[3*]OOO', '[15*]C1C=C1C']"
OC(O)=C1OCC1,102.031694052,3,2,0.6918,True,False,['OC(O)=C1CCO1']
OC(O)C=1OCC1,102.031694052,3,2,-0.7888000000000002,True,False,['OC(O)C1=CCO1']
