SMILES,MW,HBA,HBD,LogP,Valid,Error,Fragments
O=C1OC(C1)(O)C,102.031694052,3,1,-0.3582000000000001,True,False,['CC1(O)CC(=O)O1']
OC=1OC(C1)(O)C,102.031694052,3,2,0.1244999999999999,True,False,['CC1(O)C=C(O)O1']
C=C1OC(C1)(O)O,102.031694052,3,2,-0.4412,True,False,['C=C1CC(O)(O)O1']
CC=1OC(C1)(O)O,102.031694052,3,2,-0.4412,True,False,['CC1=CC(O)(O)O1']
O=C1CC(C1)(O)O,102.031694052,3,2,-0.9698,True,False,['O=C1CC(O)(O)C1']
OC1=CC(C1)(O)O,102.031694052,3,3,-0.4871,True,False,['OC1=CC(O)(O)C1']
CC12OC(O2)(C)O1,102.031694052,3,0,0.4107999999999999,True,False,['CC12OC(C)(O1)O2']
CC12OC(C2)(O)O1,102.031694052,3,1,-0.2008,True,False,['CC12CC(O)(O1)O2']
OC12OC(C2)(O)C1,102.031694052,3,2,-0.8124,True,False,['OC12CC(O)(C1)O2']
OC(C#C)(O)OC,102.031694052,3,2,-1.0956,True,False,"['[4*]C(O)(O)C#C', '[3*]OC']"
CC(C#C)(O)OO,102.031694052,3,2,-0.1823,True,False,"['[4*]C(C)(O)C#C', '[3*]OO']"
OC(C=C)(O)C=O,102.031694052,3,2,-0.9478000000000002,True,False,['C=CC(O)(O)C=O']
OC(C#C)(O)CO,102.031694052,3,3,-1.7072,True,False,['C#CC(O)(O)CO']
CC(C=O)(O)C=O,102.031694052,3,1,-0.8648,True,False,['CC(O)(C=O)C=O']
OC(=O)C=COC,102.031694052,2,1,0.2311,True,False,['COC=CC(=O)O']
OC(O)=C=COC,102.031694052,3,2,0.7028,True,False,['COC=C=C(O)O']
OC(O)C#COC,102.031694052,3,2,-1.0956,True,False,['COC#CC(O)O']
OC(=O)OC=CC,102.031694052,2,1,1.2146,True,False,"['[3*]OC=CC', '[1*]C(=O)O']"
OC(=O)OCC=C,102.031694052,2,1,0.867,True,False,"['[3*]O[3*]', '[4*]CC=C', '[1*]C(=O)O']"
OC(O)OC=C=C,102.031694052,3,2,-0.4302000000000001,True,False,['C=C=COC(O)O']
OC(O)OC#CC,102.031694052,3,2,-0.748,True,False,['CC#COC(O)O']
OC(O)OCC#C,102.031694052,3,2,-1.0956,True,False,"['[3*]OC(O)O', '[4*]CC#C']"
CC(=O)C=COO,102.031694052,3,1,0.5787,True,False,['CC(=O)C=COO']
C=C(O)C=COO,102.031694052,3,2,1.0614,True,False,['C=C(O)C=COO']
CC(O)=C=COO,102.031694052,3,2,1.0504,True,False,['CC(O)=C=COO']
CC(O)C#COO,102.031694052,3,2,-0.1823000000000001,True,False,['CC(O)C#COO']
CC(=O)OC=CO,102.031694052,3,1,0.5787,True,False,"['[1*]C(C)=O', '[3*]OC=CO']"
CC(=O)OCC=O,102.031694052,3,0,-0.2516,True,False,"['[3*]O[3*]', '[1*]C(C)=O', '[4*]CC=O']"
C=C(O)OC=CO,102.031694052,3,2,1.0614,True,False,['C=C(O)OC=CO']
C=C(O)OCC=O,102.031694052,3,1,0.2311,True,False,"['[3*]OC(=C)O', '[4*]CC=O']"
CC(O)OC=C=O,102.031694052,3,1,-0.3134,True,False,"['[3*]OC=C=O', '[4*]C(C)O']"
CC(O)OC#CO,102.031694052,3,2,-0.3678000000000001,True,False,"['[4*]C(C)O', '[3*]OC#CO']"
OC(=O)C=CCO,102.031694052,2,2,-0.3805,True,False,"['[7*]CC(=O)O', '[7*]CCO']"
OC(=O)CC=CO,102.031694052,2,2,0.5328,True,False,['O=C(O)CC=CO']
OC(=O)CCC=O,102.031694052,2,1,0.0501,True,False,['O=CCCC(=O)O']
OC(O)=C=CCO,102.031694052,3,3,0.0912,True,False,['OCC=C=C(O)O']
OC(O)=CC=CO,102.031694052,3,3,1.0155,True,False,['OC=CC=C(O)O']
OC(O)=CCC=O,102.031694052,3,2,0.5328,True,False,['O=CCC=C(O)O']
OC(O)C=C=CO,102.031694052,3,3,-0.4761,True,False,['OC=C=CC(O)O']
OC(O)C=CC=O,102.031694052,3,2,-0.9478000000000002,True,False,"['[7*]CC=O', '[7*]CC(O)O']"
OC(O)C#CCO,102.031694052,3,3,-1.7072,True,False,['OCC#CC(O)O']
OC(O)CC=C=O,102.031694052,3,2,-0.925,True,False,['O=C=CCC(O)O']
OC(O)CC#CO,102.031694052,3,3,-0.9794,True,False,['OC#CCC(O)O']
CC(=O)OOC=C,102.031694052,3,0,0.6245999999999999,True,False,"['[1*]C(C)=O', '[3*]OOC=C']"
C=C(O)OOC=C,102.031694052,3,1,1.1073,True,False,['C=COOC(=C)O']
CC(O)OOC#C,102.031694052,3,1,-0.1364,True,False,"['[3*]OOC#C', '[4*]C(C)O']"
OC(=O)COC=C,102.031694052,2,1,0.2311,True,False,"['[3*]OC=C', '[4*]CC(=O)O']"
OC(O)=COC=C,102.031694052,3,2,1.0614,True,False,['C=COC=C(O)O']
OC(O)COC#C,102.031694052,3,2,-1.0956,True,False,"['[3*]OC#C', '[4*]CC(O)O']"
CC(=C)OOC=O,102.031694052,3,0,0.6246,True,False,['C=C(C)OOC=O']
CC(=O)COC=O,102.031694052,3,0,-0.2516,True,False,"['[4*]CC(C)=O', '[3*]OC=O']"
C=C(O)COC=O,102.031694052,3,1,0.2311,True,False,"['[4*]CC(=C)O', '[3*]OC=O']"
CC(O)=COC=O,102.031694052,3,1,0.5787,True,False,['CC(O)=COC=O']
OC1(O)OC=C1C,102.031694052,3,2,-0.4412,True,False,['CC1=COC1(O)O']
OC1(O)OCC1=C,102.031694052,3,2,-0.7888000000000002,True,False,['C=C1COC1(O)O']
CC1(O)OC=C1O,102.031694052,3,2,0.1244999999999999,True,False,['CC1(O)OC=C1O']
CC1(O)OCC1=O,102.031694052,3,1,-0.7058,True,False,['CC1(O)OCC1=O']
OC1(O)C=CC1O,102.031694052,3,3,-1.402,True,False,['OC1C=CC1(O)O']
OC1(O)CC=C1O,102.031694052,3,3,-0.4871000000000001,True,False,['OC1=CCC1(O)O']
OC1(O)CCC1=O,102.031694052,3,2,-0.9698000000000002,True,False,['O=C1CCC1(O)O']
CC1(O)OOC1=C,102.031694052,3,1,0.1703999999999999,True,False,['C=C1OOC1(C)O']
OC1(O)COC1=C,102.031694052,3,2,-0.7888000000000002,True,False,['C=C1OCC1(O)O']
CC1(C)OOC1=O,102.031694052,3,0,0.2534,True,False,['CC1(C)OOC1=O']
CC1(O)COC1=O,102.031694052,3,1,-0.7058,True,False,['CC1(O)COC1=O']
O=CC1C(O)(O)C1,102.031694052,3,2,-1.1139,True,False,['O=CC1CC1(O)O']
OC=C1C(O)(O)C1,102.031694052,3,3,-0.4871000000000001,True,False,['OC=C1CC1(O)O']
OCC=1C(O)(O)C1,102.031694052,3,3,-1.4004,True,False,['OCC1=CC1(O)O']
O=CC1C(C)(O)O1,102.031694052,3,1,-0.7074,True,False,['CC1(O)OC1C=O']
OC=C1C(C)(O)O1,102.031694052,3,2,0.1244999999999999,True,False,['CC1(O)OC1=CO']
C=CC1C(O)(O)O1,102.031694052,3,2,-0.7904000000000002,True,False,['C=CC1OC1(O)O']
CC=C1C(O)(O)O1,102.031694052,3,2,-0.4412,True,False,"['[7*]CC', '[7*]C1OC1(O)O']"
OOC=1C(C)(O)C1,102.031694052,3,2,0.1244999999999999,True,False,['CC1(O)C=C1OO']
COC=1C(O)(O)C1,102.031694052,3,2,-0.7888,True,False,['COC1=CC1(O)O']
CC1(O)OC=CO1,102.031694052,3,1,0.1703999999999999,True,False,['CC1(O)OC=CO1']
OC1(O)OCC=C1,102.031694052,3,2,-0.7888000000000002,True,False,['OC1(O)C=CCO1']
OC1(O)OC=CC1,102.031694052,3,2,-0.4412,True,False,['OC1(O)CC=CO1']
CC1(O)C=COO1,102.031694052,3,1,0.1703999999999999,True,False,['CC1(O)C=COO1']
OC1(O)C=COC1,102.031694052,3,2,-0.7888000000000002,True,False,['OC1(O)C=COC1']
O=C1C(C1O)(O)C,102.031694052,3,2,-1.319,True,False,['CC1(O)C(=O)C1O']
OC=1C(C1O)(O)C,102.031694052,3,3,0.0785999999999999,True,False,['CC1(O)C(O)=C1O']
C=C1C(C1O)(O)O,102.031694052,3,3,-1.402,True,False,['C=C1C(O)C1(O)O']
CC=1C(C1O)(O)O,102.031694052,3,3,-0.4871,True,False,['CC1=C(O)C1(O)O']
CC1C(C1=O)(O)O,102.031694052,3,2,-1.1139,True,False,['CC1C(=O)C1(O)O']
O=COC(=C)OC,102.031694052,3,0,0.2769999999999999,True,False,['C=C(OC)OC=O']
C=COC(=O)OC,102.031694052,3,0,0.9129,True,False,"['[3*]OC=C', '[1*]C([1*])=O', '[3*]OC']"
C#COC(O)OC,102.031694052,3,1,-0.484,True,False,['C#COC(O)OC']
O=CCC(=O)OC,102.031694052,3,0,-0.2516,True,False,"['[1*]C(=O)CC=O', '[3*]OC']"
OC=CC(=O)OC,102.031694052,3,1,0.2310999999999999,True,False,"['[3*]OC', '[1*]C(=O)C=CO']"
O=CC=C(O)OC,102.031694052,3,1,0.2310999999999999,True,False,['COC(O)=CC=O']
OC=C=C(O)OC,102.031694052,3,2,0.7028,True,False,['COC(O)=C=CO']
O=C=CC(O)OC,102.031694052,3,1,-0.661,True,False,"['[4*]C(O)C=C=O', '[3*]OC']"
OC#CC(O)OC,102.031694052,3,2,-0.7154,True,False,"['[4*]C(O)C#CO', '[3*]OC']"
O=COC(=O)CC,102.031694052,3,0,0.0959999999999998,True,False,"['[1*]C(=O)CC', '[3*]OC=O']"
OCOC(=O)C=C,102.031694052,3,1,-0.3346,True,False,"['[1*]C(=O)C=C', '[3*]OCO']"
O=COC(O)=CC,102.031694052,3,1,0.5787,True,False,['CC=C(O)OC=O']
OCOC(O)=C=C,102.031694052,3,2,0.1370999999999999,True,False,['C=C=C(O)OCO']
O=COC(O)C=C,102.031694052,3,1,-0.3362,True,False,"['[4*]C(O)C=C', '[3*]OC=O']"
OCOC(O)C#C,102.031694052,3,2,-1.0956,True,False,"['[4*]C(O)C#C', '[3*]OCO']"
C=COC(=C)OO,102.031694052,3,1,1.1073,True,False,['C=COC(=C)OO']
C#COC(C)OO,102.031694052,3,1,0.4292999999999999,True,False,"['[3*]OC#C', '[3*]OO', '[4*]C([4*])C']"
O=CCC(=C)OO,102.031694052,3,1,0.5787,True,False,['C=C(CC=O)OO']
OC=CC(=C)OO,102.031694052,3,2,1.0614,True,False,['C=C(C=CO)OO']
O=CC=C(C)OO,102.031694052,3,1,0.5787,True,False,"['[7*]CC=O', '[7*]C(C)OO']"
OC=C=C(C)OO,102.031694052,3,2,1.0504,True,False,['CC(=C=CO)OO']
O=C=CC(C)OO,102.031694052,3,1,0.2522999999999999,True,False,"['[4*]C(C)C=C=O', '[3*]OO']"
OC#CC(C)OO,102.031694052,3,2,0.1978999999999999,True,False,"['[4*]C(C)C#CO', '[3*]OO']"
O=COC(=C)CO,102.031694052,3,1,-0.3346,True,False,['C=C(CO)OC=O']
OCOC(=C)C=O,102.031694052,3,1,-0.3346,True,False,['C=C(C=O)OCO']
O=COC(C)=CO,102.031694052,3,1,0.5787,True,False,['CC(=CO)OC=O']
OCOC(C)=C=O,102.031694052,3,1,-0.3118000000000001,True,False,['CC(=C=O)OCO']
O=COC(C)C=O,102.031694052,3,0,-0.2532000000000001,True,False,"['[4*]C(C)C=O', '[3*]OC=O']"
C=CCC(=O)OO,102.031694052,3,1,0.5787,True,False,"['[1*]C(=O)CC=C', '[3*]OO']"
CC=CC(=O)OO,102.031694052,3,1,0.5787,True,False,"['[1*]C(=O)C[7*]', '[7*]CC', '[3*]OO']"
C=CC=C(O)OO,102.031694052,3,2,1.0614,True,False,['C=CC=C(O)OO']
CC=C=C(O)OO,102.031694052,3,2,1.0504,True,False,['CC=C=C(O)OO']
C=C=CC(O)OO,102.031694052,3,2,0.1354999999999999,True,False,"['[4*]C(O)C=C=C', '[3*]OO']"
C#CCC(O)OO,102.031694052,3,2,-0.1823,True,False,"['[4*]C(O)CC#C', '[3*]OO']"
CC#CC(O)OO,102.031694052,3,2,-0.1823,True,False,"['[4*]C(O)C#CC', '[3*]OO']"
C=COC(=O)CO,102.031694052,3,1,-0.3346,True,False,"['[3*]OC=C', '[1*]C(=O)CO']"
CCOC(=O)C=O,102.031694052,3,0,-0.2516,True,False,"['[3*]O[3*]', '[4*]CC', '[1*]C(=O)C=O']"
C=COC(O)=CO,102.031694052,3,2,1.0614,True,False,['C=COC(O)=CO']
CCOC(O)=C=O,102.031694052,3,1,0.2538999999999999,True,False,"['[3*]OC(O)=C=O', '[4*]CC']"
C=COC(O)C=O,102.031694052,3,1,-0.3362,True,False,"['[3*]OC=C', '[4*]C(O)C=O']"
C#COC(O)CO,102.031694052,3,2,-1.0956,True,False,"['[3*]OC#C', '[4*]C(O)CO']"
O=CCC(=O)CO,102.031694052,3,1,-0.8632000000000002,True,False,['O=CCC(=O)CO']
OC=CC(=O)CO,102.031694052,3,2,-0.3805,True,False,['O=C(C=CO)CO']
OCCC(=O)C=O,102.031694052,3,1,-0.8632000000000002,True,False,['O=CC(=O)CCO']
O=CC=C(O)CO,102.031694052,3,2,-0.3805,True,False,"['[7*]CC=O', '[7*]C(O)CO']"
OC=C=C(O)CO,102.031694052,3,3,0.0911999999999998,True,False,['OC=C=C(O)CO']
OCC=C(O)C=O,102.031694052,3,2,-0.3805,True,False,"['[7*]CCO', '[7*]C(O)C=O']"
O=CCC(O)=CO,102.031694052,3,2,0.5327999999999999,True,False,['O=CCC(O)=CO']
OC=CC(O)=CO,102.031694052,3,3,1.0154999999999998,True,False,['OC=CC(O)=CO']
OCCC(O)=C=O,102.031694052,3,2,-0.3576999999999999,True,False,['O=C=C(O)CCO']
O=C=CC(O)CO,102.031694052,3,2,-1.2726000000000002,True,False,['O=C=CC(O)CO']
O=CCC(O)C=O,102.031694052,3,1,-0.8648,True,False,['O=CCC(O)C=O']
OC=CC(O)C=O,102.031694052,3,2,-0.3821000000000001,True,False,['O=CC(O)C=CO']
OC#CC(O)CO,102.031694052,3,3,-1.327,True,False,['OC#CC(O)CO']
OOOC(=C)C=C,102.031694052,3,1,1.1073,True,False,['C=CC(=C)OOO']
OOOC(C)=C=C,102.031694052,3,1,1.0962999999999998,True,False,['C=C=C(C)OOO']
OOOC(C)C#C,102.031694052,3,1,0.4292999999999999,True,False,"['[3*]OOO', '[4*]C(C)C#C']"
COOC(=O)C=C,102.031694052,3,0,0.2769999999999999,True,False,"['[1*]C(=O)C=C', '[3*]OOC']"
COOC(O)=C=C,102.031694052,3,1,0.7486999999999999,True,False,['C=C=C(O)OOC']
COOC(O)C#C,102.031694052,3,1,-0.484,True,False,"['[4*]C(O)C#C', '[3*]OOC']"
OOCC(=O)C=C,102.031694052,3,1,0.2311,True,False,"['[4*]CC(=O)C=C', '[3*]OO']"
OOC=C(O)C=C,102.031694052,3,2,1.0614,True,False,['C=CC(O)=COO']
OOCC(O)=C=C,102.031694052,3,2,0.7028,True,False,"['[4*]CC(O)=C=C', '[3*]OO']"
OOCC(O)C#C,102.031694052,3,2,-0.5299,True,False,"['[4*]CC(O)C#C', '[3*]OO']"
COOC(=C)C=O,102.031694052,3,0,0.2769999999999999,True,False,['C=C(C=O)OOC']
COOC(C)=C=O,102.031694052,3,0,0.2997999999999999,True,False,['COOC(C)=C=O']
OOCC(=C)C=O,102.031694052,3,1,0.2311,True,False,"['[3*]OO', '[4*]CC(=C)C=O']"
OOC=C(C)C=O,102.031694052,3,1,0.5787,True,False,['CC(C=O)=COO']
OOCC(C)=C=O,102.031694052,3,1,0.2538999999999999,True,False,"['[4*]CC(C)=C=O', '[3*]OO']"
COCC(=O)C=O,102.031694052,3,0,-0.5992,True,False,"['[4*]CC(=O)C=O', '[3*]OC']"
COC=C(O)C=O,102.031694052,3,1,0.2311,True,False,['COC=C(O)C=O']
COCC(O)=C=O,102.031694052,3,1,-0.0936999999999999,True,False,"['[4*]CC(O)=C=O', '[3*]OC']"
OC(=O)C(=C)OC,102.031694052,2,1,0.2311,True,False,['C=C(OC)C(=O)O']
CC(=O)C(=O)OC,102.031694052,3,0,-0.2516,True,False,"['[1*]C(=O)C(C)=O', '[3*]OC']"
C=C(O)C(=O)OC,102.031694052,3,1,0.2310999999999999,True,False,"['[1*]C(=O)C(=C)O', '[3*]OC']"
OC(O)=C(O)C=C,102.031694052,3,3,1.0155,True,False,['C=CC(O)=C(O)O']
OC(=O)C(=O)CC,102.031694052,2,1,0.0500999999999998,True,False,['CCC(=O)C(=O)O']
OC(O)C(=O)C=C,102.031694052,3,2,-0.9478000000000002,True,False,['C=CC(=O)C(O)O']
OC(=O)C(O)=CC,102.031694052,2,2,0.5328,True,False,"['[7*]C(O)C(=O)O', '[7*]CC']"
OC(O)C(O)=C=C,102.031694052,3,3,-0.4760999999999999,True,False,['C=C=C(O)C(O)O']
OC(=O)C(O)C=C,102.031694052,2,2,-0.3820999999999999,True,False,['C=CC(O)C(=O)O']
OC(O)C(O)C#C,102.031694052,3,3,-1.7088000000000003,True,False,['C#CC(O)C(O)O']
CC(=O)C(=C)OO,102.031694052,3,1,0.5787,True,False,['C=C(OO)C(C)=O']
C=C(O)C(=C)OO,102.031694052,3,2,1.0614,True,False,['C=C(O)C(=C)OO']
OC(O)=C(C)C=O,102.031694052,3,2,0.5328,True,False,['CC(C=O)=C(O)O']
OC(=O)C(=C)CO,102.031694052,2,2,-0.3805,True,False,['C=C(CO)C(=O)O']
OC(O)C(=C)C=O,102.031694052,3,2,-0.9478000000000002,True,False,['C=C(C=O)C(O)O']
OC(=O)C(C)=CO,102.031694052,2,2,0.5328,True,False,['CC(=CO)C(=O)O']
OC(O)C(C)=C=O,102.031694052,3,2,-0.925,True,False,['CC(=C=O)C(O)O']
OC(=O)C(C)C=O,102.031694052,2,1,-0.0939999999999998,True,False,['CC(C=O)C(=O)O']
CC(=C)C(=O)OO,102.031694052,3,1,0.5787,True,False,"['[1*]C(=O)C(=C)C', '[3*]OO']"
CC(O)=C(O)C=O,102.031694052,3,2,0.5328,True,False,"['[7*]C(O)C=O', '[7*]C(C)O']"
CC(=O)C(=O)CO,102.031694052,3,1,-0.8632000000000002,True,False,['CC(=O)C(=O)CO']
C=C(O)C(=O)CO,102.031694052,3,2,-0.3805,True,False,['C=C(O)C(=O)CO']
CC(O)C(=O)C=O,102.031694052,3,1,-0.8648000000000002,True,False,['CC(O)C(=O)C=O']
CC(=O)C(O)=CO,102.031694052,3,2,0.5327999999999999,True,False,['CC(=O)C(O)=CO']
C=C(O)C(O)=CO,102.031694052,3,3,1.0154999999999998,True,False,['C=C(O)C(O)=CO']
CC(O)C(O)=C=O,102.031694052,3,2,-0.3593,True,False,['CC(O)C(O)=C=O']
CC(=O)C(O)C=O,102.031694052,3,1,-0.8648,True,False,['CC(=O)C(O)C=O']
C=C(O)C(O)C=O,102.031694052,3,2,-0.3821000000000001,True,False,['C=C(O)C(O)C=O']
OC1(OC)OC=C1,102.031694052,3,1,-0.1772,True,False,"['[13*]C1(O)C=CO1', '[3*]OC']"
OC1(C=C)OCO1,102.031694052,3,1,-0.1772,True,False,['C=CC1(O)OCO1']
CC1(OO)OC=C1,102.031694052,3,1,0.7360999999999999,True,False,"['[4*]C1(C)C=CO1', '[13*]C1(C)C=CO1', '[3*]OO']"
CC1(C=O)OCO1,102.031694052,3,0,-0.0942,True,False,['CC1(C=O)OCO1']
OC1(OO)C=CC1,102.031694052,3,2,0.1245,True,False,"['[15*]C1(O)C=CC1', '[3*]OO']"
OC1(CO)OC=C1,102.031694052,3,2,-0.7888,True,False,"['[13*]C1(O)C=CO1', '[8*]CO']"
OC1(C=O)OCC1,102.031694052,3,1,-0.7058000000000002,True,False,['O=CC1(O)CCO1']
CC1(C=C)OOO1,102.031694052,3,0,0.7819999999999999,True,False,['C=CC1(C)OOO1']
OC1(C=C)OOC1,102.031694052,3,1,-0.1772,True,False,['C=CC1(O)COO1']
CC1(C=O)OOC1,102.031694052,3,0,-0.0942,True,False,['CC1(C=O)COO1']
OC1(C=O)COC1,102.031694052,3,1,-1.0534,True,False,['O=CC1(O)COC1']
O=COC1(O)CC1,102.031694052,3,1,-0.3582000000000001,True,False,"['[15*]C1(O)CC1', '[3*]OC=O']"
OCOC1(O)C=C1,102.031694052,3,2,-0.7888000000000002,True,False,"['[15*]C1(O)C=C1', '[3*]OCO']"
C=COC1(C)OO1,102.031694052,3,0,0.7819999999999999,True,False,"['[3*]OC=C', '[13*]C1(C)OO1', '[4*]C1(C)OO1']"
O=CCC1(C)OO1,102.031694052,3,0,0.2533999999999999,True,False,"['[13*]C1(C)OO1', '[8*]CC=O']"
OC=CC1(C)OO1,102.031694052,3,1,0.7361,True,False,['CC1(C=CO)OO1']
O=COC1(C)OC1,102.031694052,3,0,-0.0942,True,False,"['[4*]C1(C)CO1', '[13*]C1(C)CO1', '[3*]OC=O']"
C=CCC1(O)OO1,102.031694052,3,1,0.1703999999999999,True,False,"['[8*]CC=C', '[13*]C1(O)OO1']"
CC=CC1(O)OO1,102.031694052,3,1,0.1704,True,False,"['[7*]CC', '[7*]C[8*]', '[13*]C1(O)OO1']"
C=COC1(O)OC1,102.031694052,3,1,-0.1772,True,False,"['[3*]OC=C', '[13*]C1(O)CO1']"
O=CCC1(O)OC1,102.031694052,3,1,-0.7058,True,False,"['[8*]CC=O', '[13*]C1(O)CO1']"
OC=CC1(O)OC1,102.031694052,3,2,-0.2231,True,False,['OC=CC1(O)CO1']
OOOC1(C)C=C1,102.031694052,3,1,0.7361,True,False,"['[3*]OOO', '[15*]C1(C)C=C1', '[4*]C1(C)C=C1']"
COOC1(O)C=C1,102.031694052,3,1,-0.1771999999999999,True,False,"['[15*]C1(O)C=C1', '[3*]OOC']"
OOCC1(O)C=C1,102.031694052,3,2,-0.2231,True,False,"['[15*]C1(O)C=C1', '[4*]C[8*]', '[3*]OO']"
O=C1C(OC)(C)O1,102.031694052,3,0,-0.0942,True,False,"['[13*]C1(C)OC1=O', '[4*]C1(C)OC1=O', '[3*]OC']"
C=C1C(OC)(O)O1,102.031694052,3,1,-0.1771999999999999,True,False,"['[13*]C1(O)OC1=C', '[3*]OC']"
O=C1C(OC)(O)C1,102.031694052,3,1,-0.7058000000000002,True,False,"['[15*]C1(O)CC1=O', '[3*]OC']"
OC=1C(OC)(O)C1,102.031694052,3,2,-0.2231,True,False,"['[3*]OC', '[15*]C1(O)C=C1O']"
O=C1C(CC)(O)O1,102.031694052,3,1,-0.3582,True,False,"['[8*]CC', '[13*]C1(O)OC1=O']"
OC1C(C=C)(O)O1,102.031694052,3,2,-0.7904,True,False,['C=CC1(O)OC1O']
C=C1C(OO)(C)O1,102.031694052,3,1,0.7361,True,False,"['[13*]C1(C)OC1=C', '[3*]OO', '[4*]C1(C)OC1=C']"
O=C1C(OO)(C)C1,102.031694052,3,1,0.2074999999999999,True,False,"['[15*]C1(C)CC1=O', '[3*]OO', '[4*]C1(C)CC1=O']"
OC=1C(OO)(C)C1,102.031694052,3,2,0.6901999999999999,True,False,"['[15*]C1(C)C=C1O', '[4*]C1(C)C=C1O', '[3*]OO']"
O=C1C(CO)(C)O1,102.031694052,3,1,-0.7058,True,False,"['[8*]CO', '[13*]C1(C)OC1=O']"
OC1C(C=O)(C)O1,102.031694052,3,1,-0.7074,True,False,['CC1(C=O)OC1O']
C=C1C(OO)(O)C1,102.031694052,3,2,0.1244999999999999,True,False,"['[15*]C1(O)CC1=C', '[3*]OO']"
CC=1C(OO)(O)C1,102.031694052,3,2,0.1245,True,False,"['[15*]C1(O)C=C1C', '[3*]OO']"
C=C1C(CO)(O)O1,102.031694052,3,2,-0.7888000000000002,True,False,"['[8*]CO', '[13*]C1(O)OC1=C']"
CC1C(C=O)(O)O1,102.031694052,3,1,-0.7074,True,False,['CC1OC1(O)C=O']
O=C1C(CO)(O)C1,102.031694052,3,2,-1.3174,True,False,"['[8*]CO', '[15*]C1(O)CC1=O']"
OC=1C(CO)(O)C1,102.031694052,3,3,-0.8347,True,False,"['[8*]CO', '[15*]C1(O)C=C1O']"
OC1C(C=O)(O)C1,102.031694052,3,2,-1.3190000000000004,True,False,['O=CC1(O)CC1O']
OC(=O)C1(O)CC1,102.031694052,2,2,-0.4041000000000001,True,False,"['[6*]C(=O)O', '[15*]C1(O)CC1']"
OC(O)C1(O)C=C1,102.031694052,3,3,-1.4020000000000004,True,False,"['[15*]C1(O)C=C1', '[8*]C(O)O']"
CC(=O)C1(C)OO1,102.031694052,3,0,0.2533999999999999,True,False,"['[13*]C1(C)OO1', '[6*]C(C)=O']"
C=C(O)C1(C)OO1,102.031694052,3,1,0.7361,True,False,['C=C(O)C1(C)OO1']
OC(=O)C1(C)OC1,102.031694052,2,1,-0.1400999999999999,True,False,"['[6*]C(=O)O', '[13*]C1(C)CO1']"
CC(=C)C1(O)OO1,102.031694052,3,1,0.1704,True,False,['C=C(C)C1(O)OO1']
CC(=O)C1(O)OC1,102.031694052,3,1,-0.7058,True,False,"['[13*]C1(O)CO1', '[6*]C(C)=O']"
C=C(O)C1(O)OC1,102.031694052,3,2,-0.2231,True,False,['C=C(O)C1(O)CO1']
OC(C1C=C1)(O)O,102.031694052,3,3,-1.1969,True,False,"['[15*]C1C=C1', '[8*]C(O)(O)O']"
OC(C1=CC1)(O)O,102.031694052,3,3,-1.0528000000000002,True,False,['OC(O)(O)C1=CC1']
CC(C=1OC1)(O)O,102.031694052,3,2,-0.4412,True,False,['CC(O)(O)C1=CO1']
OC1OC(O)=CC1,102.031694052,3,2,0.1245,True,False,['OC1=CCC(O)O1']
OC1OC(=O)CC1,102.031694052,3,1,-0.3582000000000001,True,False,['O=C1CCC(O)O1']
OC1OC(O)C=C1,102.031694052,3,2,-0.7904,True,False,['OC1C=CC(O)O1']
