SMILES,MW,HBA,HBD,LogP,Valid,Error,Fragments
ON(N1C2(O)OC(=N)NN1O2)OC(O)=N,222.034881912,10,6,-2.44566,True,False,['N=C(O)ON(O)N1N2NC(=N)OC1(O)O2']
NN(N1C2(O)OC(N)=NN1O2)OC(=O)O,222.034881912,11,4,-2.9856,True,False,"['[3*]ON(N)N1N2N=C(N)OC1(O)O2', '[1*]C(=O)O']"
NN(N1C2(O)OC(O)=NN1N2)OC(=O)O,222.034881912,10,5,-2.8132999999999995,True,False,"['[1*]C(=O)O', '[3*]ON(N)N1N2N=C(O)OC1(O)N2']"
O=C(N1C2(N)N=C(N)ON1O2)ON(O)O,222.034881912,11,4,-2.5874999999999995,True,False,"['[1*]C(=O)N1N2OC(N)=NC1(N)O2', '[3*]ON(O)O']"
ON(N1C2(O)OC(=O)N=C1N2)NN(O)O,222.034881912,11,6,-2.8924,False,False,['O=C1N=C2NC(O)(O1)N2N(O)NN(O)O']
O=C(N1C2(O)ON(O)N=C1O2)NN(O)N,222.034881912,10,5,-2.9809,True,False,"['[1*]C(=O)NN(N)O', '[5*]N1C2=NN(O)OC1(O)O2']"
O=C(N1C2(O)ON(N)NC1=N2)ON(O)O,222.034881912,11,5,-2.980899999999999,True,False,"['[5*]N1C2=NC1(O)ON(N)N2', '[1*]C([1*])=O', '[3*]ON(O)O']"
ON(ON1OC2(O)NC(=O)N12)NC(O)=N,222.034881912,8,6,-2.6874299999999995,True,False,['N=C(O)NN(O)ON1OC2(O)NC(=O)N12']
ON(NN1OC2(O)N=C(O)N12)NC(=O)O,222.034881912,9,6,-2.7248,True,False,['O=C(O)NN(O)NN1OC2(O)N=C(O)N12']
NN(N=C1NC2(O)ON(O)N12)OC(=O)O,222.034881912,9,5,-2.8971,True,False,"['[3*]ON(N)N=C1NC2(O)ON(O)N12', '[1*]C(=O)O']"
N=C(N=C1OC2(O)ON(O)N12)ON(O)N,222.034881912,10,5,-2.73913,True,False,['N=C(N=C1OC2(O)ON(O)N12)ON(N)O']
N=C1ON(O)OC2(O)N(C(=O)N12)N(O)N,222.034881912,10,5,-2.6897300000000004,True,False,['N=C1ON(O)OC2(O)N1C(=O)N2N(N)O']
N=C1N2C(N(N(O)O1)N(O)O)(N)OC2=O,222.034881912,11,5,-2.2078300000000004,True,False,['N=C1ON(O)N(N(O)O)C2(N)OC(=O)N12']
ON1N(C(=O)O)C2(N)ON(N)OC(O1)=N2,222.034881912,10,4,-2.5037000000000003,True,False,['NN1OC2=NC(N)(O1)N(C(=O)O)N(O)O2']
NN1N(C(O)=N)C2(O)ON(O)OC(=N1)O2,222.034881912,10,5,-2.6553299999999997,True,False,['N=C(O)N1N(N)N=C2ON(O)OC1(O)O2']
OC=1N(N(O)N)C2(O)N=C(O)ON(N1)O2,222.034881912,10,5,-2.6926999999999994,True,False,['NN(O)N1C(O)=NN2OC(O)=NC1(O)O2']
NC=1N(N(O)N)C2(O)OC(=O)ON(N1)O2,222.034881912,12,4,-3.0694,True,False,['NC1=NN2OC(=O)OC(O)(O2)N1N(N)O']
O=C1N(N(O)O)C2(O)NC(=O)NN(N1)O2,222.034881912,8,6,-3.013000000000001,True,False,['O=C1NN2NC(=O)N(N(O)O)C(O)(N1)O2']
N=C1N(N(O)O)C2(O)ON(O)NC(=N1)O2,222.034881912,10,6,-2.65063,True,False,['N=C1N=C2NN(O)OC(O)(O2)N1N(O)O']
ON1OC(O)=NC2(O)ON(N12)NC(=O)N,222.034881912,9,5,-2.8971000000000005,True,False,['NC(=O)NN1OC2(O)N=C(O)ON(O)N12']
ON1N=C(O)OC2(O)NN(N12)N=C(O)O,222.034881912,9,6,-2.520399999999999,True,False,['OC(O)=NN1NC2(O)OC(O)=NN(O)N12']
ON1ON(O)NC2(N)OC(N12)=NC(=O)O,222.034881912,9,5,-2.4152,True,False,['NC12NN(O)ON(O)N1C(=NC(=O)O)O2']
OC1=NC(=N)OC2(N)ON(N12)ON(O)O,222.034881912,10,5,-2.17343,True,False,['N=C1N=C(O)N2N(ON(O)O)OC2(N)O1']
N=C1ON(O)OC2(N)OC(N12)=NN(O)O,222.034881912,11,5,-2.25723,True,False,['N=C1ON(O)OC2(N)OC(=NN(O)O)N12']
O=C1ON(N)NC2(O)N=C(N12)ON(O)O,222.034881912,11,5,-2.9809,True,False,['NN1NC2(O)N=C(ON(O)O)N2C(=O)O1']
NN1N2C(ON(O1)OC(=O)O)(N)N=C2O,222.034881912,10,4,-2.4198999999999997,True,False,"['[1*]C(=O)O', '[3*]ON1ON(N)N2C(O)=NC2(N)O1']"
ON1N2C(ON(N1)NC(=O)N)(O)OC2=O,222.034881912,9,5,-3.1015,True,False,['NC(=O)NN1NN(O)N2C(=O)OC2(O)O1']
NN1N2C(NN(O1)N=C(O)O)(O)OC2=O,222.034881912,9,5,-2.8133000000000004,True,False,['NN1ON(N=C(O)O)NC2(O)OC(=O)N12']
O=C1N2C(ON(N1)N=C(O)N)(O)ON2O,222.034881912,8,5,-2.8971000000000005,True,False,['NC(O)=NN1NC(=O)N2N(O)OC2(O)O1']
ON1N2C(N=C(O1)ON(O)N)(O)N=C2O,222.034881912,11,5,-2.776499999999999,True,False,['NN(O)OC1=NC2(O)N=C(O)N2N(O)O1']
ON1N2C(OC(O1)=NN(O)N)(O)N=C2O,222.034881912,11,5,-2.776499999999999,True,False,['NN(O)N=C1ON(O)N2C(O)=NC2(O)O1']
N=C1N2C(ON(O1)ON(O)O)(N)NC2=O,222.034881912,10,5,-2.3778300000000003,True,False,['N=C1ON(ON(O)O)OC2(N)NC(=O)N12']
O=C1N2C(ON(N1)ON(O)O)(N)NC2=O,222.034881912,9,5,-2.6196,True,False,['NC12NC(=O)N1C(=O)NN(ON(O)O)O2']
O=C1N2C(ON(N1)ON(O)N)(O)OC2=N,222.034881912,10,5,-2.8597300000000003,True,False,['N=C1OC2(O)ON(ON(N)O)NC(=O)N12']
OC=1N2C(NN(N1)ON(O)O)(O)NC2=O,222.034881912,9,6,-2.8086,True,False,['O=C1NC2(O)NN(ON(O)O)N=C(O)N12']
O=C1N2C(NC(N1)=NN(O)O)(O)ON2O,222.034881912,9,6,-2.8924,True,False,['O=C1NC(=NN(O)O)NC2(O)ON(O)N12']
N=C1OC2(N)NN(ON(O1)O2)NC(=O)O,222.034881912,10,5,-2.46403,True,False,['N=C1ON2ON(NC(=O)O)NC(N)(O1)O2']
OC=1OC2(N)NN(NN(N1)O2)OC(=O)O,222.034881912,10,5,-2.5013999999999994,True,False,"['[3*]ON1NN2N=C(O)OC(N)(N1)O2', '[1*]C(=O)O']"
O=C1OC2(N)ON(NN(N1)O2)NC(=O)O,222.034881912,9,5,-2.7058,True,False,['NC12OC(=O)NN(NN(NC(=O)O)O1)O2']
N=C1OC2(O)NN(ON(O1)N2)OC(O)=N,222.034881912,11,6,-2.61566,False,False,['N=C(O)ON1NC2(O)NN(OC(=N)O2)O1']
NC1=NC2(O)NN(ON(O1)O2)NC(=O)O,222.034881912,10,5,-3.0671000000000004,True,False,['NC1=NC2(O)NN(NC(=O)O)ON(O1)O2']
ON1OC2(N)OC(=NN(N1)O2)OC(O)=N,222.034881912,11,5,-2.34343,True,False,['N=C(O)OC1=NN2NN(O)OC(N)(O1)O2']
ON1NC2(O)OC(=NN(N1)O2)N=C(O)O,222.034881912,10,6,-2.7742,True,False,['OC(O)=NC1=NN2NN(O)NC(O)(O1)O2']
N=C1OC2(N)OC(ON(O1)O2)=NN(O)N,222.034881912,12,4,-2.51573,True,False,['N=C1ON2OC(=NN(N)O)OC(N)(O1)O2']
O=C1OC2(N)N=C(ON(N1)O2)ON(O)N,222.034881912,11,4,-2.7575000000000003,True,False,['NN(O)OC1=NC2(N)OC(=O)NN(O1)O2']
OC1=NC2(O)OC(ON(N1)O2)=NN(O)N,222.034881912,11,5,-2.9465,True,False,['NN(O)N=C1ON2NC(O)=NC(O)(O1)O2']
O=C1OC2(O)OC(NN(O1)N2)=NN(O)N,222.034881912,11,5,-3.150899999999999,True,False,['NN(O)N=C1NN2NC(O)(OC(=O)O2)O1']
OC1=NC2(O)ON(OC(O1)=N2)ON(N)N,222.034881912,11,4,-3.035,True,False,['NN(N)ON1OC2=NC(O)(N=C(O)O2)O1']
N=C1OC2(O)ON(OC(=N1)O2)NN(O)N,222.034881912,11,5,-2.9091300000000007,True,False,['N=C1N=C2ON(NN(N)O)OC(O)(O1)O2']
N=C1OC2(O)NN(OC(O1)=N2)NN(O)O,222.034881912,12,6,-2.82063,False,False,['N=C1OC2=NC(O)(NN(NN(O)O)O2)O1']
OC1=NC2(O)NN(OC(=N1)N2)ON(O)O,222.034881912,11,6,-2.858,False,False,['OC1=NC2(O)NC(=N1)ON(ON(O)O)N2']
ON1OC2(O)OC(N=C(O1)N2)=NN(O)N,222.034881912,11,5,-3.0303,True,False,['NN(O)N=C1N=C2NC(O)(O1)ON(O)O2']
NN1OC(=O)NC2(O)NN(O1)N2C(=O)O,222.034881912,9,5,-3.0177,True,False,['NN1OC(=O)NC2(O)NN(O1)N2C(=O)O']
ON1NN(O)OC2(N)N=C(O1)N2C(=O)O,222.034881912,10,5,-2.4152,True,False,"['[1*]C(=O)O', '[5*]N1C2=NC1(N)ON(O)NN(O)O2']"
ON1ON(O)OC2(O)NC(=N1)N2C(=O)N,222.034881912,10,5,-2.9809,True,False,"['[5*]N1C2=NN(O)ON(O)OC1(O)N2', '[1*]C(N)=O']"
N=C1N=C(O)OC2(N)ON(O1)N2N(O)O,222.034881912,10,5,-2.17343,True,False,['N=C1N=C(O)OC2(N)ON(O1)N2N(O)O']
O=C1NC(=N)OC2(O)ON(N1)N2N(O)O,222.034881912,10,6,-2.77123,True,False,['N=C1NC(=O)NN2OC(O)(O1)N2N(O)O']
O=C1ON(O)NC2(O)N=C(N1)N2N(O)O,222.034881912,11,6,-2.8924,False,False,['O=C1NC2=NC(O)(NN(O)O1)N2N(O)O']
NN1ON2OC(N1C(=O)OC(=O)O)(N)N2,222.034881912,10,4,-2.6243000000000007,True,False,"['[1*]C(=O)O', '[3*]O[3*]', '[1*]C(=O)N1N(N)ON2NC1(N)O2']"
NN1ON2OC(N1C(=N)OC(O)=N)(O)O2,222.034881912,10,5,-2.53416,True,False,['N=C(O)OC(=N)N1N(N)ON2OC1(O)O2']
NN1ON2OC(N1C(=O)NC(O)=N)(O)O2,222.034881912,9,5,-2.77593,True,False,"['[1*]C(=O)N1N(N)ON2OC1(O)O2', '[5*]NC(=N)O']"
ON(ON(N)OC(O)=N)N1C2(O)OC1=N2,222.034881912,11,5,-2.65533,True,False,['N=C(O)ON(N)ON(O)N1C2=NC1(O)O2']
O=C(NN(O)NC(O)=N)N1C2(O)ON1O2,222.034881912,8,6,-2.68743,True,False,['N=C(O)NN(O)NC(=O)N1N2OC1(O)O2']
NC(ON1OC2(N)ON(O1)O2)=NC(=O)N,222.034881912,9,3,-2.846,True,False,['NC(=O)N=C(N)ON1ON2OC(N)(O1)O2']
N=C(NN1OC2(N)ON(O1)N2)OC(=O)O,222.034881912,10,5,-2.46403,True,False,"['[1*]C(=O)O', '[3*]OC(=N)NN1ON2NC(N)(O1)O2']"
NC(=NN1OC2(O)ON(N1)O2)OC(O)=N,222.034881912,10,5,-2.82533,True,False,['N=C(O)OC(N)=NN1NN2OC(O)(O1)O2']
ON(NC1=NC2(N)ON(O1)N2)OC(=O)O,222.034881912,11,5,-2.5852000000000004,True,False,"['[1*]C(=O)O', '[3*]ON(O)NC1=NC2(N)NN(O1)O2']"
ON(N=C1NC2(N)ON(N1)O2)OC(=O)O,222.034881912,9,5,-2.5852000000000004,True,False,"['[1*]C(=O)O', '[3*]ON(O)N=C1NN2OC(N)(N1)O2']"
NN(OC=1OC2(O)ON(N1)N2)NC(=O)O,222.034881912,10,5,-3.0670999999999995,True,False,['NN(NC(=O)O)OC1=NN2NC(O)(O1)O2']
ON(NC=1NC2(O)ON(N1)N2)OC(=O)O,222.034881912,11,6,-2.9786000000000006,False,False,"['[1*]C(=O)O', '[3*]ON(O)NC1=NN2NC(O)(N1)O2']"
NC(ON1OC2(O)N=C(O1)N2)=NN(O)O,222.034881912,11,5,-3.0303,True,False,['NC(=NN(O)O)ON1OC2=NC(O)(N2)O1']
ON(OC=1OC2(O)OC(N1)=N2)ON(N)N,222.034881912,12,4,-3.1188000000000007,True,False,['NN(N)ON(O)OC1=NC2=NC(O)(O2)O1']
N=C(N=C1OC2(N)ON(O1)N2)ON(O)O,222.034881912,11,5,-2.42723,True,False,['N=C(N=C1ON2NC(N)(O1)O2)ON(O)O']
N=C(NC1=NC2(N)ON(O1)O2)ON(O)O,222.034881912,11,5,-2.4272300000000007,True,False,['N=C(NC1=NC2(N)ON(O1)O2)ON(O)O']
N=C(N=C1OC2(N)ON(N1)O2)ON(O)O,222.034881912,10,5,-2.42723,True,False,['N=C(N=C1NN2OC(N)(O1)O2)ON(O)O']
ON1N=C2OC(N(N(O)O1)C(=O)N)(N)O2,222.034881912,10,4,-2.5875,True,False,['NC(=O)N1N(O)ON(O)N=C2OC1(N)O2']
ON1N=C2OC(N(N(O)N1)C(=O)O)(O)N2,222.034881912,10,6,-2.8086,True,False,['O=C(O)N1N(O)NN(O)N=C2NC1(O)O2']
ON1ON2OC(N(C(=O)N1)C(=N)N)(O)O2,222.034881912,9,5,-2.85973,True,False,['N=C(N)N1C(=O)NN(O)ON2OC1(O)O2']
OC=1NN2OC(N(C(=O)N1)N(O)O)(O)N2,222.034881912,9,6,-2.8086,True,False,['O=C1N=C(O)NN2NC(O)(O2)N1N(O)O']
ON1OC2=NC(ON(O1)OC(=O)N)(N)N2,222.034881912,11,4,-2.7575000000000003,True,False,"['[1*]C(N)=O', '[3*]ON1ON(O)OC2=NC(N)(N2)O1']"
ON1N=C2OC(NN(O1)OC(=O)O)(N)N2,222.034881912,11,5,-2.5852000000000004,True,False,"['[1*]C(=O)O', '[3*]ON1NC2(N)NC(=NN(O)O1)O2']"
NN1OC2=NC(ON(O1)N=C(O)O)(O)N2,222.034881912,10,5,-2.8627,True,False,['NN1OC2=NC(O)(N2)ON(N=C(O)O)O1']
ON1NN2OC(N=C(O1)N=C(O)O)(N)O2,222.034881912,10,5,-2.3808,True,False,['NC12N=C(N=C(O)O)ON(O)NN(O1)O2']
ON1NN2OC(N=C(O1)OC(=O)N)(O)N2,222.034881912,11,5,-3.1509,True,False,"['[3*]OC1=NC2(O)NN(NN(O)O1)O2', '[1*]C(N)=O']"
NN1NN2OC(N=C(O1)N=C(O)O)(O)O2,222.034881912,10,5,-2.8627,True,False,['NN1NN2OC(O)(N=C(N=C(O)O)O1)O2']
O=C1ON2OC(ON(O1)NC(=N)N)(N)O2,222.034881912,10,4,-2.6363300000000005,True,False,['N=C(N)NN1OC(=O)ON2OC(N)(O1)O2']
OC1=NN2OC(ON(O1)OC(=O)N)(N)N2,222.034881912,10,4,-2.6737,True,False,"['[3*]ON1OC(O)=NN2NC(N)(O2)O1', '[1*]C(N)=O']"
O=C1ON2OC(ON(N1)OC(O)=N)(N)N2,222.034881912,10,5,-2.46403,True,False,['N=C(O)ON1NC(=O)ON2NC(N)(O1)O2']
O=C1ON2NC(ON(O1)NC(=O)N)(O)N2,222.034881912,10,5,-3.2715,True,False,['NC(=O)NN1OC(=O)ON2NC(O)(N2)O1']
OC1=NN2OC(NN(N1)OC(O)=N)(O)O2,222.034881912,10,6,-2.65303,True,False,['N=C(O)ON1NC(O)=NN2OC(O)(N1)O2']
ON1N=C2OC(N=C(O1)ON(N)N)(O)O2,222.034881912,12,4,-3.1188,True,False,['NN(N)OC1=NC2(O)OC(=NN(O)O1)O2']
O=C1N=C2OC(NN(O1)ON(N)N)(O)O2,222.034881912,11,4,-3.2393999999999994,True,False,['NN(N)ON1NC2(O)OC(=NC(=O)O1)O2']
O=C1NC2=NC(ON(O1)NN(O)O)(O)N2,222.034881912,11,6,-3.0624,False,False,['O=C1NC2=NC(O)(N2)ON(NN(O)O)O1']
OC=1NC=2OC(NN(N1)ON(O)O)(O)N2,222.034881912,11,6,-2.858,False,False,['OC1=NN(ON(O)O)NC2(O)N=C(N1)O2']
NC=1ON2OC(N=C(N1)ON(O)O)(O)N2,222.034881912,12,5,-3.0303,True,False,['NC1=NC(ON(O)O)=NC2(O)NN(O1)O2']
N=C1ON2OC(NC(=N1)ON(O)O)(O)N2,222.034881912,11,6,-2.82063,False,False,['N=C1N=C(ON(O)O)NC2(O)NN(O1)O2']
NN1OC(=O)OC2(N)OC(=O)ON(N)N12,222.034881912,12,3,-2.7966000000000006,True,False,['NN1OC(=O)OC2(N)OC(=O)ON(N)N12']
O=C1OC(N)=NC2(O)ON(N)ON(O)N12,222.034881912,11,4,-3.0693999999999995,True,False,['NC1=NC2(O)ON(N)ON(O)N2C(=O)O1']
O=C1N=C(O)NC2(O)NN(O)ON(O)N12,222.034881912,9,6,-2.8086,True,False,['O=C1N=C(O)NC2(O)NN(O)ON(O)N12']
O=C1ON(N)NC2(O)ON(N)OC(=O)N12,222.034881912,11,4,-3.19,True,False,['NN1NC2(O)ON(N)OC(=O)N2C(=O)O1']
O=C1ON(O)NC2(O)ON(O)NC(=N)N12,222.034881912,10,6,-2.77123,True,False,['N=C1NN(O)OC2(O)NN(O)OC(=O)N12']
ON1N2C(ON2O)(O)N=C(O)OC(=N)N1,222.034881912,10,6,-2.56683,True,False,['N=C1NN(O)N2N(O)OC2(O)N=C(O)O1']
ON1N2C(ON2O)(O)N=C(O)OC(N)=N1,222.034881912,11,5,-2.7765,True,False,['NC1=NN(O)N2N(O)OC2(O)N=C(O)O1']
NN1N2C(OC2=O)(O)ON(N)NC(=O)O1,222.034881912,10,4,-3.1900000000000004,True,False,['NN1NC(=O)ON(N)N2C(=O)OC2(O)O1']
ON1N2C(NC2=O)(O)ON(O)N=C(O)N1,222.034881912,9,6,-2.8086,True,False,['O=C1NC2(O)ON(O)N=C(O)NN(O)N12']
O=C1N2C(OC2=N)(N)ON(O)ON(O)N1,222.034881912,10,5,-2.3778300000000003,True,False,['N=C1OC2(N)ON(O)ON(O)NC(=O)N12']
N=C1N2C(ON2O)(O)ON(O)NC(=N)O1,222.034881912,10,6,-2.52946,True,False,['N=C1NN(O)OC2(O)ON(O)N2C(=N)O1']
ON1OC(=N)OC2(N)N=C(O)ON(N1)O2,222.034881912,11,5,-2.34343,True,False,['N=C1ON(O)NN2OC(O)=NC(N)(O1)O2']
ON1NC(=O)NC2(N)OC(=N)ON(O1)O2,222.034881912,10,5,-2.5478300000000003,True,False,['N=C1ON2ON(O)NC(=O)NC(N)(O1)O2']
ON1OC(=O)NC2(N)OC(=N)ON(O1)N2,222.034881912,11,5,-2.5478300000000007,True,False,['N=C1ON2NC(N)(NC(=O)ON(O)O2)O1']
NN1OC(=N)OC2(O)OC(=N)ON(O1)N2,222.034881912,12,5,-2.787960000000001,True,False,['N=C1ON(N)ON2NC(O)(O1)OC(=N)O2']
OC1=NC(=O)OC2(N)NN(N)ON(O1)O2,222.034881912,10,4,-2.6737,True,False,['NN1NC2(N)OC(=O)N=C(O)ON(O1)O2']
O=C1OC(=O)OC2(N)ON(N)NN(N1)O2,222.034881912,11,4,-2.8781,True,False,['NN1NN2NC(=O)OC(=O)OC(N)(O1)O2']
N=C1N=C(N)OC2(O)ON(N)ON(O1)O2,222.034881912,11,4,-2.9976300000000005,True,False,['N=C1N=C(N)OC2(O)ON(N)ON(O1)O2']
N=C1OC(=N)OC2(O)NN(O)NN(O1)O2,222.034881912,12,6,-2.69946,False,False,['N=C1OC(=N)OC2(O)NN(O)NN(O1)O2']
O=C1NC(=N)OC2(O)NN(O)ON(O1)N2,222.034881912,11,6,-2.94123,False,False,['N=C1NC(=O)ON2NC(O)(NN(O)O2)O1']
OC1=NC(O)=NC2(O)ON(N)NN(O1)O2,222.034881912,10,5,-2.8627,True,False,['NN1NN2OC(O)=NC(O)=NC(O)(O1)O2']
OC1=NC(O)=NC2(O)NN(O)ON(N1)O2,222.034881912,10,6,-2.7742000000000004,True,False,['OC1=NC2(O)NN(O)ON(NC(O)=N1)O2']
NN1OC(O)=NC2(N)ON(O)OC(=N1)O2,222.034881912,11,4,-2.5531,True,False,['NN1N=C2ON(O)OC(N)(N=C(O)O1)O2']
O=C1NN(O)OC2(N)N=C(O)ON(O1)N2,222.034881912,10,5,-2.5852,True,False,['NC12N=C(O)ON(N1)OC(=O)NN(O)O2']
OC1=NN(O)OC2(N)N=C(O)NN(O1)O2,222.034881912,10,5,-2.3808,True,False,['NC12N=C(O)NN(OC(O)=NN(O)O1)O2']
N=C1ON(N)OC2(O)OC(=O)NN(N1)O2,222.034881912,10,5,-3.0297300000000007,True,False,['N=C1NN2NC(=O)OC(O)(O2)ON(N)O1']
O=C1ON(O)NC2(O)OC(=N)ON(N1)N2,222.034881912,11,6,-2.9412300000000005,False,False,['N=C1ON2NC(=O)ON(O)NC(O)(N2)O1']
N=C1NN(O)NC2(O)OC(=O)ON(N1)O2,222.034881912,10,6,-2.94123,True,False,['N=C1NN(O)NC2(O)OC(=O)ON(N1)O2']
NC=1NN(O)OC2(O)OC(O)=NN(N1)O2,222.034881912,11,5,-2.9464999999999986,True,False,['NC1=NN2N=C(O)OC(O)(O2)ON(O)N1']
ON1ON(O)OC2(N)N=C(N)OC(O1)=N2,222.034881912,12,4,-2.6369,True,False,['NC1=NC2(N)N=C(O1)ON(O)ON(O)O2']
ON1ON(N)OC2(O)OC(N)=NC(O1)=N2,222.034881912,12,4,-3.118799999999999,True,False,['NC1=NC2=NC(O)(O1)ON(N)ON(O)O2']
ON1ON(N)OC2(O)N=C(O)NC(O1)=N2,222.034881912,11,5,-2.946499999999999,True,False,['NN1ON(O)OC2=NC(O)(N=C(O)N2)O1']
ON1ON(N)OC2(O)OC(O)=NC(=N1)N2,222.034881912,11,5,-2.946499999999999,True,False,['NN1ON(O)N=C2N=C(O)OC(O)(N2)O1']
NN1ON(O)OC2(O)NC(=N)OC(=N1)O2,222.034881912,11,5,-2.90913,True,False,['N=C1NC2(O)OC(=NN(N)ON(O)O2)O1']
NN1NN(O)OC2(O)OC(=N)OC(O1)=N2,222.034881912,12,5,-2.9091299999999998,True,False,['N=C1OC2=NC(O)(O1)ON(O)NN(N)O2']
NN1NN(O)OC2(O)OC(=O)N=C(N1)O2,222.034881912,11,5,-3.150899999999999,True,False,['NN1NC2=NC(=O)OC(O)(O2)ON(O)N1']
O=C1NN(O)NC2(N)ON(O)N=C(O1)O2,222.034881912,11,5,-2.669,True,False,['NC12NN(O)NC(=O)OC(=NN(O)O1)O2']
O=C1ON(O)OC2(N)ON(O)NC(N1)=N2,222.034881912,11,5,-2.669,True,False,['NC12N=C(NC(=O)ON(O)O1)NN(O)O2']
O=C1NN(N)NC2(O)ON(O)N=C(O1)O2,222.034881912,11,5,-3.1509,True,False,['NN1NC(=O)OC2=NN(O)OC(O)(N1)O2']
O=C1ON(N)OC2(O)NN(O)NC(=N1)O2,222.034881912,11,5,-3.1509,True,False,['NN1OC(=O)N=C2NN(O)NC(O)(O2)O1']
N=C1NN(O)OC2(O)NN(O)N=C(O1)O2,222.034881912,11,6,-2.82063,False,False,['N=C1NN(O)OC2(O)NN(O)N=C(O1)O2']
N=C1NN(O)OC2(O)NN(O)OC(=N1)O2,222.034881912,10,6,-2.8206300000000004,True,False,['N=C1N=C2ON(O)NC(O)(O2)ON(O)N1']
NC1=NN(O)OC2(O)ON(O)N=C(O1)N2,222.034881912,12,5,-3.0302999999999995,True,False,['NC1=NN(O)OC2(O)NC(=NN(O)O2)O1']
ON1N=C2OC(O2)(N)NC(=N)ON(O)O1,222.034881912,11,5,-2.42723,True,False,['N=C1NC2(N)OC(=NN(O)ON(O)O1)O2']
ON1OC2=NC(N2)(N)N=C(O)ON(O)O1,222.034881912,11,5,-2.4645999999999995,True,False,['NC12N=C(O)ON(O)ON(O)OC(=N1)N2']
ON1NC=2OC(N2)(O)N=C(N)ON(O)O1,222.034881912,12,5,-3.0303000000000004,True,False,['NC1=NC2(O)N=C(NN(O)ON(O)O1)O2']
ON1N=C2OC(O2)(O)N=C(O)NN(N)O1,222.034881912,11,5,-2.9465000000000003,True,False,['NN1NC(O)=NC2(O)OC(=NN(O)O1)O2']
ON1ON2OC(O2)(N)N=C(N)OC(O)=N1,222.034881912,11,4,-2.5531,True,False,['NC1=NC2(N)ON(ON(O)N=C(O)O1)O2']
ON1NN2OC(O2)(O)OC(=N)NC(=N)O1,222.034881912,11,6,-2.69946,False,False,['N=C1NC(=N)OC2(O)ON(NN(O)O1)O2']
ON1ON2OC(N2)(O)NC(=O)OC(=N)N1,222.034881912,10,6,-2.9412300000000005,True,False,['N=C1NN(O)ON2NC(O)(NC(=O)O1)O2']
ON1NN2OC(N2)(O)N=C(O)OC(O)=N1,222.034881912,10,6,-2.7742,True,False,['OC1=NN(O)NN2NC(O)(N=C(O)O1)O2']
NN1ON2NC(N2)(O)OC(O)=NC(=O)O1,222.034881912,10,5,-3.0671,True,False,['NN1OC(=O)N=C(O)OC2(O)NN(N2)O1']
O=C1ON2OC(N2)(N)N=C(O)ON(O)N1,222.034881912,10,5,-2.5851999999999995,True,False,['NC12N=C(O)ON(O)NC(=O)ON(N1)O2']
O=C1ON2NC(N2)(N)OC(=O)ON(O)N1,222.034881912,11,5,-2.789600000000001,True,False,['NC12NN(N1)OC(=O)NN(O)OC(=O)O2']
N=C1NN2OC(O2)(N)OC(=O)ON(N)O1,222.034881912,11,4,-2.6363300000000005,True,False,['N=C1NN2OC(N)(OC(=O)ON(N)O1)O2']
N=C1ON2NC(N2)(O)OC(=N)ON(O)O1,222.034881912,12,6,-2.69946,False,False,['N=C1ON2NC(O)(N2)OC(=N)ON(O)O1']
O=C1NN2OC(O2)(O)OC(N)=NN(O)N1,222.034881912,10,5,-3.150899999999999,True,False,['NC1=NN(O)NC(=O)NN2OC(O)(O1)O2']
NC1=NN2OC(O2)(O)N=C(O)ON(N)O1,222.034881912,11,4,-3.035,True,False,['NC1=NN2OC(O)(N=C(O)ON(N)O1)O2']
OC=1NN2OC(O2)(O)NC(O)=NN(O)N1,222.034881912,10,6,-2.774199999999999,True,False,['OC1=NN(O)N=C(O)NC2(O)ON(N1)O2']
OC=1ON2NC(N2)(O)OC(=O)NN(O)N1,222.034881912,10,6,-2.9786,True,False,['O=C1NN(O)N=C(O)ON2NC(O)(N2)O1']
ON1N=C2OC(O2)(N)ON(N)NC(=O)O1,222.034881912,11,4,-2.7575000000000003,True,False,['NN1NC(=O)ON(O)N=C2OC(N)(O2)O1']
NN1OC=2OC(N2)(N)NN(O)OC(=O)O1,222.034881912,12,4,-2.7574999999999994,True,False,['NN1OC(=O)ON(O)NC2(N)N=C(O1)O2']
NN1OC=2OC(N2)(O)NN(O)OC(=N)O1,222.034881912,12,5,-2.90913,True,False,['N=C1ON(O)NC2(O)N=C(ON(N)O1)O2']
OC=1ON2OC(O2)(N)NN(O)NC(=O)N1,222.034881912,9,5,-2.5851999999999995,True,False,['NC12NN(O)NC(=O)N=C(O)ON(O1)O2']
O=C1ON2OC(N2)(N)ON(O)OC(N)=N1,222.034881912,11,4,-2.7575000000000003,True,False,['NC1=NC(=O)ON2NC(N)(ON(O)O1)O2']
N=C1NN2OC(O2)(O)NN(N)OC(=O)O1,222.034881912,11,5,-3.0297300000000007,True,False,['N=C1NN2OC(O)(NN(N)OC(=O)O1)O2']
OC=1NN2OC(O2)(O)NN(N)OC(=O)N1,222.034881912,10,5,-3.0670999999999995,True,False,['NN1NC2(O)ON(NC(O)=NC(=O)O1)O2']
OC1=NN2NC(N2)(O)ON(O)OC(O)=N1,222.034881912,10,6,-2.7742,True,False,['OC1=NN2NC(O)(N2)ON(O)OC(O)=N1']
