SMILES,MW,HBA,HBD,LogP,Valid,Error,Fragments
N=C=NN(O)ON(O)OC12OC(N2)(O)N1,222.034881912,12,6,-2.7474300000000005,False,False,"['[13*]C12NC(O)(N1)O2', '[3*]ON(O)ON(O)N=C=N']"
N#CNN(O)ON(N)OC12OC(N2)(O)O1,222.034881912,12,5,-3.51792,True,False,"['[3*]ON(N)ON(O)NC#N', '[13*]C12NC(O)(O1)O2']"
N=NN=C(ON(O)O)OC12OC(N2)(N)O1,222.034881912,11,5,-1.8517300000000003,True,False,"['[13*]C12NC(N)(O1)O2', '[3*]OC(=NN=N)ON(O)O']"
ON=NC(=NN(O)N)OC12OC(O2)(N)O1,222.034881912,10,4,-2.0614000000000003,True,False,"['[3*]OC(N=NO)=NN(N)O', '[13*]C12OC(N)(O1)O2']"
O=NON(OC(=O)O)NC12NC(N2)(O)N1,222.034881912,11,6,-2.9735,False,False,"['[1*]C(=O)O', '[3*]ON(NC12NC(O)(N1)N2)ON=O']"
O=NOC(=N)N1C(N)=NN1OC(O)(O)O,222.034881912,12,5,-3.23553,True,False,['N=C(ON=O)n1c(N)nn1OC(O)(O)O']
N#CNC(=O)N1N(N)ON1OC(O)(O)O,222.034881912,10,5,-3.83322,True,False,"['[1*]C(=O)N1N(N)ON1OC(O)(O)O', '[5*]NC#N']"
N=NON(O)N1C(=N)N=C1OC(O)(O)O,222.034881912,10,6,-2.3186600000000004,True,False,['N=NON(O)N1C(=N)N=C1OC(O)(O)O']
O=NNC(N1N(O)OC1=O)=NC(N)(O)O,222.034881912,11,5,-3.4902,True,False,['NC(O)(O)N=C(NN=O)n1c(=O)on1O']
N#CON(N1N(O)OC1=N)OC(N)(O)O,222.034881912,12,5,-3.56375,True,False,['N#CON(OC(N)(O)O)n1c(=N)on1O']
O=NN(N(O)OC=1N=C(O)N1)C(N)(O)O,222.034881912,10,5,-2.6542000000000003,True,False,['NC(O)(O)N(N=O)N(O)OC1=NC(O)=N1']
N=C1ON(O1)OC(=N)NN=NC(O)(O)O,222.034881912,11,6,-2.93806,False,False,['N=C(NN=NC(O)(O)O)On1oc(=N)o1']
NC=1ON(N1)OC(=O)NN=NC(O)(O)O,222.034881912,11,5,-2.8481,True,False,"['[3*]On1nc(N)o1', '[1*]C(=O)NN=NC(O)(O)O']"
NN1OC(=N1)OC(=O)NN=NC(O)(O)O,222.034881912,11,5,-2.7663,True,False,"['[14*]c1nn(N)o1', '[3*]O[3*]', '[1*]C(=O)NN=NC(O)(O)O']"
NN1ON(O1)OC(=N)N=C=NC(O)(O)O,222.034881912,11,5,-3.20063,True,False,['N=C(N=C=NC(O)(O)O)ON1ON(N)O1']
O=NOC(O)=NN1NC(=O)N1C(N)(O)O,222.034881912,10,5,-3.1359,True,False,"['[8*]C(N)(O)O', '[9*]n1c(=O)[nH]n1N=C(O)ON=O']"
N=NOC(=N)NN1OC(=O)N1C(O)(O)O,222.034881912,11,6,-2.77166,False,False,"['[9*]n1c(=O)on1NC(=N)ON=N', '[8*]C(O)(O)O']"
O=NNC(O)=NN1NC(=O)N1C(O)(O)O,222.034881912,9,6,-3.5293,True,False,"['[9*]n1c(=O)[nH]n1N=C(O)NN=O', '[8*]C(O)(O)O']"
N#COC(=O)NN1ON(O)N1C(N)(O)O,222.034881912,11,5,-3.3513200000000003,True,False,"['[1*]C(=O)NN1ON(O)N1C(N)(O)O', '[3*]OC#N']"
O=C=NN(N)NN1OC(=O)N1C(O)(O)O,222.034881912,12,5,-4.3275,True,False,"['[8*]C(O)(O)O', '[9*]n1c(=O)on1NN(N)N=C=O']"
O=NN=C(N)N(N1OC(=O)N1)C(O)(O)O,222.034881912,8,5,-3.7083,True,False,['NC(=NN=O)N(n1[nH]c(=O)o1)C(O)(O)O']
O=NNC(=O)N(N1NC(=O)N1)C(O)(O)O,222.034881912,8,6,-3.5783,True,False,['O=NNC(=O)N(n1[nH]c(=O)[nH]1)C(O)(O)O']
O=NOC(=O)NN1OC(N1)=NC(N)(O)O,222.034881912,10,5,-2.774,True,False,"['[1*]C(=O)Nn1[nH]c(=NC(N)(O)O)o1', '[3*]ON=O']"
O=C=NC(=N)ON1ON(N1)OC(N)(O)O,222.034881912,11,5,-3.4414299999999995,True,False,['N=C(N=C=O)ON1NN(OC(N)(O)O)O1']
N#CN=C(O)ON1NN(N1)OC(O)(O)O,222.034881912,11,6,-3.71032,False,False,['N#CN=C(O)ON1NN(OC(O)(O)O)N1']
N=NNN(O)OC=1N=C(N1)OC(O)(O)O,222.034881912,11,6,-2.60983,False,False,['N=NNN(O)OC1=NC(OC(O)(O)O)=N1']
O=NN=C(N=C1ON(O)O1)OC(N)(O)N,222.034881912,10,4,-2.6129,True,False,['NC(N)(O)OC(=NN=O)N=c1on(O)o1']
N#CN=C(NN1ON(O)O1)NC(O)(O)O,222.034881912,10,6,-3.79412,True,False,['N#CN=C(NN1ON(O)O1)NC(O)(O)O']
O=NON(OC=1OC(=N)N1)NC(N)(O)O,222.034881912,11,5,-2.78683,True,False,['N=C1N=C(ON(NC(N)(O)O)ON=O)O1']
O=NNN(N=C1OC(O)=N1)NC(O)(O)O,222.034881912,9,6,-3.2176,True,False,['O=NNN(N=C1N=C(O)O1)NC(O)(O)O']
O=NNN(N=C1N=C(O)N1)OC(O)(O)O,222.034881912,8,6,-3.2176,True,False,['O=NNN(N=C1N=C(O)N1)OC(O)(O)O']
O=C=NN(ON1NC(=O)N1)OC(N)(O)O,222.034881912,10,5,-4.1129,True,False,['NC(O)(O)ON(N=C=O)On1[nH]c(=O)[nH]1']
O=C=NN(NN1OC(O)=N1)NC(O)(O)O,222.034881912,12,6,-3.7142,False,False,['O=C=NN(Nn1nc(O)o1)NC(O)(O)O']
N#CNN(ON1OC(O)=N1)NC(O)(O)O,222.034881912,12,6,-4.09422,False,False,['N#CNN(NC(O)(O)O)On1nc(O)o1']
O=C=NN(OC=1ON(N)N1)NC(O)(O)O,222.034881912,12,5,-3.8707,True,False,"['[14*]c1nn(N)o1', '[3*]ON(N=C=O)NC(O)(O)O']"
O=NN(C(=O)O)C(N1N(N)NC1=O)(O)O,222.034881912,9,5,-3.0945,True,False,"['[8*]C(O)(O)N(N=O)C(=O)O', '[9*]n1c(=O)[nH]n1N']"
N#CN(C(=O)N)C(N1N(O)ON1O)(O)O,222.034881912,10,5,-3.1813199999999995,True,False,"['[1*]C(N)=O', '[5*]N(C#N)C(O)(O)N1N(O)ON1O']"
O=C1NC(=O)N1C(N=NNN(O)O)(O)O,222.034881912,9,6,-2.3203,True,False,"['[10*]N1C(=O)NC1=O', '[8*]C(O)(O)N=NNN(O)O']"
O=NN(C(O)=N)C(NN1OC(O)=N1)(O)O,222.034881912,10,6,-2.2027300000000003,True,False,['N=C(O)N(N=O)C(O)(O)Nn1nc(O)o1']
O=C1ON(O1)OC(N=NOC(=O)N)(N)N,222.034881912,11,3,-2.5459000000000005,True,False,"['[3*]ON=NC(N)(N)On1oc(=O)o1', '[1*]C(N)=O']"
OC1=NN(N1)OC(N=NNC(=O)O)(O)O,222.034881912,9,6,-2.4239,True,False,['O=C(O)NN=NC(O)(O)On1nc(O)[nH]1']
ON1OC(O1)=NC(N=NNC(O)=N)(O)O,222.034881912,10,6,-2.14243,True,False,['N=C(O)NN=NC(O)(O)N=c1on(O)o1']
N=C1N=C(N1)OC(ON=NN(O)O)(O)O,222.034881912,9,6,-2.12793,True,False,['N=C1N=C(OC(O)(O)ON=NN(O)O)N1']
O=C=NC(=O)NC(N1N(O)ON1O)(O)N,222.034881912,10,5,-3.0313000000000003,True,False,"['[1*]C(=O)N=C=O', '[5*]NC(N)(O)N1N(O)ON1O']"
O=NNN(N)OC(N1C(=O)N=C1O)(O)O,222.034881912,8,5,-2.774799999999999,True,False,"['[8*]C(O)(O)ON(N)NN=O', '[10*]N1C(=O)N=C1O']"
N#CON(O)OC(N1N(O)N=C1N)(O)O,222.034881912,12,5,-2.9080200000000005,True,False,"['[9*]n1c(N)nn1O', '[8*]C(O)(O)ON(O)OC#N']"
O=NOC(O)=NC(ON1OC(=N)N1)(O)N,222.034881912,10,5,-2.50843,True,False,['N=c1[nH]n(OC(N)(O)N=C(O)ON=O)o1']
N=NNC(=N)OC(ON1OC(O)=N1)(O)O,222.034881912,11,6,-2.3068600000000004,False,False,['N=NNC(=N)OC(O)(O)On1nc(O)o1']
N=NOC(=O)NC(NN1OC(=N)O1)(O)O,222.034881912,11,6,-2.03486,False,False,"['[1*]C([1*])=O', '[3*]ON=N', '[5*]NC(O)(O)Nn1oc(=N)o1']"
ON=NC(O)=NC(ON1OC(=N)N1)(O)O,222.034881912,8,6,-2.33143,True,False,['N=c1[nH]n(OC(O)(O)N=C(O)N=NO)o1']
O=NN=C(N)OC(OC1=NN(O)N1)(O)O,222.034881912,9,5,-2.5641000000000003,True,False,"['[3*]OC(O)(O)OC(N)=NN=O', '[14*]c1nn(O)[nH]1']"
N#COC(O)=NC(ON1ON(O)O1)(N)N,222.034881912,11,4,-2.4416200000000003,True,False,['N#COC(O)=NC(N)(N)ON1ON(O)O1']
ON=NN(O)NC(OC=1OC(=O)N1)(O)N,222.034881912,9,5,-1.9763000000000008,True,False,['NC(O)(NN(O)N=NO)OC1=NC(=O)O1']
N=NON(O)OC(OC=1OC(=N)N1)(O)N,222.034881912,11,5,-1.6133600000000006,True,False,['N=NON(O)OC(N)(O)OC1=NC(=N)O1']
N=NON(N)OC(N=C1OC(=O)N1)(O)O,222.034881912,11,5,-2.3370300000000004,True,False,['N=NON(N)OC(O)(O)N=C1NC(=O)O1']
N#CON(N)OC(NC=1ON(O)N1)(O)O,222.034881912,12,5,-2.7588200000000005,True,False,"['[5*]NC(O)(O)ON(N)OC#N', '[14*]c1nn(O)o1']"
N=NOC(ON1NC(=N)N1C(=O)O)(O)O,222.034881912,10,6,-2.38966,True,False,['N=NOC(O)(O)On1[nH]c(=N)n1C(=O)O']
O=C=NC(NN1NN(O)N1C(=O)O)(O)O,222.034881912,10,6,-3.3408999999999995,True,False,['O=C=NC(O)(O)NN1NN(O)N1C(=O)O']
N#COC(ON(O)N1N(O)N=C1N)(O)O,222.034881912,12,5,-3.1435200000000005,True,False,['N#COC(O)(O)ON(O)n1c(N)nn1O']
N=NOC(N1C(=O)NN1OC(=O)O)(O)N,222.034881912,10,5,-2.43413,True,False,"['[1*]C(=O)O', '[8*]C(N)(O)ON=N', '[3*]On1[nH]c(=O)n1[9*]']"
ON=NC(N1C(O)=NN1OC(=O)N)(O)O,222.034881912,10,5,-2.7087000000000003,True,False,"['[3*]On1nc(O)n1[9*]', '[8*]C(O)(O)N=NO', '[1*]C(N)=O']"
O=NOC(N1N(O)N=C1OC(=N)N)(O)O,222.034881912,11,5,-2.5554300000000003,True,False,"['[8*]C(O)(O)ON=O', '[9*]n1c([14*])nn1O', '[3*]OC(=N)N']"
O=NOC(N1N(O)NC1=NC(=O)N)(O)O,222.034881912,9,5,-2.9152,True,False,"['[9*]n1c(=NC(N)=O)[nH]n1O', '[8*]C(O)(O)ON=O']"
N=NOC(N1N(O)NC1=NC(=O)O)(O)O,222.034881912,9,6,-2.05133,True,False,"['[8*]C(O)(O)ON=N', '[9*]n1c(=NC(=O)O)[nH]n1O']"
N=NOC(N1C(=O)N=C1ON(O)N)(O)O,222.034881912,10,5,-2.16703,True,False,"['[8*]C(O)(O)ON=N', '[10*]N1C(=O)N=C1ON(N)O']"
ON=NC(N(N1OC(=N)N1)C(=O)O)(O)O,222.034881912,8,6,-2.0580300000000005,True,False,['N=c1[nH]n(N(C(=O)O)C(O)(O)N=NO)o1']
O=NOC(N=C1ON(O1)NC(=O)N)(O)N,222.034881912,10,4,-2.5427000000000004,True,False,['NC(=O)Nn1oc(=NC(N)(O)ON=O)o1']
N=NOC(N=C1ON(O1)N=C(O)N)(O)O,222.034881912,10,5,-2.23093,True,False,['N=NOC(O)(O)N=c1on(N=C(N)O)o1']
O=NOC(NN1OC(=N1)NC(O)=N)(O)O,222.034881912,10,6,-1.7818300000000002,True,False,"['[14*]c1nn(NC(O)(O)ON=O)o1', '[5*]NC(=N)O']"
ON=NC(NN1OC(=N1)OC(O)=N)(O)O,222.034881912,10,6,-1.6715299999999995,True,False,"['[3*]OC(=N)O', '[14*]c1nn(NC(O)(O)N=NO)o1']"
N=NNC(ON1OC(=N1)OC(=O)N)(O)O,222.034881912,10,5,-2.50633,True,False,"['[14*]c1nn(OC(O)(O)NN=N)o1', '[3*]O[3*]', '[1*]C(N)=O']"
ON=NC(OC1=NC(=N1)ON(O)O)(O)N,222.034881912,11,5,-1.8557,True,False,['NC(O)(N=NO)OC1=NC(ON(O)O)=N1']
N=C=NC(NN1OC(=N1)ON(O)O)(O)O,222.034881912,12,6,-2.25763,False,False,"['[14*]c1nn(NC(O)(O)N=C=N)o1', '[3*]ON(O)O']"
N=NOC(OC(=N)NN1OC(=O)N1)(O)O,222.034881912,10,6,-2.1772600000000004,True,False,['N=NOC(O)(O)OC(=N)Nn1[nH]c(=O)o1']
O=NNC(NC(=O)ON1OC(=N)N1)(O)O,222.034881912,9,6,-3.10623,True,False,"['[3*]On1[nH]c(=N)o1', '[1*]C([1*])=O', '[5*]NC(O)(O)NN=O']"
N=NOC(OC(O)=NN1OC(N)=N1)(O)O,222.034881912,11,5,-1.6895300000000004,True,False,['N=NOC(O)(O)OC(O)=Nn1nc(N)o1']
O=NNC(OC(=O)NN1OC(N)=N1)(O)O,222.034881912,10,5,-2.3947000000000003,True,False,"['[1*]C(=O)Nn1nc(N)o1', '[3*]OC(O)(O)NN=O']"
O=NNC(OC(O)=NN1NC(=O)N1)(O)O,222.034881912,8,6,-2.9349000000000007,True,False,['O=NNC(O)(O)OC(O)=Nn1[nH]c(=O)[nH]1']
O=NOC(N=C(O)OC1=NN(N)N1)(O)O,222.034881912,10,5,-2.4883,True,False,"['[3*]OC(O)=NC(O)(O)ON=O', '[14*]c1nn(N)[nH]1']"
N#COC(OC(O)=NN1ON(O)N1)(O)N,222.034881912,11,5,-2.8350200000000005,True,False,['N#COC(N)(O)OC(O)=NN1NN(O)O1']
N#COC(NC(O)=NN1ON(N)O1)(O)O,222.034881912,10,5,-3.31692,True,False,['N#COC(O)(O)NC(O)=NN1ON(N)O1']
N#COC(N=C(O)NN1ON(O)N1)(O)O,222.034881912,10,6,-3.22842,True,False,['N#COC(O)(O)N=C(O)NN1NN(O)O1']
N=C=NC(OC(=O)NN1ON(N)O1)(O)O,222.034881912,11,5,-2.83933,True,False,"['[3*]OC(O)(O)N=C=N', '[1*]C(=O)NN1ON(N)O1']"
O=C=NC(OC(=O)NN1NN(O)N1)(O)O,222.034881912,11,6,-3.5947,False,False,"['[3*]OC(O)(O)N=C=O', '[1*]C(=O)NN1NN(O)N1']"
N=NOC(ON(N)N=C1OC(=N)O1)(O)O,222.034881912,12,5,-2.09526,True,False,['N=NOC(O)(O)ON(N)N=C1OC(=N)O1']
NN=NC(ON(O)N=C1OC(O)=N1)(O)O,222.034881912,9,5,-2.2538,True,False,['NN=NC(O)(O)ON(O)N=C1N=C(O)O1']
N#COC(ON(O)NN1OC(=O)N1)(O)N,222.034881912,11,5,-3.0893200000000003,True,False,['N#COC(N)(O)ON(O)Nn1[nH]c(=O)o1']
O=C=NC(NN(O)ON1NC(=O)N1)(O)O,222.034881912,10,6,-4.024400000000001,True,False,['O=C=NC(O)(O)NN(O)On1[nH]c(=O)[nH]1']
N#COC(NN(O)OC=1ON(N)N1)(O)O,222.034881912,12,5,-3.22692,True,False,"['[14*]c1nn(N)o1', '[3*]ON(O)NC(O)(O)OC#N']"
N=NOC(N1N(O)OC1=O)(O)N=C(O)N,222.034881912,10,5,-2.1245300000000005,True,False,"['[8*]C(O)(N=C(N)O)ON=N', '[9*]n1c(=O)on1O']"
O=NNC(N1N(O)OC1=N)(O)OC(O)=N,222.034881912,10,6,-2.06016,True,False,"['[8*]C(O)(NN=O)OC(=N)O', '[9*]n1c(=N)on1O']"
ON=NC(N1N(O)NC1=O)(O)OC(O)=N,222.034881912,9,6,-1.87393,True,False,"['[8*]C(O)(N=NO)OC(=N)O', '[9*]n1c(=O)[nH]n1O']"
O=C=NC(N1N(N)ON1N)(O)OC(=O)O,222.034881912,11,4,-3.036000000000001,True,False,"['[1*]C(=O)O', '[3*]OC(O)(N=C=O)N1N(N)ON1N']"
O=NNC(N1C(=O)OC1=N)(O)NN(O)O,222.034881912,10,6,-2.16703,True,False,"['[10*]N1C(=N)OC1=O', '[8*]C(O)(NN=O)NN(O)O']"
O=NOC(ON1OC(O)=N1)(N)NC(=O)N,222.034881912,10,4,-2.4534000000000007,True,False,"['[5*]NC(N)(ON=O)On1nc(O)o1', '[1*]C(N)=O']"
ON=NC(ON1OC(=N)O1)(O)N=C(O)N,222.034881912,9,5,-2.1001300000000005,True,False,['N=c1on(OC(O)(N=NO)N=C(N)O)o1']
NN=NC(ON1OC(=O)O1)(O)N=C(O)N,222.034881912,9,4,-2.7349,True,False,['NN=NC(O)(N=C(N)O)On1oc(=O)o1']
O=NNC(ON1OC(=N)N1)(O)OC(=O)N,222.034881912,9,5,-2.7128300000000007,True,False,"['[1*]C(N)=O', '[3*]OC(O)(NN=O)On1[nH]c(=N)o1']"
NN=NC(ON1OC(O)=N1)(O)NC(=O)O,222.034881912,9,5,-2.1926000000000005,True,False,"['[1*]C(=O)O', '[5*]NC(O)(N=NN)On1nc(O)o1']"
N=NOC(OC=1ON(O)N1)(N)OC(O)=N,222.034881912,11,5,-0.8658600000000001,True,False,"['[14*]c1nn(O)o1', '[3*]OC(N)(ON=N)OC(=N)O']"
N=NOC(N=C1ON(N)O1)(N)OC(=O)O,222.034881912,11,4,-1.4842300000000002,True,False,"['[3*]OC(N)(N=c1on(N)o1)ON=N', '[1*]C(=O)O']"
NN=NC(OC=1ON(O)N1)(O)OC(=O)N,222.034881912,10,4,-1.883,True,False,"['[3*]OC(O)(N=NN)O[3*]', '[14*]c1nn(O)o1', '[1*]C(N)=O']"
NN=NC(OC=1ON(O)N1)(O)OC(O)=N,222.034881912,10,5,-1.4689299999999998,True,False,"['[3*]OC(O)(N=NN)OC(=N)O', '[14*]c1nn(O)o1']"
O=NOC(NC1=NN(O)N1)(O)NC(=O)O,222.034881912,9,6,-1.570400000000001,True,False,"['[1*]C(=O)O', '[5*]NC(O)(N[5*])ON=O', '[14*]c1nn(O)[nH]1']"
N#COC(ON1ON(N)O1)(N)OC(=O)N,222.034881912,11,3,-2.7345200000000007,True,False,"['[1*]C(N)=O', '[3*]OC(N)(OC#N)ON1ON(N)O1']"
O=C=NC(ON1ON(N)O1)(N)NC(=O)O,222.034881912,10,4,-2.7241,True,False,"['[1*]C(=O)O', '[5*]NC(N)(N=C=O)ON1ON(N)O1']"
N#COC(NN1ON(O)N1)(O)NC(=O)O,222.034881912,10,6,-2.8671200000000003,True,False,"['[5*]NC(O)(NN1NN(O)O1)OC#N', '[1*]C(=O)O']"
O=C=NC(NN1ON(O)N1)(O)N=C(O)O,222.034881912,10,6,-2.8246,True,False,['O=C=NC(O)(N=C(O)O)NN1NN(O)O1']
O=NNC(N=C1OC(=O)O1)(N)ON(O)N,222.034881912,11,4,-2.1533,True,False,['NN(O)OC(N)(N=C1OC(=O)O1)NN=O']
ON=NC(N=C1OC(=O)N1)(N)ON(O)O,222.034881912,10,5,-1.4943999999999995,True,False,['NC(N=NO)(N=C1NC(=O)O1)ON(O)O']
ON=NC(NC=1OC(=O)N1)(O)NN(O)O,222.034881912,10,6,-1.8878,True,False,['O=C1N=C(NC(O)(N=NO)NN(O)O)O1']
N#COC(ON1OC(=O)N1)(O)ON(N)N,222.034881912,11,4,-3.7197200000000006,True,False,['N#COC(O)(ON(N)N)On1[nH]c(=O)o1']
N#COC(NN1OC(N)=N1)(O)ON(O)O,222.034881912,12,5,-2.28492,True,False,['N#COC(O)(Nn1nc(N)o1)ON(O)O']
O=C1NN2OC(N=NOC(N12)(O)O)(O)N,222.034881912,11,5,-4.0814,True,False,['NC1(O)N=NOC(O)(O)n2c(=O)[nH]n2O1']
O=NOC(N1N2NC(NC1=N2)(O)O)(O)O,222.034881912,12,6,-3.5001,False,False,"['[8*]C(O)(O)ON=O', '[9*]n1c2nn1NC(O)(O)N2']"
O=C=NC(N1N2OC(ON1O2)(N)N)(O)O,222.034881912,12,4,-4.0802000000000005,True,False,['NC1(N)ON2ON(O1)N2C(O)(O)N=C=O']
O=C=NC(N1N2OC(ON1O2)(O)O)(N)N,222.034881912,12,4,-4.0802,True,False,['NC(N)(N=C=O)N1N2ON1OC(O)(O)O2']
O=C1ON(O1)N2C(ON=NC2(N)N)(O)O,222.034881912,12,4,-3.5057,True,False,['NC1(N)N=NOC(O)(O)N1n1oc(=O)o1']
O=C1ON(N1)N2C(ON=NC2(O)N)(O)O,222.034881912,11,5,-3.737000000000001,True,False,['NC1(O)N=NOC(O)(O)N1n1[nH]c(=O)o1']
OC=1ON(N1)N2C(N=NNC2(O)O)(O)O,222.034881912,12,6,-3.7181,False,False,['Oc1nn(N2C(O)(O)N=NNC2(O)O)o1']
O=NN1C(ON2N=C(N2)NC1(O)O)(O)O,222.034881912,10,6,-3.759500000000001,True,False,['O=NN1C(O)(O)Nc2nn([nH]2)OC1(O)O']
OC1(O)OC2=NN(N2)OC(ON=N1)(O)N,222.034881912,11,5,-3.4258,True,False,['NC1(O)ON=NC(O)(O)Oc2nn([nH]2)O1']
O=NOC(N1C(N=C2ON1N2)(O)O)(O)N,222.034881912,12,5,-3.819,True,False,['NC(O)(ON=O)N1N2NC(=NC1(O)O)O2']
NN=NC(ON1N=C2OC(N12)(O)O)(O)O,222.034881912,11,5,-4.0202,True,False,['NN=NC(O)(O)On1nc2n1C(O)(O)O2']
OC1=NN(O)N1C2(O)OC(N=NN2)(O)O,222.034881912,12,6,-3.2295000000000007,False,False,"['[13*]C1(O)NN=NC(O)(O)O1', '[9*]n1c(O)nn1O']"
N=C1ON(O1)NC2(O)OC(N=NN2)(O)O,222.034881912,12,6,-3.1164300000000003,False,False,['N=c1on(NC2(O)NN=NC(O)(O)O2)o1']
O=C1ON(N1)NC2(O)OC(N=NN2)(O)O,222.034881912,11,6,-3.5006,False,False,['O=c1[nH]n(NC2(O)NN=NC(O)(O)O2)o1']
ON1OC(=N1)OC2(N)OC(ON=N2)(O)N,222.034881912,12,4,-2.3615,True,False,"['[13*]C1(N)N=NOC(N)(O)O1', '[3*]O[3*]', '[14*]c1nn(O)o1']"
O=NNC(OC1(N)ON2NC(=O)N12)(O)O,222.034881912,10,5,-4.1699,True,False,['NC1(OC(O)(O)NN=O)On2[nH]c(=O)n21']
O=NOC(NC1(O)ON2N=C(O)N12)(O)N,222.034881912,12,5,-3.7576,True,False,['NC(O)(NC1(O)On2nc(O)n21)ON=O']
O=NNC(OC1(O)NN2OC(=N)N12)(O)O,222.034881912,11,6,-3.63723,False,False,['N=c1on2n1C(O)(OC(O)(O)NN=O)N2']
O=NOC(NC1(O)NC2=NN(O)N12)(O)O,222.034881912,12,6,-3.2090000000000005,False,False,['O=NOC(O)(O)NC1(O)Nc2nn(O)n21']
O=NNC(NC1(N)ON2OC(=N2)O1)(O)O,222.034881912,11,5,-3.6764,True,False,"['[13*]C1(N)Oc2nn(o2)O1', '[5*]NC(O)(O)NN=O']"
ON=NC1(O)OC(ON2OC(N)=N2)(N)O1,222.034881912,11,4,-2.4513,True,False,"['[13*]C1(N)OC(O)(N=NO)O1', '[3*]On1nc(N)o1']"
N=NOC1(N)OC(NN2OC(O)=N2)(O)O1,222.034881912,12,5,-2.0918300000000003,True,False,"['[3*]ON=N', '[13*]C1(N)OC(O)(Nn2nc(O)o2)O1']"
O=NNC1(O)OC(NN2OC(=N)N2)(O)O1,222.034881912,10,6,-3.04283,True,False,['N=c1[nH]n(NC2(O)OC(O)(NN=O)O2)o1']
N=NOC1(O)OC(NN2N=C(O)N2)(O)O1,222.034881912,11,6,-2.3231300000000004,False,False,"['[13*]C1(O)OC(O)(Nn2nc(O)[nH]2)O1', '[3*]ON=N']"
ON=NC1(N)OC(N=C2ON(O)O2)(N)O1,222.034881912,11,4,-2.1597000000000004,True,False,['NC1(N=NO)OC(N)(N=c2on(O)o2)O1']
N=NOC1(O)OC(OC=2ON(O)N2)(N)N1,222.034881912,12,5,-2.1518300000000004,True,False,"['[13*]C1(N)NC([13*])(O)O1', '[3*]ON=N', '[3*]O[3*]', '[14*]c1nn(O)o1']"
O=NOC1(N)OC(N=C2ON(N)O2)(O)N1,222.034881912,12,4,-3.22,True,False,"['[13*]C1(N)NC(O)(N=c2on(N)o2)O1', '[3*]ON=O']"
N=NNC1(O)OC(N=C2ON(O)O2)(O)N1,222.034881912,11,6,-2.82533,False,False,['N=NNC1(O)NC(O)(N=c2on(O)o2)O1']
O=NNC1(O)OC(N=C2ON(N)N2)(O)O1,222.034881912,10,5,-3.4513000000000003,True,False,['Nn1[nH]c(=NC2(O)OC(O)(NN=O)O2)o1']
O=C1ON(O)N1C(OC2(N)ON=N2)(O)N,222.034881912,12,4,-3.0171,True,False,"['[3*]OC([8*])(N)O', '[13*]C1(N)N=NO1', '[9*]n1c(=O)on1O']"
O=C1ON(O)N1C(OC2(O)ON=N2)(N)N,222.034881912,12,4,-3.017100000000001,True,False,"['[3*]OC([8*])(N)N', '[13*]C1(O)N=NO1', '[9*]n1c(=O)on1O']"
N=NOC1(N)OC(N2N(O)N1C2=O)(O)O,222.034881912,12,5,-3.23973,True,False,['N=NOC1(N)OC(O)(O)n2c(=O)n1n2O']
O=NOC1(N)NC(N2N(O)OC2=N1)(O)O,222.034881912,12,5,-3.3370999999999995,True,False,"['[13*]C1(N)N=C2ON(O)N2C(O)(O)N1', '[3*]ON=O']"
O=NNC1(N)OC(N2N(O)OC2=N1)(O)O,222.034881912,11,5,-3.3370999999999995,True,False,['NC1(NN=O)N=C2ON(O)N2C(O)(O)O1']
N#COC1(O)NC(N2N(O)ON2O1)(O)N,222.034881912,12,5,-3.829819999999999,True,False,"['[13*]C1(O)NC(N)(O)N2N(O)ON2O1', '[3*]OC#N']"
N=NOC1(O)OC(N2N(O)NC2=O)(N)O1,222.034881912,11,5,-2.6453300000000004,True,False,"['[13*]C1(N)OC([13*])(O)O1', '[3*]ON=N', '[9*]n1c(=O)[nH]n1O']"
NN=NC1(O)N2C(=O)N1N2OC(O)(O)O,222.034881912,11,5,-4.784199999999999,True,False,['NN=NC1(O)n2c(=O)n1n2OC(O)(O)O']
NN1OC(=N1)N(C(O)(O)O)C2(O)ON=N2,222.034881912,12,5,-3.4144999999999994,True,False,"['[14*]c1nn(N)o1', '[13*]C1(O)N=NO1', '[5*]N([5*])C(O)(O)O']"
NC(ON1ON(O1)OC2(O)N=C=N2)(O)N,222.034881912,12,4,-3.5275,True,False,"['[3*]ON1ON(OC(N)(N)O)O1', '[13*]C1(O)N=C=N1']"
N=NOC1(O)OC(ON2N=C(O)N12)(O)N,222.034881912,12,5,-3.066030000000001,True,False,['N=NOC1(O)OC(N)(O)On2nc(O)n21']
N#COC1(O)NC(N1N2ON(N)O2)(O)O,222.034881912,12,5,-4.311719999999999,True,False,"['[13*]C1(O)NC(O)(O)N1N1ON(N)O1', '[3*]OC#N']"
NN=NC1(N)OC(ON2OC(O2)=N1)(O)O,222.034881912,11,4,-3.0252000000000003,True,False,['NN=NC1(N)N=C2ON(O2)OC(O)(O)O1']
O=NNC1(O)NC(OC=2ON(N2)O1)(O)N,222.034881912,11,5,-3.6763999999999992,True,False,['NC1(O)NC(O)(NN=O)On2nc(o2)O1']
ON=NC1(O)OC(N=C2NN(N2)O1)(O)O,222.034881912,11,6,-3.3301,False,False,['ON=NC1(O)ON2NC(=NC(O)(O)O1)N2']
