SMILES,MW,HBA,HBD,LogP,lipinski_valid,Error,chemval,chem_violation
OC1C(C1)C(O)O,104.047344116,3,3,-1.3221,True,False,False,Geminal diol/triol
COC(OC)=CO,104.047344116,3,1,0.6361000000000001,True,False,False,"Geminal diol/triol, Enol"
COC(OC)C=O,104.047344116,3,0,-0.1958000000000002,True,False,False,Geminal diol/triol
CC=C(OC)OO,104.047344116,3,1,0.9837,True,False,False,"Geminal diol/triol, Enol"
C=CC(OC)OO,104.047344116,3,1,0.6345000000000001,True,False,False,Geminal diol/triol
COC(CO)=CO,104.047344116,3,2,0.024500000000000077,True,False,False,Enol
COC(CO)C=O,104.047344116,3,1,-0.8074000000000001,True,False,True,
CCC(=CO)OO,104.047344116,3,2,1.2854,True,False,False,Enol
CC=C(CO)OO,104.047344116,3,2,0.3721,True,False,False,Enol
CCC(C=O)OO,104.047344116,3,1,0.45349999999999996,True,False,True,
C=CC(CO)OO,104.047344116,3,2,0.02289999999999992,True,False,True,
OCC(CO)=CO,104.047344116,3,3,-0.5871,True,False,False,Enol
OCC(CO)C=O,104.047344116,3,2,-1.2139000000000002,True,False,True,
CCC1(OC)OO1,104.047344116,3,0,0.6584,True,False,False,Geminal diol/triol
COC1(OC)OC1,104.047344116,3,0,-0.036799999999999944,True,False,False,Geminal diol/triol
COC1(OO)CC1,104.047344116,3,1,0.6125,True,False,False,Geminal diol/triol
CCC1(CO)OO1,104.047344116,3,1,0.04680000000000001,True,False,False,Geminal diol/triol
COC1(CO)OC1,104.047344116,3,1,-0.6484000000000001,True,False,False,Geminal diol/triol
CCC1(OO)OC1,104.047344116,3,1,0.6125,True,False,False,Geminal diol/triol
OCC1(OO)CC1,104.047344116,3,2,0.0008999999999998454,True,False,True,
OCC1(CO)OC1,104.047344116,3,2,-1.2600000000000002,True,False,True,
COCC=COO,104.047344116,3,1,0.6361000000000001,True,False,False,Enol
COC=CCOO,104.047344116,3,1,0.6361000000000001,True,False,False,Enol
COCOC=CO,104.047344116,3,1,0.6361000000000001,True,False,False,"Geminal diol/triol, Enol"
COCOCC=O,104.047344116,3,0,-0.19419999999999993,True,False,False,Geminal diol/triol
CC=COCOO,104.047344116,3,1,0.9837,True,False,False,"Geminal diol/triol, Enol"
C=CCOCOO,104.047344116,3,1,0.6360999999999999,True,False,False,Geminal diol/triol
OCCC=COO,104.047344116,3,2,0.37209999999999993,True,False,False,Enol
OCC=CCOO,104.047344116,3,2,0.02449999999999991,True,False,True,
OC=CCCOO,104.047344116,3,2,0.9378,True,False,False,Enol
O=CCCCOO,104.047344116,3,1,0.4551,True,False,True,
OCCOC=CO,104.047344116,3,2,0.02449999999999991,True,False,False,Enol
OCCOCC=O,104.047344116,3,1,-0.8058000000000003,True,False,True,
COC=COOC,104.047344116,3,0,0.6819999999999999,True,False,False,Enol
COCOOC=C,104.047344116,3,0,0.682,True,False,False,"Geminal diol/triol, Enol"
CC=COOOC,104.047344116,3,0,1.0295999999999998,True,False,False,Enol
C=CCOOOC,104.047344116,3,0,0.6819999999999999,True,False,True,
OOC=COCC,104.04734411599999,3,1,0.9837,True,False,False,Enol
OOCCOC=C,104.04734411599999,3,1,0.6360999999999999,True,False,False,Enol
OCC=COOC,104.047344116,3,1,0.07040000000000002,True,False,False,Enol
OC=CCOOC,104.047344116,3,1,0.6360999999999999,True,False,False,Enol
O=CCCOOC,104.047344116,3,0,0.15339999999999998,True,False,True,
OC=COOCC,104.047344116,3,1,0.9837,True,False,False,Enol
OCCOOC=C,104.047344116,3,1,0.07040000000000002,True,False,False,Enol
O=CCOOCC,104.047344116,3,0,0.15339999999999998,True,False,True,
COC=COCO,104.047344116,3,1,0.07040000000000007,True,False,False,"Geminal diol/triol, Enol"
COCCOC=O,104.047344116,3,0,-0.19419999999999993,True,False,True,
CCC=COOO,104.047344116,3,1,1.3313000000000001,True,False,False,Enol
CC=CCOOO,104.047344116,3,1,0.9837,True,False,True,
C=CCCOOO,104.047344116,3,1,0.9837,True,False,True,
CC=COOCO,104.047344116,3,1,0.418,True,False,False,"Geminal diol/triol, Enol"
CCCOOC=O,104.047344116,3,0,0.501,True,False,True,
C=CCOOCO,104.047344116,3,1,0.07039999999999996,True,False,False,Geminal diol/triol
OCC=COCO,104.047344116,3,2,-0.5412000000000001,True,False,False,"Geminal diol/triol, Enol"
OC=CCOCO,104.047344116,3,2,0.024499999999999966,True,False,False,"Geminal diol/triol, Enol"
OCCCOC=O,104.047344116,3,1,-0.45820000000000016,True,False,True,
O=CCCOCO,104.047344116,3,1,-0.4581999999999999,True,False,False,Geminal diol/triol
C=COCOOC,104.047344116,3,0,0.6819999999999999,True,False,False,"Geminal diol/triol, Enol"
CCOOOC=C,104.047344116,3,0,1.0295999999999998,True,False,False,Enol
CCOCOC=O,104.047344116,3,0,0.15339999999999998,True,False,False,Geminal diol/triol
C=COCOCO,104.047344116,3,1,0.07039999999999996,True,False,False,"Geminal diol/triol, Enol"
OC1C(OC)OC1,104.047344116,3,1,-0.6500000000000001,True,False,False,Geminal diol/triol
CC1C(OO)OC1,104.047344116,3,1,0.4684,True,False,False,Geminal diol/triol
OC1C(OO)CC1,104.047344116,3,2,-0.0006999999999999784,True,False,True,
OC1C(CO)OC1,104.047344116,3,2,-1.2616,True,False,True,
CC1C(OC)OO1,104.047344116,3,0,0.3091999999999999,True,False,False,Geminal diol/triol
OC1C(OC)CO1,104.047344116,3,1,-0.6500000000000001,True,False,False,Geminal diol/triol
OC1C(CC)OO1,104.047344116,3,1,0.04519999999999991,True,False,False,Geminal diol/triol
CC1C(OO)CO1,104.047344116,3,1,0.2632999999999999,True,False,True,
CC1C(CO)OO1,104.047344116,3,1,-0.30240000000000006,True,False,True,
OC1C(CO)CO1,104.047344116,3,2,-1.0565,True,False,False,Geminal diol/triol
OCC1C(CO)O1,104.047344116,3,2,-1.2616,True,False,True,
COC1C(OC)O1,104.047344116,3,0,-0.03839999999999999,True,False,False,Geminal diol/triol
OOC1C(CC)O1,104.047344116,3,1,0.6109,True,False,False,Geminal diol/triol
COC1C(OO)C1,104.047344116,3,1,0.2632999999999999,True,False,True,
OOC1C(CO)C1,104.047344116,3,2,-0.14320000000000016,True,False,True,
COC1C(CO)O1,104.047344116,3,1,-0.6500000000000001,True,False,False,Geminal diol/triol
COC1OCCO1,104.047344116,3,0,-0.036799999999999944,True,False,False,Geminal diol/triol
OOC1OCCC1,104.04734411599999,3,1,0.6125,True,False,False,Geminal diol/triol
OCC1OCCO1,104.047344116,3,1,-0.6484000000000001,True,False,False,Geminal diol/triol
COC1COOC1,104.047344116,3,0,-0.036799999999999944,True,False,True,
COC1CCOO1,104.047344116,3,0,0.31079999999999997,True,False,False,Geminal diol/triol
CCC1OOOC1,104.047344116,3,0,0.6584,True,False,True,
COC1OCOC1,104.047344116,3,0,-0.036799999999999944,True,False,False,Geminal diol/triol
CCC1OCOO1,104.047344116,3,0,0.6584,True,False,False,Geminal diol/triol
OCC1COOC1,104.047344116,3,1,-0.4433,True,False,True,
OOC1CCOC1,104.047344116,3,1,0.2648999999999999,True,False,True,
OCC1CCOO1,104.047344116,3,1,-0.30079999999999996,True,False,True,
OCC1OCOC1,104.047344116,3,1,-0.6484000000000001,True,False,False,Geminal diol/triol
OCC(C)C1OO1,104.047344116,3,1,-0.09730000000000016,True,False,False,Geminal diol/triol
CCC(O)C1OO1,104.047344116,3,1,0.04519999999999996,True,False,False,Geminal diol/triol
OCC(O)C1OC1,104.047344116,3,2,-1.2616,True,False,True,
OOC(O)C1CC1,104.04734411599999,3,2,0.20440000000000003,True,False,False,Geminal diol/triol
COC(C)C1OO1,104.047344116,3,0,0.3091999999999999,True,False,False,Geminal diol/triol
OOC(C)C1OC1,104.047344116,3,1,0.2633000000000001,True,False,True,
COC(O)C1OC1,104.047344116,3,1,-0.6500000000000001,True,False,False,Geminal diol/triol
OOCOC1CC1,104.04734411599999,3,1,0.6125,True,False,False,Geminal diol/triol
COCCC1OO1,104.047344116,3,0,0.31079999999999997,True,False,False,Geminal diol/triol
COCOC1OC1,104.047344116,3,0,-0.036799999999999944,True,False,False,Geminal diol/triol
CCCOC1OO1,104.047344116,3,0,0.6584,True,False,False,Geminal diol/triol
OOCCC1OC1,104.047344116,3,1,0.2648999999999999,True,False,True,
OCCCC1OO1,104.047344116,3,1,0.04679999999999995,True,False,False,Geminal diol/triol
OCCOC1OC1,104.047344116,3,1,-0.6484000000000001,True,False,False,Geminal diol/triol
COOOC1CC1,104.04734411599999,3,0,0.6584,True,False,True,
OOOCC1CC1,104.04734411599999,3,1,0.8175999999999999,True,False,True,
OCOOC1CC1,104.04734411599999,3,1,0.04679999999999995,True,False,False,Geminal diol/triol
COOCC1OC1,104.047344116,3,0,-0.036799999999999944,True,False,True,
CCOCC1OO1,104.047344116,3,0,0.31079999999999997,True,False,False,Geminal diol/triol
CCOOC1OC1,104.047344116,3,0,0.31079999999999997,True,False,False,Geminal diol/triol
OCOCC1OC1,104.047344116,3,1,-0.6484000000000001,True,False,False,Geminal diol/triol
OC1C(C1O)OC,104.047344116,3,2,-1.2632000000000003,True,False,True,
CC1C(C1O)OO,104.047344116,3,2,-0.14480000000000004,True,False,True,
OC1C(C1O)CO,104.047344116,3,3,-1.6697,True,False,True,
C1OCCOOC1,104.047344116,3,0,-0.0351999999999999,True,False,True,
C1CCOOOC1,104.047344116,3,0,0.66,True,False,True,
C1CCOCOO1,104.047344116,3,0,0.3124,True,False,False,Geminal diol/triol
C1OCOCOC1,104.047344116,3,0,-0.0351999999999999,True,False,False,Geminal diol/triol
