SMILES,MW,HBA,HBD,LogP,Valid,Error
OC(O)OC#CC,102.03169405199999,3,2,-0.748,True,False
OC(O)OCC#C,102.03169405199999,3,2,-1.0956000000000001,True,False
CC(=O)C=COO,102.031694052,3,1,0.5787,True,False
C=C(O)C=COO,102.031694052,3,2,1.0614,True,False
CC(O)=C=COO,102.031694052,3,2,1.0504,True,False
CC(O)C#COO,102.031694052,3,2,-0.18230000000000013,True,False
CC(=O)OC=CO,102.031694052,3,1,0.5787,True,False
CC(=O)OCC=O,102.031694052,3,0,-0.25160000000000005,True,False
C=C(O)OC=CO,102.031694052,3,2,1.0614,True,False
C=C(O)OCC=O,102.031694052,3,1,0.23110000000000003,True,False
CC(O)OC=C=O,102.031694052,3,1,-0.31340000000000007,True,False
CC(O)OC#CO,102.031694052,3,2,-0.3678000000000001,True,False
OC(=O)C=CCO,102.031694052,2,2,-0.3805,True,False
OC(=O)CC=CO,102.031694052,2,2,0.5328,True,False
OC(=O)CCC=O,102.031694052,2,1,0.05010000000000003,True,False
OC(O)=C=CCO,102.031694052,3,3,0.0912,True,False
OC(O)=CC=CO,102.031694052,3,3,1.0155,True,False
OC(O)=CCC=O,102.031694052,3,2,0.5328,True,False
OC(O)C=C=CO,102.031694052,3,3,-0.4761,True,False
OC(O)C=CC=O,102.031694052,3,2,-0.9478000000000002,True,False
OC(O)C#CCO,102.031694052,3,3,-1.7072,True,False
OC(O)CC=C=O,102.031694052,3,2,-0.925,True,False
OC(O)CC#CO,102.031694052,3,3,-0.9794,True,False
CC(=O)OOC=C,102.031694052,3,0,0.6245999999999999,True,False
C=C(O)OOC=C,102.031694052,3,1,1.1073,True,False
CC(O)OOC#C,102.031694052,3,1,-0.13640000000000008,True,False
OC(=O)COC=C,102.03169405199999,2,1,0.23110000000000003,True,False
OC(O)=COC=C,102.03169405199999,3,2,1.0614,True,False
OC(O)COC#C,102.03169405199999,3,2,-1.0956000000000001,True,False
CC(=C)OOC=O,102.031694052,3,0,0.6246,True,False
CC(=O)COC=O,102.031694052,3,0,-0.25160000000000005,True,False
C=C(O)COC=O,102.031694052,3,1,0.23110000000000003,True,False
CC(O)=COC=O,102.031694052,3,1,0.5787,True,False
OC1(O)OC=C1C,102.03169405199999,3,2,-0.44120000000000004,True,False
OC1(O)OCC1=C,102.03169405199999,3,2,-0.7888000000000002,True,False
CC1(O)OC=C1O,102.031694052,3,2,0.12449999999999994,True,False
CC1(O)OCC1=O,102.031694052,3,1,-0.7058,True,False
OC1(O)C=CC1O,102.031694052,3,3,-1.4020000000000001,True,False
OC1(O)CC=C1O,102.031694052,3,3,-0.48710000000000014,True,False
OC1(O)CCC1=O,102.031694052,3,2,-0.9698000000000002,True,False
CC1(O)OOC1=C,102.031694052,3,1,0.1703999999999999,True,False
OC1(O)COC1=C,102.03169405199999,3,2,-0.7888000000000002,True,False
CC1(C)OOC1=O,102.031694052,3,0,0.2534,True,False
CC1(O)COC1=O,102.031694052,3,1,-0.7058,True,False
O=CC1C(O)(O)C1,102.031694052,3,2,-1.1139000000000001,True,False
OC=C1C(O)(O)C1,102.031694052,3,3,-0.4871000000000001,True,False
OCC=1C(O)(O)C1,102.031694052,3,3,-1.4004,True,False
O=CC1C(C)(O)O1,102.031694052,3,1,-0.7074,True,False
OC=C1C(C)(O)O1,102.031694052,3,2,0.12449999999999994,True,False
C=CC1C(O)(O)O1,102.031694052,3,2,-0.7904000000000002,True,False
CC=C1C(O)(O)O1,102.031694052,3,2,-0.4412,True,False
OOC=1C(C)(O)C1,102.031694052,3,2,0.12449999999999994,True,False
COC=1C(O)(O)C1,102.031694052,3,2,-0.7888,True,False
CC1(O)OC=CO1,102.031694052,3,1,0.17039999999999994,True,False
OC1(O)OCC=C1,102.03169405199999,3,2,-0.7888000000000002,True,False
OC1(O)OC=CC1,102.03169405199999,3,2,-0.44120000000000004,True,False
CC1(O)C=COO1,102.031694052,3,1,0.17039999999999997,True,False
OC1(O)C=COC1,102.031694052,3,2,-0.7888000000000002,True,False
O=C1C(C1O)(O)C,102.031694052,3,2,-1.319,True,False
OC=1C(C1O)(O)C,102.031694052,3,3,0.07859999999999995,True,False
C=C1C(C1O)(O)O,102.031694052,3,3,-1.4020000000000001,True,False
CC=1C(C1O)(O)O,102.031694052,3,3,-0.48710000000000003,True,False
CC1C(C1=O)(O)O,102.031694052,3,2,-1.1139000000000001,True,False
O=COC(=C)OC,102.031694052,3,0,0.2769999999999999,True,False
C=COC(=O)OC,102.031694052,3,0,0.9128999999999999,True,False
C#COC(O)OC,102.031694052,3,1,-0.484,True,False
O=CCC(=O)OC,102.031694052,3,0,-0.25160000000000005,True,False
OC=CC(=O)OC,102.031694052,3,1,0.23109999999999992,True,False
O=CC=C(O)OC,102.031694052,3,1,0.23109999999999992,True,False
OC=C=C(O)OC,102.031694052,3,2,0.7028,True,False
O=C=CC(O)OC,102.031694052,3,1,-0.661,True,False
OC#CC(O)OC,102.031694052,3,2,-0.7154,True,False
O=COC(=O)CC,102.03169405199999,3,0,0.09599999999999986,True,False
OCOC(=O)C=C,102.03169405199999,3,1,-0.3346,True,False
O=COC(O)=CC,102.03169405199999,3,1,0.5787,True,False
OCOC(O)=C=C,102.03169405199999,3,2,0.13709999999999994,True,False
O=COC(O)C=C,102.03169405199999,3,1,-0.33620000000000005,True,False
OCOC(O)C#C,102.03169405199999,3,2,-1.0956000000000001,True,False
C=COC(=C)OO,102.031694052,3,1,1.1073,True,False
C#COC(C)OO,102.031694052,3,1,0.42929999999999996,True,False
O=CCC(=C)OO,102.031694052,3,1,0.5787,True,False
OC=CC(=C)OO,102.031694052,3,2,1.0614,True,False
O=CC=C(C)OO,102.031694052,3,1,0.5787,True,False
OC=C=C(C)OO,102.031694052,3,2,1.0504,True,False
O=C=CC(C)OO,102.031694052,3,1,0.2522999999999999,True,False
OC#CC(C)OO,102.031694052,3,2,0.1978999999999999,True,False
O=COC(=C)CO,102.031694052,3,1,-0.33460000000000006,True,False
OCOC(=C)C=O,102.031694052,3,1,-0.3346,True,False
O=COC(C)=CO,102.031694052,3,1,0.5787,True,False
OCOC(C)=C=O,102.031694052,3,1,-0.3118000000000001,True,False
O=COC(C)C=O,102.031694052,3,0,-0.2532000000000001,True,False
C=CCC(=O)OO,102.031694052,3,1,0.5787,True,False
CC=CC(=O)OO,102.031694052,3,1,0.5787,True,False
C=CC=C(O)OO,102.031694052,3,2,1.0614,True,False
CC=C=C(O)OO,102.031694052,3,2,1.0504,True,False
C=C=CC(O)OO,102.031694052,3,2,0.1354999999999999,True,False
C#CCC(O)OO,102.031694052,3,2,-0.18230000000000002,True,False
CC#CC(O)OO,102.031694052,3,2,-0.18230000000000002,True,False
C=COC(=O)CO,102.031694052,3,1,-0.33460000000000006,True,False
CCOC(=O)C=O,102.031694052,3,0,-0.25160000000000005,True,False
C=COC(O)=CO,102.031694052,3,2,1.0614,True,False
CCOC(O)=C=O,102.031694052,3,1,0.25389999999999996,True,False
C=COC(O)C=O,102.031694052,3,1,-0.3362,True,False
C#COC(O)CO,102.031694052,3,2,-1.0956000000000001,True,False
O=CCC(=O)CO,102.031694052,3,1,-0.8632000000000002,True,False
OC=CC(=O)CO,102.031694052,3,2,-0.3805,True,False
OCCC(=O)C=O,102.031694052,3,1,-0.8632000000000002,True,False
O=CC=C(O)CO,102.031694052,3,2,-0.38050000000000006,True,False
OC=C=C(O)CO,102.031694052,3,3,0.09119999999999989,True,False
OCC=C(O)C=O,102.031694052,3,2,-0.38050000000000006,True,False
O=CCC(O)=CO,102.031694052,3,2,0.5327999999999999,True,False
OC=CC(O)=CO,102.031694052,3,3,1.0154999999999998,True,False
OCCC(O)=C=O,102.031694052,3,2,-0.35769999999999996,True,False
O=C=CC(O)CO,102.031694052,3,2,-1.2726000000000002,True,False
O=CCC(O)C=O,102.031694052,3,1,-0.8648,True,False
OC=CC(O)C=O,102.031694052,3,2,-0.3821000000000001,True,False
OC#CC(O)CO,102.031694052,3,3,-1.327,True,False
OOOC(=C)C=C,102.03169405199999,3,1,1.1073,True,False
OOOC(C)=C=C,102.03169405199999,3,1,1.0962999999999998,True,False
OOOC(C)C#C,102.03169405199999,3,1,0.42929999999999996,True,False
COOC(=O)C=C,102.03169405199999,3,0,0.2769999999999999,True,False
COOC(O)=C=C,102.03169405199999,3,1,0.7486999999999999,True,False
COOC(O)C#C,102.03169405199999,3,1,-0.484,True,False
OOCC(=O)C=C,102.03169405199999,3,1,0.23110000000000003,True,False
OOC=C(O)C=C,102.03169405199999,3,2,1.0614,True,False
OOCC(O)=C=C,102.03169405199999,3,2,0.7028,True,False
OOCC(O)C#C,102.03169405199999,3,2,-0.5299,True,False
COOC(=C)C=O,102.031694052,3,0,0.27699999999999997,True,False
COOC(C)=C=O,102.031694052,3,0,0.29979999999999996,True,False
OOCC(=C)C=O,102.031694052,3,1,0.23110000000000003,True,False
OOC=C(C)C=O,102.031694052,3,1,0.5787,True,False
OOCC(C)=C=O,102.031694052,3,1,0.25389999999999996,True,False
COCC(=O)C=O,102.031694052,3,0,-0.5992,True,False
COC=C(O)C=O,102.031694052,3,1,0.23110000000000003,True,False
COCC(O)=C=O,102.031694052,3,1,-0.09369999999999995,True,False
OC(=O)C(=C)OC,102.031694052,2,1,0.23110000000000003,True,False
CC(=O)C(=O)OC,102.031694052,3,0,-0.25160000000000005,True,False
C=C(O)C(=O)OC,102.031694052,3,1,0.23109999999999992,True,False
OC(O)=C(O)C=C,102.03169405199999,3,3,1.0155,True,False
OC(=O)C(=O)CC,102.03169405199999,2,1,0.05009999999999981,True,False
OC(O)C(=O)C=C,102.03169405199999,3,2,-0.9478000000000002,True,False
OC(=O)C(O)=CC,102.03169405199999,2,2,0.5328,True,False
OC(O)C(O)=C=C,102.03169405199999,3,3,-0.47609999999999997,True,False
OC(=O)C(O)C=C,102.03169405199999,2,2,-0.3820999999999999,True,False
OC(O)C(O)C#C,102.03169405199999,3,3,-1.7088000000000003,True,False
CC(=O)C(=C)OO,102.031694052,3,1,0.5787,True,False
C=C(O)C(=C)OO,102.031694052,3,2,1.0614,True,False
OC(O)=C(C)C=O,102.031694052,3,2,0.5328,True,False
OC(=O)C(=C)CO,102.031694052,2,2,-0.3805,True,False
OC(O)C(=C)C=O,102.031694052,3,2,-0.9478000000000002,True,False
OC(=O)C(C)=CO,102.031694052,2,2,0.5328,True,False
OC(O)C(C)=C=O,102.031694052,3,2,-0.925,True,False
OC(=O)C(C)C=O,102.031694052,2,1,-0.09399999999999986,True,False
CC(=C)C(=O)OO,102.031694052,3,1,0.5787,True,False
CC(O)=C(O)C=O,102.031694052,3,2,0.5328,True,False
CC(=O)C(=O)CO,102.031694052,3,1,-0.8632000000000002,True,False
C=C(O)C(=O)CO,102.031694052,3,2,-0.38050000000000006,True,False
CC(O)C(=O)C=O,102.031694052,3,1,-0.8648000000000002,True,False
CC(=O)C(O)=CO,102.031694052,3,2,0.5327999999999999,True,False
C=C(O)C(O)=CO,102.031694052,3,3,1.0154999999999998,True,False
CC(O)C(O)=C=O,102.031694052,3,2,-0.3593,True,False
CC(=O)C(O)C=O,102.031694052,3,1,-0.8648,True,False
C=C(O)C(O)C=O,102.031694052,3,2,-0.3821000000000001,True,False
OC1(OC)OC=C1,102.03169405199999,3,1,-0.17720000000000002,True,False
OC1(C=C)OCO1,102.031694052,3,1,-0.17720000000000002,True,False
CC1(OO)OC=C1,102.031694052,3,1,0.7360999999999999,True,False
CC1(C=O)OCO1,102.031694052,3,0,-0.09420000000000006,True,False
OC1(OO)C=CC1,102.03169405199999,3,2,0.1245,True,False
OC1(CO)OC=C1,102.031694052,3,2,-0.7888,True,False
OC1(C=O)OCC1,102.031694052,3,1,-0.7058000000000002,True,False
CC1(C=C)OOO1,102.031694052,3,0,0.7819999999999999,True,False
OC1(C=C)OOC1,102.031694052,3,1,-0.17720000000000002,True,False
CC1(C=O)OOC1,102.031694052,3,0,-0.09420000000000006,True,False
OC1(C=O)COC1,102.031694052,3,1,-1.0534000000000001,True,False
O=COC1(O)CC1,102.03169405199999,3,1,-0.3582000000000001,True,False
OCOC1(O)C=C1,102.03169405199999,3,2,-0.7888000000000002,True,False
C=COC1(C)OO1,102.031694052,3,0,0.7819999999999999,True,False
O=CCC1(C)OO1,102.031694052,3,0,0.25339999999999996,True,False
OC=CC1(C)OO1,102.031694052,3,1,0.7361,True,False
O=COC1(C)OC1,102.031694052,3,0,-0.09420000000000006,True,False
C=CCC1(O)OO1,102.031694052,3,1,0.17039999999999994,True,False
CC=CC1(O)OO1,102.031694052,3,1,0.17040000000000005,True,False
C=COC1(O)OC1,102.031694052,3,1,-0.17720000000000008,True,False
O=CCC1(O)OC1,102.031694052,3,1,-0.7058,True,False
OC=CC1(O)OC1,102.031694052,3,2,-0.22310000000000008,True,False
OOOC1(C)C=C1,102.03169405199999,3,1,0.7361,True,False
COOC1(O)C=C1,102.03169405199999,3,1,-0.17719999999999997,True,False
OOCC1(O)C=C1,102.03169405199999,3,2,-0.22310000000000008,True,False
O=C1C(OC)(C)O1,102.031694052,3,0,-0.09420000000000006,True,False
C=C1C(OC)(O)O1,102.031694052,3,1,-0.17719999999999997,True,False
O=C1C(OC)(O)C1,102.031694052,3,1,-0.7058000000000002,True,False
OC=1C(OC)(O)C1,102.031694052,3,2,-0.22310000000000008,True,False
O=C1C(CC)(O)O1,102.031694052,3,1,-0.3582,True,False
OC1C(C=C)(O)O1,102.031694052,3,2,-0.7904,True,False
C=C1C(OO)(C)O1,102.031694052,3,1,0.7361,True,False
O=C1C(OO)(C)C1,102.031694052,3,1,0.20749999999999996,True,False
OC=1C(OO)(C)C1,102.031694052,3,2,0.6901999999999999,True,False
O=C1C(CO)(C)O1,102.031694052,3,1,-0.7058,True,False
OC1C(C=O)(C)O1,102.031694052,3,1,-0.7074,True,False
C=C1C(OO)(O)C1,102.031694052,3,2,0.12449999999999994,True,False
CC=1C(OO)(O)C1,102.031694052,3,2,0.12450000000000006,True,False
C=C1C(CO)(O)O1,102.031694052,3,2,-0.7888000000000002,True,False
CC1C(C=O)(O)O1,102.031694052,3,1,-0.7074,True,False
O=C1C(CO)(O)C1,102.031694052,3,2,-1.3174000000000001,True,False
OC=1C(CO)(O)C1,102.031694052,3,3,-0.8347,True,False
OC1C(C=O)(O)C1,102.031694052,3,2,-1.3190000000000004,True,False
OC(=O)C1(O)CC1,102.03169405199999,2,2,-0.4041000000000001,True,False
OC(O)C1(O)C=C1,102.03169405199999,3,3,-1.4020000000000004,True,False
CC(=O)C1(C)OO1,102.031694052,3,0,0.25339999999999996,True,False
C=C(O)C1(C)OO1,102.031694052,3,1,0.7361,True,False
OC(=O)C1(C)OC1,102.031694052,2,1,-0.1400999999999999,True,False
CC(=C)C1(O)OO1,102.031694052,3,1,0.17040000000000005,True,False
CC(=O)C1(O)OC1,102.031694052,3,1,-0.7058,True,False
C=C(O)C1(O)OC1,102.031694052,3,2,-0.22310000000000008,True,False
OC(C1C=C1)(O)O,102.031694052,3,3,-1.1969,True,False
OC(C1=CC1)(O)O,102.031694052,3,3,-1.0528000000000002,True,False
CC(C=1OC1)(O)O,102.031694052,3,2,-0.44120000000000004,True,False
OC1OC(O)=CC1,102.03169405199999,3,2,0.1245,True,False
OC1OC(=O)CC1,102.03169405199999,3,1,-0.3582000000000001,True,False
OC1OC(O)C=C1,102.03169405199999,3,2,-0.7904,True,False
CC1OC(=C)OO1,102.031694052,3,0,0.7819999999999999,True,False
OC1OC(=C)OC1,102.031694052,3,1,-0.17720000000000002,True,False
O=C1OC(C)OC1,102.031694052,3,0,-0.09420000000000006,True,False
OC=1OC(C)OC1,102.031694052,3,1,0.7361,True,False
CC1CC(=O)OO1,102.031694052,3,0,0.25339999999999996,True,False
CC1C=C(O)OO1,102.031694052,3,1,0.7361,True,False
C=C1CC(O)OO1,102.031694052,3,1,0.17039999999999994,True,False
CC1=CC(O)OO1,102.031694052,3,1,0.17040000000000005,True,False
CC1OC(=O)OC1,102.031694052,3,0,0.5417000000000001,True,False
C=C1OC(O)OC1,102.031694052,3,1,-0.17720000000000008,True,False
CC=1OC(O)OC1,102.031694052,3,1,0.17039999999999994,True,False
OC1CC(=O)OC1,102.031694052,3,1,-0.7058000000000002,True,False
OC1C=C(O)OC1,102.031694052,3,2,-0.22310000000000013,True,False
O=C1CC(O)OC1,102.031694052,3,1,-0.7058,True,False
OC1=CC(O)OC1,102.031694052,3,2,-0.22310000000000008,True,False
OC=1CC(O)OC1,102.031694052,3,2,0.12449999999999994,True,False
OC12OC(C2C)O1,102.031694052,3,1,-0.3449,True,False
CC12OC(C2O)O1,102.031694052,3,1,-0.55,True,False
OC12OC(C2O)C1,102.031694052,3,2,-1.1616000000000004,True,False
OC1OC2(O)CC12,102.03169405199999,3,2,-0.9564999999999999,True,False
OC1OC2(C)OC12,102.031694052,3,1,-0.55,True,False
CC1OC2(O)OC12,102.031694052,3,1,-0.55,True,False
OC1CC2(O)OC12,102.031694052,3,2,-1.1616000000000002,True,False
CC12COC(O2)O1,102.031694052,3,0,0.06319999999999992,True,False
OC12COC(C2)O1,102.031694052,3,1,-0.5484,True,False
OC12CCC(O2)O1,102.031694052,3,1,-0.2008000000000001,True,False
CC12OOC(C2)O1,102.031694052,3,0,0.41079999999999994,True,False
CC12OCC(O2)O1,102.031694052,3,0,0.06319999999999992,True,False
OC12OOC(C2)C1,102.03169405199999,3,1,-0.2008000000000001,True,False
OC12OCC(C2)O1,102.031694052,3,1,-0.5484,True,False
OC12C(C2C)(O)O1,102.031694052,3,2,-0.9565000000000001,True,False
CC12C(C2O)(O)O1,102.031694052,3,2,-1.1616,True,False
OC12C(C2O)(O)C1,102.031694052,3,3,-1.7732,True,False
OC1(O)C2(O)CC12,102.03169405199999,3,3,-1.5681000000000005,True,False
OC1(O)C2(C)OC12,102.031694052,3,2,-1.1616000000000002,True,False
CC1(O)C2(O)OC12,102.031694052,3,2,-1.1616000000000002,True,False
OC12C(O1)(O)CC2,102.031694052,3,2,-0.8124,True,False
CC12C(O1)(C)OO2,102.031694052,3,0,0.41079999999999994,True,False
OC12C(O1)(C)OC2,102.031694052,3,1,-0.5484,True,False
CC12C(C1)(O)OO2,102.031694052,3,1,-0.20080000000000003,True,False
CC12C(O1)(O)OC2,102.031694052,3,1,-0.5484,True,False
OC12C(C1)(O)OC2,102.031694052,3,2,-1.1600000000000001,True,False
C=C1OC(OC)O1,102.031694052,3,0,0.43439999999999995,True,False
OC1OC(OC)=C1,102.03169405199999,3,1,-0.17720000000000002,True,False
O=C1OC(OC)C1,102.03169405199999,3,0,-0.09420000000000006,True,False
OC=1OC(OC)C1,102.03169405199999,3,1,0.3885,True,False
OC1OC(=CC)O1,102.031694052,3,1,0.17040000000000005,True,False
O=C1OC(CC)O1,102.031694052,3,0,0.8893,True,False
OC1OC(C=C)O1,102.031694052,3,1,-0.17880000000000007,True,False
CC1OC(OO)=C1,102.031694052,3,1,0.7361,True,False
C=C1OC(OO)C1,102.031694052,3,1,0.7361,True,False
CC=1OC(OO)C1,102.031694052,3,1,0.7361,True,False
CC1OC(=CO)O1,102.031694052,3,1,0.7361,True,False
C=C1OC(CO)O1,102.031694052,3,1,-0.17720000000000008,True,False
CC1OC(C=O)O1,102.031694052,3,0,-0.09580000000000011,True,False
OC1C=C(OO)C1,102.031694052,3,2,0.1245,True,False
O=C1CC(OO)C1,102.031694052,3,1,0.20749999999999996,True,False
OC1=CC(OO)C1,102.031694052,3,2,0.6901999999999999,True,False
OC1OC(CO)=C1,102.031694052,3,2,-0.7888,True,False
OC1OC(=CO)C1,102.031694052,3,2,0.1245,True,False
O=C1OC(CO)C1,102.031694052,3,1,-0.7058000000000002,True,False
OC=1OC(CO)C1,102.031694052,3,2,-0.22309999999999997,True,False
OC1OC(C=O)C1,102.031694052,3,1,-0.7074,True,False
OC(O)OC1=CC1,102.03169405199999,3,2,-0.44120000000000004,True,False
OC(=O)OC1CC1,102.03169405199999,2,1,0.8433999999999999,True,False
OC(O)OC1C=C1,102.03169405199999,3,2,-0.7904000000000002,True,False
CC(=C)OC1OO1,102.031694052,3,0,0.782,True,False
CC(O)C=C1OO1,102.031694052,3,1,0.17039999999999994,True,False
CC(=O)CC1OO1,102.031694052,3,0,0.25339999999999996,True,False
C=C(O)CC1OO1,102.031694052,3,1,0.7361,True,False
CC(O)=CC1OO1,102.031694052,3,1,0.7361,True,False
CC(O)OC=1OC1,102.031694052,3,1,0.17039999999999994,True,False
CC(=O)OC1OC1,102.031694052,3,0,-0.09420000000000006,True,False
C=C(O)OC1OC1,102.031694052,3,1,0.3884999999999999,True,False
OC(O)C=C1OC1,102.031694052,3,2,-0.7888000000000002,True,False
OC(O)CC=1OC1,102.031694052,3,2,-0.44120000000000004,True,False
OC(=O)CC1OC1,102.031694052,2,1,-0.1400999999999999,True,False
OC(O)=CC1OC1,102.031694052,3,2,0.3426,True,False
COC12OC(C2)O1,102.031694052,3,0,0.06320000000000003,True,False
CCC12OC(O2)O1,102.031694052,3,0,0.41079999999999994,True,False
OOC12OC(C2)C1,102.03169405199999,3,1,0.36489999999999995,True,False
OCC12OC(C2)O1,102.031694052,3,1,-0.5484,True,False
OC1OC2(O1)CC2,102.03169405199999,3,1,-0.2008000000000001,True,False
CC1OC2(C1)OO2,102.031694052,3,0,0.41079999999999994,True,False
CC1OC2(O1)OC2,102.031694052,3,0,0.06319999999999992,True,False
OC1CC2(C1)OO2,102.031694052,3,1,-0.2008000000000001,True,False
OC1OC2(C1)OC2,102.031694052,3,1,-0.5484,True,False
CC12C(OC)(O2)O1,102.031694052,3,0,0.06319999999999992,True,False
OC12C(OC)(C2)O1,102.031694052,3,1,-0.5484,True,False
OC12C(CC)(O2)O1,102.031694052,3,1,-0.2008000000000001,True,False
CC12C(OO)(C2)O1,102.031694052,3,1,0.36489999999999995,True,False
CC12C(CO)(O2)O1,102.031694052,3,1,-0.5484,True,False
OC12C(OO)(C2)C1,102.031694052,3,2,-0.24669999999999992,True,False
OC12C(CO)(C2)O1,102.031694052,3,2,-1.1600000000000001,True,False
OC1(O)C2(O1)CC2,102.03169405199999,3,2,-0.8124000000000002,True,False
CC1(C)C2(O1)OO2,102.031694052,3,0,0.41079999999999994,True,False
CC1(O)C2(C1)OO2,102.031694052,3,1,-0.20080000000000003,True,False
CC1(O)C2(O1)OC2,102.031694052,3,1,-0.5484,True,False
OC1(O)C2(C1)OC2,102.031694052,3,2,-1.1600000000000001,True,False
OC1(O)OC2CC12,102.03169405199999,3,2,-0.9565000000000001,True,False
CC1(O)OC2OC12,102.031694052,3,1,-0.55,True,False
OC1(O)CC2OC12,102.031694052,3,2,-1.1616000000000002,True,False
OC1C2C(C12)(O)O,102.031694052,3,3,-1.7122000000000002,True,False
OC1(O)C2OC1C2,102.03169405199999,3,2,-1.1616000000000004,True,False
CC1(O)C2OC1O2,102.031694052,3,1,-0.55,True,False
CC1(O)C2OOC12,102.031694052,3,1,-0.55,True,False
OC1(O)C2COC12,102.031694052,3,2,-1.3041000000000003,True,False
C=C1OCOCO1,102.031694052,3,0,0.43599999999999994,True,False
O=C1OCOCC1,102.03169405199999,3,0,-0.09260000000000002,True,False
OC=1OCOCC1,102.03169405199999,3,1,0.39009999999999995,True,False
OC1OCOC=C1,102.03169405199999,3,1,-0.17720000000000002,True,False
O=C1OCCCO1,102.031694052,3,0,0.5433,True,False
OC1OC=CCO1,102.031694052,3,1,-0.17720000000000002,True,False
C=C1COOCO1,102.031694052,3,0,0.436,True,False
CC1=COOCO1,102.031694052,3,0,0.7836000000000001,True,False
C=C1OOOCC1,102.031694052,3,0,0.7836,True,False
CC=1OOOCC1,102.031694052,3,0,0.7836,True,False
CC1OOOC=C1,102.031694052,3,0,0.7819999999999999,True,False
C=C1OOCCO1,102.031694052,3,0,0.43599999999999994,True,False
CC1OOC=CO1,102.031694052,3,0,0.7819999999999999,True,False
O=C1COOCC1,102.031694052,3,0,-0.09260000000000002,True,False
OC1=COOCC1,102.031694052,3,1,0.7377,True,False
OC=1COOCC1,102.031694052,3,1,0.39009999999999995,True,False
OC1COOC=C1,102.031694052,3,1,-0.17720000000000002,True,False
O=C1COCCO1,102.031694052,3,0,-0.4401999999999999,True,False
OC1=COCCO1,102.031694052,3,1,0.39009999999999995,True,False
OC1COC=CO1,102.031694052,3,1,-0.17720000000000002,True,False
O=C1OOCCC1,102.03169405199999,3,0,0.255,True,False
OC=1OOCCC1,102.03169405199999,3,1,0.7376999999999999,True,False
OC1OOCC=C1,102.03169405199999,3,1,-0.17720000000000002,True,False
OC1OOC=CC1,102.03169405199999,3,1,0.17040000000000005,True,False
C=C1COOOC1,102.031694052,3,0,0.436,True,False
CC1=COOOC1,102.031694052,3,0,0.7836,True,False
C=C1OOCOC1,102.031694052,3,0,0.43599999999999994,True,False
CC=1OOCOC1,102.031694052,3,0,0.7836,True,False
O=C1COCOC1,102.031694052,3,0,-0.4401999999999999,True,False
OC1=COCOC1,102.031694052,3,1,0.39009999999999995,True,False
