SMILES,MW,HBA,HBD,LogP,lipinski_valid,Error,Fragments
OC1CC(OO)C1,104.047344116,3,2,-0.0006999999999999,True,False,"['[3*]OO', '[15*]C1CC(O)C1']"
OC1OC(CO)C1,104.047344116,3,2,-0.914,True,False,"['[13*]C1CC(O)O1', '[8*]CO']"
OC(O)OC1CC1,104.047344116,3,2,-0.5664000000000002,True,False,"['[15*]C1CC1', '[3*]OC(O)O']"
CC(C)OC1OO1,104.047344116,3,0,0.6567999999999999,True,False,"['[4*]C(C)C', '[3*]O[3*]', '[13*]C1OO1']"
CC(O)CC1OO1,104.047344116,3,1,0.0451999999999999,True,False,"['[13*]C1OO1', '[8*]CC(C)O']"
CC(O)OC1OC1,104.047344116,3,1,-0.3024,True,False,"['[4*]C(C)O', '[3*]O[3*]', '[13*]C1CO1']"
OC(O)CC1OC1,104.047344116,3,2,-0.914,True,False,"['[8*]CC(O)O', '[13*]C1CO1']"
CC1OCOCO1,104.047344116,3,0,0.3107999999999999,True,False,['CC1OCOCO1']
OC1OCOCC1,104.047344116,3,1,-0.3007999999999999,True,False,['OC1CCOCO1']
OC1OCCCO1,104.047344116,3,1,-0.3007999999999999,True,False,['OC1OCCCO1']
CC1COOCO1,104.047344116,3,0,0.3107999999999999,True,False,['CC1COOCO1']
CC1OOOCC1,104.047344116,3,0,0.6584,True,False,['CC1CCOOO1']
CC1OOCCO1,104.047344116,3,0,0.3107999999999999,True,False,['CC1OCCOO1']
OC1COOCC1,104.047344116,3,1,-0.3007999999999999,True,False,['OC1CCOOC1']
OC1COCCO1,104.047344116,3,1,-0.6484000000000001,True,False,['OC1COCCO1']
OC1OOCCC1,104.047344116,3,1,0.0467999999999999,True,False,['OC1CCCOO1']
CC1COOOC1,104.047344116,3,0,0.5159,True,False,['CC1COOOC1']
CC1OOCOC1,104.047344116,3,0,0.3107999999999999,True,False,['CC1COCOO1']
OC1COCOC1,104.047344116,3,1,-0.6484000000000001,True,False,['OC1COCOC1']
CC1C(O)OCO1,104.047344116,3,1,-0.3024,True,False,['CC1OCOC1O']
OC1C(O)OCC1,104.047344116,3,2,-0.914,True,False,['OC1CCOC1O']
CC1C(C)OOO1,104.047344116,3,0,0.6567999999999999,True,False,['CC1OOOC1C']
CC1C(O)COO1,104.047344116,3,1,-0.3024,True,False,['CC1OOCC1O']
OC1C(O)COC1,104.047344116,3,2,-1.2616,True,False,['OC1COCC1O']
CC1C(O)OOC1,104.047344116,3,1,-0.0973,True,False,['CC1COOC1O']
OC1C(C)C(O)O1,104.047344116,3,2,-0.7105000000000001,True,False,['CC1C(O)OC1O']
CC1C(O)C(O)O1,104.047344116,3,2,-0.9156,True,False,['CC1OC(O)C1O']
OC1C(O)C(O)C1,104.047344116,3,3,-1.5272000000000003,True,False,['OC1CC(O)C1O']
CCOC1OCO1,104.047344116,3,0,0.3107999999999999,True,False,"['[3*]O[3*]', '[4*]CC', '[13*]C1OCO1']"
OCCC1OCO1,104.047344116,3,1,-0.3008000000000002,True,False,"['[8*]CCO', '[13*]C1OCO1']"
OCOC1OCC1,104.047344116,3,1,-0.3007999999999999,True,False,"['[3*]OCO', '[13*]C1CCO1']"
CCCC1OOO1,104.047344116,3,0,1.006,True,False,"['[13*]C1OOO1', '[8*]CCC']"
CCOC1OOC1,104.047344116,3,0,0.3107999999999999,True,False,"['[13*]C1COO1', '[3*]O[3*]', '[4*]CC']"
OCCC1OOC1,104.047344116,3,1,-0.3008000000000002,True,False,"['[13*]C1COO1', '[8*]CCO']"
OCOC1COC1,104.047344116,3,1,-0.6484000000000001,True,False,"['[3*]OCO', '[15*]C1COC1']"
COCC1OCO1,104.047344116,3,0,-0.0367999999999999,True,False,"['[3*]OC', '[13*]C1OCO1', '[4*]C[8*]']"
COOC1OCC1,104.047344116,3,0,0.3107999999999999,True,False,"['[3*]OOC', '[13*]C1CCO1']"
OOCC1OCC1,104.047344116,3,1,0.2648999999999999,True,False,"['[3*]OO', '[13*]C1CCO1', '[4*]C[8*]']"
OOOC1CCC1,104.047344116,3,1,0.9601,True,False,"['[15*]C1CCC1', '[3*]OOO']"
COCC1OOC1,104.047344116,3,0,-0.0367999999999999,True,False,"['[3*]OC', '[13*]C1COO1', '[4*]C[8*]']"
COOC1COC1,104.047344116,3,0,-0.0367999999999999,True,False,"['[15*]C1COC1', '[3*]OOC']"
OOCC1COC1,104.047344116,3,1,0.1224,True,False,"['[15*]C1COC1', '[3*]OO', '[4*]C[8*]']"
OC1C(O1)OCC,104.047344116,3,1,-0.3024,True,False,"['[13*]C1OC1O', '[3*]O[3*]', '[4*]CC']"
OC1C(O1)CCO,104.047344116,3,2,-0.914,True,False,"['[13*]C1OC1O', '[8*]CCO']"
CC1C(O1)OCO,104.047344116,3,1,-0.3024,True,False,"['[3*]OCO', '[13*]C1OC1C']"
OC1C(C1)OCO,104.047344116,3,2,-0.914,True,False,"['[3*]OCO', '[15*]C1CC1O']"
OC1C(O1)COC,104.047344116,3,1,-0.6500000000000001,True,False,"['[3*]OC', '[13*]C1OC1O', '[4*]C[8*]']"
CC1C(O1)OOC,104.047344116,3,0,0.3091999999999999,True,False,"['[3*]OOC', '[13*]C1OC1C']"
OC1C(C1)OOC,104.047344116,3,1,-0.3024,True,False,"['[15*]C1CC1O', '[3*]OOC']"
CC1C(O1)COO,104.047344116,3,1,0.2632999999999999,True,False,"['[13*]C1OC1C', '[3*]OO', '[4*]C[8*]']"
OC1C(C1)COO,104.047344116,3,2,-0.1432,True,False,"['[15*]C1CC1O', '[3*]OO', '[4*]C[8*]']"
CC1C(C1)OOO,104.047344116,3,1,0.8160000000000001,True,False,"['[15*]C1CC1C', '[3*]OOO']"
OC(O)C1OCC1,104.047344116,3,2,-0.914,True,False,"['[8*]C(O)O', '[13*]C1CCO1']"
CC(O)C1OCO1,104.047344116,3,1,-0.3024,True,False,"['[8*]C(C)O', '[13*]C1OCO1']"
OC(O)C1COC1,104.047344116,3,2,-1.0565000000000002,True,False,"['[15*]C1COC1', '[8*]C(O)O']"
CC(O)C1OOC1,104.047344116,3,1,-0.3024,True,False,"['[13*]C1COO1', '[8*]C(C)O']"
CC(C)C1OOO1,104.047344116,3,0,0.8619,True,False,"['[13*]C1OOO1', '[8*]C(C)C']"
OC1C(O1)C(O)C,104.047344116,3,2,-0.9156000000000004,True,False,"['[13*]C1OC1O', '[8*]C(C)O']"
CC1C(O1)C(O)O,104.047344116,3,2,-0.9156000000000002,True,False,"['[13*]C1OC1C', '[8*]C(O)O']"
OC1C(C1)C(O)O,104.047344116,3,3,-1.3221,True,False,"['[15*]C1CC1O', '[8*]C(O)O']"
COC(OC)=CO,104.047344116,3,1,0.6361000000000001,True,False,['COC(=CO)OC']
COC(OC)C=O,104.047344116,3,0,-0.1958000000000002,True,False,"['[3*]OC', '[4*]C([4*])C=O']"
CC=C(OC)OO,104.047344116,3,1,0.9837,True,False,['CC=C(OC)OO']
C=CC(OC)OO,104.047344116,3,1,0.6345000000000001,True,False,"['[3*]OC', '[4*]C([4*])C=C', '[3*]OO']"
COC(CO)=CO,104.047344116,3,2,0.0245,True,False,['COC(=CO)CO']
COC(CO)C=O,104.047344116,3,1,-0.8074000000000001,True,False,"['[3*]OC', '[4*]C(C=O)CO']"
CCC(=CO)OO,104.047344116,3,2,1.2854,True,False,['CCC(=CO)OO']
CC=C(CO)OO,104.047344116,3,2,0.3721,True,False,"['[7*]CC', '[7*]C(CO)OO']"
CCC(C=O)OO,104.047344116,3,1,0.4534999999999999,True,False,"['[4*]C(C=O)CC', '[3*]OO']"
C=CC(CO)OO,104.047344116,3,2,0.0228999999999999,True,False,"['[4*]C(C=C)CO', '[3*]OO']"
OCC(CO)=CO,104.047344116,3,3,-0.5871,True,False,['OC=C(CO)CO']
OCC(CO)C=O,104.047344116,3,2,-1.2139000000000002,True,False,['O=CC(CO)CO']
CCC1(OC)OO1,104.047344116,3,0,0.6584,True,False,"['[3*]OC', '[4*]C1([13*])OO1', '[13*]C1([13*])OO1', '[8*]CC']"
COC1(OC)OC1,104.047344116,3,0,-0.0367999999999999,True,False,"['[3*]OC', '[13*]C1([13*])CO1']"
COC1(OO)CC1,104.047344116,3,1,0.6125,True,False,"['[3*]OC', '[15*]C1([15*])CC1', '[3*]OO']"
CCC1(CO)OO1,104.047344116,3,1,0.0468,True,False,"['[13*]C1([13*])OO1', '[8*]CC', '[8*]CO']"
COC1(CO)OC1,104.047344116,3,1,-0.6484000000000001,True,False,"['[3*]OC', '[4*]C1([13*])CO1', '[13*]C1([13*])CO1', '[8*]CO']"
CCC1(OO)OC1,104.047344116,3,1,0.6125,True,False,"['[13*]C1([13*])CO1', '[4*]C1([13*])CO1', '[3*]OO', '[8*]CC']"
OCC1(OO)CC1,104.047344116,3,2,0.0008999999999998,True,False,"['[4*]C1([15*])CC1', '[15*]C1([15*])CC1', '[3*]OO', '[8*]CO']"
OCC1(CO)OC1,104.047344116,3,2,-1.2600000000000002,True,False,"['[13*]C1([13*])CO1', '[8*]CO']"
COCC=COO,104.047344116,3,1,0.6361000000000001,True,False,"['[3*]OC', '[4*]CC=COO']"
COC=CCOO,104.047344116,3,1,0.6361000000000001,True,False,"['[3*]OO', '[4*]CC=COC']"
COCOC=CO,104.047344116,3,1,0.6361000000000001,True,False,['COCOC=CO']
COCOCC=O,104.047344116,3,0,-0.1941999999999999,True,False,"['[3*]OCOC', '[4*]CC=O']"
CC=COCOO,104.047344116,3,1,0.9837,True,False,['CC=COCOO']
C=CCOCOO,104.047344116,3,1,0.6360999999999999,True,False,"['[4*]CC=C', '[3*]OCOO']"
OCCC=COO,104.047344116,3,2,0.3720999999999999,True,False,['OCCC=COO']
OCC=CCOO,104.047344116,3,2,0.0244999999999999,True,False,"['[4*]CC[7*]', '[7*]CCO', '[3*]OO']"
OC=CCCOO,104.047344116,3,2,0.9378,True,False,"['[3*]OO', '[4*]CCC=CO']"
O=CCCCOO,104.047344116,3,1,0.4551,True,False,"['[4*]CCCC=O', '[3*]OO']"
OCCOC=CO,104.047344116,3,2,0.0244999999999999,True,False,"['[4*]CCO', '[3*]OC=CO']"
OCCOCC=O,104.047344116,3,1,-0.8058000000000003,True,False,"['[4*]CCO', '[3*]O[3*]', '[4*]CC=O']"
COC=COOC,104.047344116,3,0,0.6819999999999999,True,False,['COC=COOC']
COCOOC=C,104.047344116,3,0,0.682,True,False,['C=COOCOC']
CC=COOOC,104.047344116,3,0,1.0295999999999998,True,False,['CC=COOOC']
C=CCOOOC,104.047344116,3,0,0.6819999999999999,True,False,"['[4*]CC=C', '[3*]OOOC']"
OOC=COCC,104.047344116,3,1,0.9837,True,False,"['[3*]OC=COO', '[4*]CC']"
OOCCOC=C,104.047344116,3,1,0.6360999999999999,True,False,"['[4*]CC[4*]', '[3*]OO', '[3*]OC=C']"
OCC=COOC,104.047344116,3,1,0.0704,True,False,['COOC=CCO']
OC=CCOOC,104.047344116,3,1,0.6360999999999999,True,False,"['[3*]OOC', '[4*]CC=CO']"
O=CCCOOC,104.047344116,3,0,0.1533999999999999,True,False,"['[3*]OOC', '[4*]CCC=O']"
OC=COOCC,104.047344116,3,1,0.9837,True,False,"['[3*]OOC=CO', '[4*]CC']"
OCCOOC=C,104.047344116,3,1,0.0704,True,False,"['[4*]CCO', '[3*]OOC=C']"
O=CCOOCC,104.047344116,3,0,0.1533999999999999,True,False,"['[4*]CC', '[3*]OO[3*]', '[4*]CC=O']"
COC=COCO,104.047344116,3,1,0.0704,True,False,['COC=COCO']
COCCOC=O,104.047344116,3,0,-0.1941999999999999,True,False,"['[3*]OC', '[3*]OC=O', '[4*]CC[4*]']"
CCC=COOO,104.047344116,3,1,1.3313,True,False,['CCC=COOO']
CC=CCOOO,104.047344116,3,1,0.9837,True,False,"['[7*]CC', '[3*]OOO', '[4*]CC[7*]']"
C=CCCOOO,104.047344116,3,1,0.9837,True,False,"['[3*]OOO', '[4*]CCC=C']"
CC=COOCO,104.047344116,3,1,0.418,True,False,['CC=COOCO']
CCCOOC=O,104.047344116,3,0,0.501,True,False,"['[3*]OOC=O', '[4*]CCC']"
C=CCOOCO,104.047344116,3,1,0.0703999999999999,True,False,"['[4*]CC=C', '[3*]OOCO']"
OCC=COCO,104.047344116,3,2,-0.5412000000000001,True,False,['OCC=COCO']
OC=CCOCO,104.047344116,3,2,0.0244999999999999,True,False,"['[3*]OCO', '[4*]CC=CO']"
OCCCOC=O,104.047344116,3,1,-0.4582000000000001,True,False,"['[3*]OC=O', '[4*]CCCO']"
O=CCCOCO,104.047344116,3,1,-0.4581999999999999,True,False,"['[3*]OCO', '[4*]CCC=O']"
C=COCOOC,104.047344116,3,0,0.6819999999999999,True,False,['C=COCOOC']
CCOOOC=C,104.047344116,3,0,1.0295999999999998,True,False,"['[4*]CC', '[3*]OOOC=C']"
CCOCOC=O,104.047344116,3,0,0.1533999999999999,True,False,"['[3*]OCOC=O', '[4*]CC']"
C=COCOCO,104.047344116,3,1,0.0703999999999999,True,False,['C=COCOCO']
OC1C(OC)OC1,104.047344116,3,1,-0.6500000000000001,True,False,"['[3*]OC', '[13*]C1OCC1O']"
CC1C(OO)OC1,104.047344116,3,1,0.4684,True,False,"['[3*]OO', '[13*]C1OCC1C']"
OC1C(OO)CC1,104.047344116,3,2,-0.0006999999999999,True,False,"['[15*]C1CCC1O', '[3*]OO']"
OC1C(CO)OC1,104.047344116,3,2,-1.2616,True,False,"['[13*]C1OCC1O', '[8*]CO']"
CC1C(OC)OO1,104.047344116,3,0,0.3091999999999999,True,False,"['[3*]OC', '[13*]C1OOC1C']"
OC1C(OC)CO1,104.047344116,3,1,-0.6500000000000001,True,False,"['[3*]OC', '[15*]C1COC1O']"
OC1C(CC)OO1,104.047344116,3,1,0.0451999999999999,True,False,"['[13*]C1OOC1O', '[8*]CC']"
CC1C(OO)CO1,104.047344116,3,1,0.2632999999999999,True,False,"['[3*]OO', '[15*]C1COC1C']"
CC1C(CO)OO1,104.047344116,3,1,-0.3024,True,False,"['[13*]C1OOC1C', '[8*]CO']"
OC1C(CO)CO1,104.047344116,3,2,-1.0565,True,False,"['[15*]C1COC1O', '[8*]CO']"
OCC1C(CO)O1,104.047344116,3,2,-1.2616,True,False,"['[13*]C1OC1[13*]', '[8*]CO']"
COC1C(OC)O1,104.047344116,3,0,-0.0383999999999999,True,False,"['[3*]OC', '[13*]C1OC1[13*]']"
OOC1C(CC)O1,104.047344116,3,1,0.6109,True,False,"['[3*]OO', '[13*]C1OC1[13*]', '[8*]CC']"
COC1C(OO)C1,104.047344116,3,1,0.2632999999999999,True,False,"['[3*]OC', '[3*]OO', '[15*]C1CC1[15*]']"
OOC1C(CO)C1,104.047344116,3,2,-0.1432000000000001,True,False,"['[3*]OO', '[15*]C1CC1[15*]', '[8*]CO']"
COC1C(CO)O1,104.047344116,3,1,-0.6500000000000001,True,False,"['[3*]OC', '[13*]C1OC1[13*]', '[8*]CO']"
COC1OCCO1,104.047344116,3,0,-0.0367999999999999,True,False,"['[3*]OC', '[13*]C1OCCO1']"
OOC1OCCC1,104.047344116,3,1,0.6125,True,False,"['[13*]C1CCCO1', '[3*]OO']"
OCC1OCCO1,104.047344116,3,1,-0.6484000000000001,True,False,"['[13*]C1OCCO1', '[8*]CO']"
COC1COOC1,104.047344116,3,0,-0.0367999999999999,True,False,"['[3*]OC', '[15*]C1COOC1']"
COC1CCOO1,104.047344116,3,0,0.3107999999999999,True,False,"['[3*]OC', '[13*]C1CCOO1']"
CCC1OOOC1,104.047344116,3,0,0.6584,True,False,"['[13*]C1COOO1', '[8*]CC']"
COC1OCOC1,104.047344116,3,0,-0.0367999999999999,True,False,"['[3*]OC', '[13*]C1COCO1']"
CCC1OCOO1,104.047344116,3,0,0.6584,True,False,"['[13*]C1OCOO1', '[8*]CC']"
OCC1COOC1,104.047344116,3,1,-0.4433,True,False,"['[15*]C1COOC1', '[8*]CO']"
OOC1CCOC1,104.047344116,3,1,0.2648999999999999,True,False,"['[3*]OO', '[15*]C1CCOC1']"
OCC1CCOO1,104.047344116,3,1,-0.3007999999999999,True,False,"['[13*]C1CCOO1', '[8*]CO']"
OCC1OCOC1,104.047344116,3,1,-0.6484000000000001,True,False,"['[13*]C1COCO1', '[8*]CO']"
OCC(C)C1OO1,104.047344116,3,1,-0.0973000000000001,True,False,"['[8*]C(C)CO', '[13*]C1OO1']"
CCC(O)C1OO1,104.047344116,3,1,0.0451999999999999,True,False,"['[13*]C1OO1', '[8*]C(O)CC']"
OCC(O)C1OC1,104.047344116,3,2,-1.2616,True,False,"['[8*]C(O)CO', '[13*]C1CO1']"
OOC(O)C1CC1,104.047344116,3,2,0.2044,True,False,"['[15*]C1CC1', '[3*]OO', '[4*]C([8*])O']"
COC(C)C1OO1,104.047344116,3,0,0.3091999999999999,True,False,"['[3*]OC', '[13*]C1OO1', '[4*]C([8*])C']"
OOC(C)C1OC1,104.047344116,3,1,0.2633000000000001,True,False,"['[3*]OO', '[13*]C1CO1', '[4*]C([8*])C']"
COC(O)C1OC1,104.047344116,3,1,-0.6500000000000001,True,False,"['[3*]OC', '[13*]C1CO1', '[4*]C([8*])O']"
OOCOC1CC1,104.047344116,3,1,0.6125,True,False,"['[15*]C1CC1', '[3*]OCOO']"
COCCC1OO1,104.047344116,3,0,0.3107999999999999,True,False,"['[3*]OC', '[13*]C1OO1', '[4*]CC[8*]']"
COCOC1OC1,104.047344116,3,0,-0.0367999999999999,True,False,"['[3*]OCOC', '[13*]C1CO1']"
CCCOC1OO1,104.047344116,3,0,0.6584,True,False,"['[3*]O[3*]', '[13*]C1OO1', '[4*]CCC']"
OOCCC1OC1,104.047344116,3,1,0.2648999999999999,True,False,"['[3*]OO', '[13*]C1CO1', '[4*]CC[8*]']"
OCCCC1OO1,104.047344116,3,1,0.0467999999999999,True,False,"['[8*]CCCO', '[13*]C1OO1']"
OCCOC1OC1,104.047344116,3,1,-0.6484000000000001,True,False,"['[4*]CCO', '[3*]O[3*]', '[13*]C1CO1']"
COOOC1CC1,104.047344116,3,0,0.6584,True,False,"['[3*]OOOC', '[15*]C1CC1']"
OOOCC1CC1,104.047344116,3,1,0.8175999999999999,True,False,"['[15*]C1CC1', '[3*]OOO', '[4*]C[8*]']"
OCOOC1CC1,104.047344116,3,1,0.0467999999999999,True,False,"['[15*]C1CC1', '[3*]OOCO']"
COOCC1OC1,104.047344116,3,0,-0.0367999999999999,True,False,"['[3*]OOC', '[13*]C1CO1', '[4*]C[8*]']"
CCOCC1OO1,104.047344116,3,0,0.3107999999999999,True,False,"['[3*]O[3*]', '[4*]CC', '[13*]C1OO1', '[4*]C[8*]']"
CCOOC1OC1,104.047344116,3,0,0.3107999999999999,True,False,"['[4*]CC', '[3*]OO[3*]', '[13*]C1CO1']"
OCOCC1OC1,104.047344116,3,1,-0.6484000000000001,True,False,"['[3*]OCO', '[13*]C1CO1', '[4*]C[8*]']"
OC1C(C1O)OC,104.047344116,3,2,-1.2632000000000003,True,False,"['[3*]OC', '[15*]C1C(O)C1O']"
CC1C(C1O)OO,104.047344116,3,2,-0.1448,True,False,"['[3*]OO', '[15*]C1C(C)C1O']"
OC1C(C1O)CO,104.047344116,3,3,-1.6697,True,False,"['[15*]C1C(O)C1O', '[8*]CO']"
C1OCCOOC1,104.047344116,3,0,-0.0351999999999999,True,False,['C1COOCCO1']
C1CCOOOC1,104.047344116,3,0,0.66,True,False,['C1CCOOOC1']
C1CCOCOO1,104.047344116,3,0,0.3124,True,False,['C1COCOOC1']
C1OCOCOC1,104.047344116,3,0,-0.0351999999999999,True,False,['C1COCOCO1']
