SMILES,MW,HBA,HBD,LogP,Valid,Error
O=NON(O)N1C(OC1=NC(=N)N)(O)O,222.034881912,9,5,-2.61683,True,False
N#CON(O)N1C(NN1OC(O)=N)(O)O,222.034881912,11,6,-2.9372499999999997,False,False
O=NN1C(ON(O)NC(O)=NC1=N)(O)O,222.034881912,9,6,-2.4445299999999994,True,False
N=NN1C(ON(N)OC(=O)NC1=O)(O)O,222.034881912,10,5,-2.28763,True,False
N#CN1C(ON(O)ON(N)N=C1O)(O)O,222.034881912,11,5,-3.1469199999999997,True,False
NN1OC(=N)N=NOC(OC(=O)N1)(O)O,222.034881912,10,5,-2.3370300000000004,True,False
ON1OC(=O)NN=NC(N=C(N)O1)(O)O,222.034881912,11,5,-2.4582,True,False
O=C1NC(O)=NN=NC(ON(O)O1)(O)N,222.034881912,10,5,-1.8925000000000005,True,False
NC=1OC(O)=NN=NC(ON(O)N1)(O)O,222.034881912,11,5,-2.2538,True,False
O=C1ON(O)N=NOC(OC(=N)O1)(N)N,222.03488191199997,12,4,-1.4617300000000002,True,False
O=C1NN(O)ON=NC(OC(O)=N1)(O)N,222.034881912,9,5,-1.8925000000000005,True,False
N=C1ON(N)N=NOC(N=C(O)O1)(O)O,222.034881912,11,5,-2.1326300000000002,True,False
OC=1NN(O)ON=NC(NC(=O)N1)(O)O,222.034881912,9,6,-2.2859,True,False
OC=1NN(O)N=NOC(N=C(O)N1)(O)O,222.034881912,10,6,-2.0815000000000006,True,False
N=C1ON(O)NN=NC(OC(O)=N1)(O)O,222.034881912,10,6,-2.0441300000000004,True,False
ON1ON(O)N=C=NC(OC(=O)O1)(N)N,222.034881912,12,4,-2.0852000000000004,True,False
ON=NC(=O)ON(O)N1C(NC1=O)(O)N,222.034881912,8,5,-1.9269000000000003,True,False
O=NN=C(O)ON(N)N1C(OC1=O)(O)N,222.034881912,9,4,-2.3814000000000006,True,False
O=NOC(=O)OC(=O)N1C(NN1O)(N)N,222.034881912,11,4,-2.1039000000000003,True,False
O=NON(N)OC(=N)N1C(NC1=O)(O)O,222.034881912,10,5,-2.73743,True,False
O=C=NN(O)NC(=N)N1C(ON1O)(O)O,222.034881912,10,6,-3.18293,True,False
N=NNC(=O)N1C(N=C(O)ON1O)(O)O,222.034881912,9,6,-1.9947300000000001,True,False
NN=NN(O)N1C(OC(=O)OC1=N)(O)O,222.034881912,9,5,-2.16703,True,False
O=C=NN(O)N1C(OC(N)=NN1O)(O)O,222.034881912,12,5,-3.3926,True,False
O=NN=C(N)ON1OC(OC(=O)N1)(O)N,222.034881912,9,4,-2.6351999999999998,True,False
N=NNC(=O)ON1OC(N=C(O)O1)(O)N,222.034881912,10,5,-1.7713300000000003,True,False
NN=NC(=O)ON1NC(OC(=O)O1)(O)N,222.034881912,10,4,-2.1854,True,False
O=NN=C(N)NN1OC(N=C(O)O1)(O)O,222.034881912,8,5,-2.8242,True,False
N=NOC(=O)ON1NC(N=C(N)O1)(O)O,222.034881912,12,5,-2.33703,True,False
O=NNC(=O)ON1NC(NC(=N)O1)(O)O,222.034881912,10,6,-2.8189299999999995,True,False
O=NNC(O)=NN1NC(OC(=N)O1)(O)O,222.034881912,10,6,-2.61453,True,False
ON=NC(O)=NN1OC(N=C(O)N1)(O)O,222.034881912,8,6,-2.0814999999999997,True,False
O=NOC(=N)OC1=NC(ON(O)O1)(N)N,222.034881912,12,4,-1.91153,True,False
O=NNC(=O)NC1=NC(ON(O)O1)(O)N,222.034881912,10,5,-2.5467,True,False
ON=NC(=O)NC=1OC(ON(O)N1)(O)N,222.034881912,9,5,-1.9763000000000006,True,False
N=NNC(O)=NC1=NC(ON(O)O1)(O)O,222.034881912,10,6,-2.04413,True,False
N#COC(=O)ON1OC(ON(N)O1)(N)N,222.034881912,12,3,-2.73452,True,False
O=NNN(O)OC1=NC(OC(=N)O1)(O)N,222.034881912,11,5,-2.30493,True,False
N=NON(N)OC1=NC(OC(=N)O1)(O)O,222.034881912,12,5,-2.09526,True,False
N=NON(N)N=C1OC(OC(=O)N1)(O)O,222.034881912,11,5,-2.3370300000000004,True,False
N=NON(O)OC1=NC(OC(=N)N1)(O)O,222.034881912,11,6,-2.0067600000000003,False,False
O=C=NN(N)ON1NC(NC(=O)O1)(O)O,222.034881912,11,5,-3.6832000000000003,True,False
O=C=NN(O)OC1=NC(ON(N)O1)(O)N,222.034881912,12,4,-3.1692000000000005,True,False
N#CON(N)N=C1OC(ON(O)N1)(O)O,222.034881912,11,5,-3.4007199999999997,True,False
O=C=NN(O)N=C1OC(NN(N)O1)(O)O,222.034881912,12,5,-3.5626,True,False
N#CON(O)NC1=NC(NN(O)O1)(O)O,222.034881912,12,6,-3.3122199999999995,False,False
O=NN=C(N)ON(O)N=C1OC(O1)(O)N,222.034881912,10,4,-2.5146,True,False
O=NN=C(O)NN(N)OC=1OC(N1)(O)O,222.034881912,9,5,-2.8242,True,False
O=NNC(=O)N=C(O)ON1OC(O1)(N)N,222.034881912,9,4,-2.0694999999999997,True,False
O=NNC(=O)N=C(O)NN1OC(O1)(O)N,222.034881912,8,5,-2.4629,True,False
O=NNC(O)=NC(=O)NN1OC(O1)(O)N,222.034881912,8,5,-2.4629,True,False
O=NOC(=N)NC(=O)NN1OC(N1)(O)O,222.034881912,10,6,-2.81893,True,False
NN=NC(=N)OC(=O)NN1OC(O1)(O)O,222.03488191200003,9,5,-2.33703,True,False
N=NOC(=O)N=C(N)ON1OC(N1)(O)O,222.034881912,10,5,-2.3370300000000004,True,False
ON=NC(=O)N=C(N)NN1OC(O1)(O)O,222.034881912,7,5,-2.4582,True,False
N=C=NC(=N)ON(O)ON1OC(O1)(O)N,222.034881912,11,5,-2.1156600000000005,True,False
O=NNN(N)OC(=N)OC=1OC(N1)(O)O,222.034881912,11,5,-2.7868299999999997,True,False
N=C=NN(O)ON(O)OC=1OC(N1)(O)N,222.034881912,12,5,-2.2368300000000008,True,False
N#CON(O)N=C(O)ON1OC(N1)(O)N,222.034881912,11,5,-2.8350200000000005,True,False
N=C=NN(O)OC(=O)ON1NC(N1)(O)O,222.034881912,12,6,-2.75083,False,False
O=NN1C(N=C1ON(O)NC(=O)N)(O)O,222.034881912,9,5,-2.8585999999999996,True,False
O=NN1C(N=C1NC(=N)ON(O)O)(O)O,222.034881912,10,6,-2.52833,True,False
O=NN1C(ON1OC(=O)NC(=N)N)(O)O,222.034881912,9,5,-2.73743,True,False
NN(OC(O)=N)OC=1OC(N=NN1)(O)O,222.034881912,11,5,-2.13263,True,False
ON(NN(O)O)N=C1OC(N=C=N1)(O)O,222.034881912,11,6,-2.7513999999999994,False,False
O=C(NC(O)=N)ON1OC(N=NO1)(O)N,222.034881912,10,5,-1.7713300000000003,True,False
N=C(OC(=O)O)ON1OC(N=NN1)(O)N,222.034881912,11,5,-1.7713300000000003,True,False
O=C(OC(=O)N)NN1NC(N=NO1)(O)O,222.03488191199997,10,5,-2.5787999999999998,True,False
ON(OC(=O)N)ON1OC(N=C=N1)(O)N,222.034881912,11,4,-2.5670999999999995,True,False
NN(OC(O)=N)ON1OC(N=C=N1)(O)O,222.034881912,11,5,-2.6349299999999998,True,False
O=NN=C1NC(N(N(O)O1)C(=O)N)(O)O,222.034881912,8,5,-2.8585999999999996,True,False
ON=NC=1NC(N(N(O)N1)C(=O)O)(O)O,222.034881912,9,6,-2.1159,True,False
O=NNC=1NC(N(C(=O)N1)N(O)O)(O)O,222.034881912,9,6,-2.7701,True,False
N=NON1OC(N1C(=O)OC(O)=N)(O)N,222.034881912,10,5,-1.4801600000000001,True,False
O=NNN1OC(N1C(O)=NC(=O)N)(O)O,222.034881912,7,5,-2.7748,True,False
N#CON1NC(N1N(N)OC(=O)O)(O)O,222.034881912,11,5,-3.26752,True,False
N#CON1OC(N1C(=N)ON(O)N)(O)O,222.034881912,11,5,-3.1095500000000005,True,False
N=NOC=1NC(NN(OC(=O)O)N1)(O)O,222.034881912,11,6,-2.16473,False,False
O=NNC1=NC(ON(NC(=O)O)N1)(O)O,222.034881912,9,6,-2.8563,True,False
ON=NC=1OC(ON(NC(=O)N)N1)(O)O,222.034881912,9,5,-2.4581999999999997,True,False
O=NN=C1NC(OC(ON(O)N)=N1)(O)O,222.034881912,9,5,-2.9079999999999995,True,False
N#COC1=NC(ON(NN(O)O)O1)(O)N,222.034881912,12,5,-2.9188199999999997,True,False
O=NNN1OC(N=C(OC(=O)N)N1)(O)O,222.034881912,10,5,-3.0286,True,False
N=NNN1OC(N=C(OC(=O)N)O1)(O)O,222.034881912,10,5,-2.33703,True,False
N#CON1OC(NN(OC(=O)N)O1)(O)N,222.034881912,11,4,-3.12792,True,False
O=C=NN1OC(OC(=NN(N)N)O1)(O)O,222.034881912,12,4,-3.6511,True,False
O=NNC=1OC(OC(=N)ON(O)N1)(O)N,222.034881912,11,5,-2.30493,True,False
N=NOC=1NC(OC(=N)ON(O)N1)(O)O,222.034881912,12,6,-2.0067600000000003,False,False
ON=NC1=NC(OC(O)=NN(N)O1)(O)O,222.034881912,10,5,-2.2538,True,False
NN=NC=1NC(OC(=O)ON(O)N1)(O)O,222.034881912,11,5,-2.4581999999999997,True,False
N=NN=C1OC(NC(=O)NN(O)O1)(O)O,222.034881912,9,6,-2.24853,True,False
O=NNC1=NC(ON(N)OC(=O)O1)(O)N,222.034881912,11,4,-2.6351999999999998,True,False
O=NN=C1OC(ON(O)N=C(N)O1)(O)N,222.034881912,11,4,-2.5146,True,False
N=NN=C1OC(ON(O)NC(=O)O1)(O)N,222.034881912,10,5,-1.8551300000000004,True,False
O=NN=C1OC(ON(O)N=C(N)N1)(O)O,222.034881912,10,5,-2.908,True,False
N=C=NC1=NC(ON(O)NN(O)O1)(O)O,222.034881912,12,6,-2.6302299999999996,False,False
ON=NN1OC(OC(=N)OC(=O)O1)(N)N,222.034881912,10,4,-1.4617300000000002,True,False
ON=NN1OC(OC(=N)N=C(O)O1)(O)N,222.034881912,8,5,-1.6507299999999998,True,False
O=NNN1OC(OC(=O)N=C(O)N1)(O)N,222.034881912,9,5,-2.4629,True,False
N#CNN1OC(OC(=O)ON(O)O1)(N)N,222.034881912,12,4,-2.64602,True,False
N#CON1NC(NC(=O)ON(O)N1)(O)O,222.034881912,11,6,-3.43282,False,False
N#CON1NC(NN(O)OC(=O)N1)(O)O,222.034881912,11,6,-3.4328200000000004,False,False
N=C=NN1OC(NN(N)OC(=O)O1)(O)O,222.034881912,12,5,-2.83933,True,False
O=NOC(N1N(O)OC(=O)OC1=N)(N)N,222.034881912,11,4,-1.8621300000000005,True,False
N=NOC(N1N(N)OC(=O)OC1=O)(O)N,222.034881912,11,4,-1.8942299999999999,True,False
N=NOC(N1C(=O)ON(N)OC1=O)(O)N,222.034881912,11,4,-1.8942299999999999,True,False
ON=NC(N1C(=O)ON(O)OC1=N)(O)N,222.034881912,10,5,-1.6851299999999996,True,False
O=C=NC(N1N(O)ON(O)OC1=O)(N)N,222.034881912,12,4,-2.942700000000001,True,False
N=NOC(ON1OC(=O)NC(=O)O1)(N)N,222.034881912,11,4,-1.5823299999999998,True,False
ON=NC(ON1OC(=O)OC(N)=N1)(O)N,222.034881912,11,4,-2.0648000000000004,True,False
O=NOC(ON1NC(=N)OC(N)=N1)(O)O,222.034881912,11,5,-2.7868299999999997,True,False
N=NOC(ON1OC(=O)NC(=N)N1)(O)O,222.034881912,10,6,-2.12736,True,False
O=NOC(N=C1NN(O)NC(=O)O1)(O)N,222.034881912,10,5,-2.5467,True,False
O=NOC(OC1=NN(N)NC(=N)O1)(O)O,222.034881912,11,5,-2.7868299999999997,True,False
N=NOC(OC1=NN(N)OC(O)=N1)(O)O,222.034881912,11,5,-2.1326300000000002,True,False
O=NOC(OC=1NN(O)N=C(N)N1)(O)O,222.034881912,12,5,-2.9079999999999995,True,False
NN=NC(N=C1NN(O)OC(=O)O1)(O)O,222.034881912,10,5,-2.4582,True,False
N#CNC(ON1NN(O)OC(O)=N1)(O)O,222.034881912,11,6,-3.23182,False,False
N#COC(NC1=NN(O)ON(O)N1)(O)O,222.034881912,11,6,-2.2898200000000006,False,False
N#CNC(N=C1ON(O)ON(O)N1)(O)O,222.034881912,11,6,-3.03002,False,False
ON(NC(=O)O)NC(=N)ON=NC(=O)O,222.034881912,7,6,-0.63863,True,False
ON(OC(=O)N)OC(=O)N=NOC(=N)N,222.034881912,9,4,-0.9832299999999998,True,False
ON(OC(O)=N)N=C(O)ON=NC(O)=N,222.034881912,8,6,-0.19246000000000008,True,False
NN(NC(=O)O)N=C(O)N=NOC(=O)O,222.034881912,7,5,-0.7644999999999991,True,False
NN(OC(=O)O)N=C(O)NN=NC(=O)O,222.034881912,7,5,-0.7644999999999991,True,False
OC(ON(O)O)=NC(=N)N=NOC(=O)N,222.034881912,8,5,-0.6903300000000003,True,False
O=C(NN(O)O)OC(=N)ON=NC(O)=N,222.034881912,9,6,-0.48066000000000025,True,False
OC(ON(O)N)=NC(=N)N=NOC(=O)O,222.034881912,8,5,-0.6065299999999993,True,False
N=C(ON(O)O)OC(N)=NN=NC(=O)O,222.034881912,8,5,-0.6903299999999999,True,False
OC(=NN(O)O)OC(=O)N=NOC(=N)N,222.034881912,9,5,-0.6903300000000003,True,False
O=C(NC(=O)O)NC(=O)N=NON(O)N,222.034881912,8,5,-1.0526999999999997,True,False
N=C(OC(=N)N)OC(=O)ON=NN(O)O,222.034881912,10,5,-0.6529600000000002,True,False
O=C(NC(=O)N)N=C(O)N=NON(O)O,222.034881912,7,5,-0.9321000000000002,True,False
O=C(OC(=O)N)NC(=O)N=NNN(O)O,222.034881912,8,5,-1.1365000000000003,True,False
OC(OC(=O)N)=NC(O)=NN=NN(O)O,222.034881912,6,5,-0.7277,True,False
ON(OC(=O)N)NC(=O)N=C=NN(O)O,222.034881912,9,5,-1.5181999999999998,True,False
O=C(N=C(O)N)ON(N)ON=NC(=O)O,222.034881912,7,4,-0.9367999999999999,True,False
OC(=NC(=O)O)ON(O)N=NOC(=N)N,222.034881912,7,5,-0.6065300000000002,True,False
OC(N=C(O)O)=NN(O)ON=NC(O)=N,222.034881912,6,6,-0.22982999999999976,True,False
OC(OC(=O)O)=NN(O)NN=NC(=O)N,222.03488191199997,7,5,-0.8483,True,False
ON(OC(=N)N)ON(O)N=C=NC(=O)O,222.034881912,9,5,-1.1926299999999994,True,False
O=C(OC(=O)O)NN(O)N=C=NN(O)N,222.03488191199997,10,5,-1.4344000000000001,True,False
ON(OC(=O)O)NC1(N)N=NN1C(=O)O,222.034881912,9,5,-1.2773999999999992,True,False
O=C(NN(O)O)OC1(O)N=NN1C(O)=N,222.034881912,9,6,-1.5128300000000001,True,False
O=C(NC(=O)O)OC1(N)N=NN1N(O)O,222.034881912,10,5,-1.3612000000000002,True,False
N=C(N=C(O)O)OC1(O)N=NN1N(O)O,222.034881912,9,6,-1.30843,True,False
O=NN(N(O)O)C1(O)OC(=N)N1C(=O)N,222.034881912,9,5,-2.0855300000000003,True,False
ON1OC(ON=NC(=O)O)(O)N1C(=N)N,222.034881912,8,5,-1.6013300000000004,True,False
O=NN(C(=N)N)C1(O)OC(=NN(O)O)O1,222.034881912,10,5,-2.13493,True,False
N=NN(N(O)O)C1(O)N=C(OC(=O)O)N1,222.034881912,10,6,-1.5128300000000001,True,False
NC(=N)ON1OC(ON=NC(=O)O)(O)N1,222.034881912,9,5,-1.7713299999999998,True,False
ON(O)OC=1OC(ON=NC(=O)N)(N)N1,222.034881912,10,4,-1.5829000000000004,True,False
ON(O)ON1OC(N=C=NC(=N)N)(O)O1,222.034881912,10,5,-2.2368300000000003,True,False
OC(=O)OC=1OC(N=NON(O)N)(N)N1,222.03488191199997,11,4,-1.4991000000000003,True,False
O=NN(C(O)=N)C1(O)ON(O)NC(=O)N1,222.034881912,8,6,-2.083230000000001,True,False
N=NN(N(O)O)C1(O)NC(=O)OC(O)=N1,222.034881912,9,6,-1.5128299999999997,True,False
O=NN(N(O)O)C1(O)OC(=O)NC(=N)N1,222.034881912,9,6,-2.16703,True,False
N=C1OC(NN=NC(=O)O)(O)ON(O)N1,222.034881912,8,6,-1.68283,True,False
OC1=NC(ON=NN(O)N)(O)OC(=O)N1,222.034881912,9,5,-1.8925000000000005,True,False
O=C1NC(N=NON(O)O)(O)NC(=O)N1,222.034881912,9,6,-2.0084000000000004,True,False
OC(=O)N(N(O)N)C1(O)OC(=N)N=NO1,222.034881912,9,5,-1.60133,True,False
O=NN1C(ON(O)OC(=O)N)(N)N=C1O,222.034881912,9,4,-1.8994999999999997,True,False
N=NN1C(OC(=O)ON(O)N)(O)OC1=N,222.034881912,11,5,-1.5639600000000002,True,False
O=NN1C(NC(=O)ON(O)N)(O)NC1=O,222.034881912,9,5,-2.4972999999999996,True,False
N=NN1C(OC(=N)ON(O)N)(O)OC1=O,222.034881912,11,5,-1.5639600000000002,True,False
N#CN1C(ON(O)ON(O)O)(N)N=C1O,222.034881912,11,5,-2.1831199999999997,True,False
O=NN1C(NC(=O)OC(=O)N)(O)ON1N,222.034881912,9,4,-2.5858000000000003,True,False
O=NN1C(OC(=O)NC(O)=N)(O)NN1O,222.034881912,9,6,-2.08323,True,False
O=NN1C(OC(=O)N=C(O)N)(O)NN1O,222.034881912,8,5,-2.2929,True,False
O=NN1C(N=C(N)OC(=O)O)(O)NN1O,222.034881912,9,5,-2.2929,True,False
N=NN1C(OC(=O)NC(O)=N)(O)ON1O,222.034881912,9,6,-1.39166,True,False
O=C(ON(O)N)OC1(N)NC(=O)N=NO1,222.034881912,10,4,-1.7034999999999996,True,False
O=C(ON(N)N)OC1(O)NC(=O)N=NO1,222.034881912,10,4,-2.1853999999999996,True,False
N=C(ON(O)O)NC1(O)N=C(O)ON=N1,222.034881912,10,6,-1.5622299999999996,True,False
NC(ON(O)O)=NC1(O)N=C(O)N=NO1,222.034881912,10,5,-1.7718999999999987,True,False
O=C(NN(O)O)NC1(O)OC(=O)NN=N1,222.034881912,9,6,-2.0083999999999995,True,False
OC(NC(O)=N)=NC1(O)ON(O)ON=N1,222.034881912,9,6,-1.4784299999999995,True,False
O=C(OC(O)=N)NC1(O)ON(O)N=NN1,222.03488191199997,10,6,-1.6828300000000005,True,False
O=C(NC(=O)O)NC1(O)ON(O)NN=N1,222.034881912,9,6,-1.9245999999999994,True,False
N=NOC(=N)OC1(O)ON(O)N1C(O)=N,222.034881912,10,6,-1.14989,True,False
ON=NC(=O)OC1(O)NN(O)N1C(O)=N,222.034881912,8,6,-1.5128300000000001,True,False
O=C=NC(=N)OC1(O)ON(O)N1N(O)N,222.034881912,11,5,-2.7895299999999996,True,False
O=NON(O)NC1(O)N=C(O)N1C(O)=N,222.034881912,9,6,-1.8788299999999993,True,False
O=NN=C(O)NC1(N)ON(N=C(O)O)O1,222.034881912,7,5,-1.6927999999999996,True,False
N=NOC(=O)NC1(O)ON(OC(=O)N)N1,222.034881912,10,5,-1.97573,True,False
ON=NC(=O)NC1(O)ON(OC(=O)N)N1,222.034881912,8,5,-2.0969,True,False
ON=NC(O)=NC1(O)ON(OC(=O)N)N1,222.034881912,8,5,-1.8924999999999996,True,False
N=NNC(=O)NC1(O)ON(OC(O)=N)O1,222.034881912,9,6,-1.5616600000000003,True,False
N=NN=C(O)OC1(O)ON(OC(=N)N)O1,222.034881912,9,5,-1.52956,True,False
N=NN=C(O)OC1(O)NN(OC(=O)O)N1,222.034881912,9,6,-1.5990300000000004,True,False
O=NOC(=N)OC1(N)OC(NN(O)O)=N1,222.034881912,12,5,-1.8230299999999993,True,False
O=NNC(=O)OC1(N)N=C(ON(O)O)N1,222.034881912,11,5,-2.0648,True,False
NN=NC(=O)OC1(N)OC(ON(O)O)=N1,222.034881912,10,4,-1.5828999999999995,True,False
O=NN=C(N)NC1(O)OC(ON(O)O)=N1,222.034881912,9,5,-2.4261000000000004,True,False
N#COC(=O)OC1(N)NN(ON(O)O)N1,222.034881912,12,5,-2.5575200000000002,True,False
N=C=NC(=O)NC1(O)ON(NN(O)O)O1,222.034881912,10,6,-2.26893,True,False
O=NNN(O)OC1(N)OC(NC(=O)O)=N1,222.034881912,9,5,-1.9809999999999999,True,False
O=NON(N)NC1(O)OC(N=C(O)O)=N1,222.034881912,10,5,-2.2584999999999993,True,False
ON=NN(N)NC1(O)OC(=NC(=O)O)O1,222.034881912,8,5,-1.8924999999999992,True,False
O=NON(N)OC1(O)N=C(NC(=O)O)N1,222.034881912,10,5,-2.4629,True,False
O=NON(O)NC1(O)OC(=NC(=O)N)N1,222.034881912,9,5,-2.5467,True,False
N=C=NN(O)NC1(O)ON(OC(O)=N)O1,222.034881912,11,6,-1.9433600000000002,False,False
N=C=NN(O)OC1(O)OC(=NN(O)O)N1,222.034881912,11,6,-2.1483300000000005,False,False
O=NN=C(O)OC1(N)ON(O)OC(=N)N1,222.034881912,9,5,-1.73923,True,False
ON=NC(O)=NC1(O)ON(N)NC(=O)O1,222.034881912,8,5,-1.8925,True,False
N=NNC(=O)OC1(O)ON(N)OC(=O)N1,222.034881912,10,5,-1.9757300000000009,True,False
N=NN=C(O)OC1(O)NN(O)OC(=O)N1,222.034881912,9,6,-1.6828300000000005,True,False
O=NN=C(O)OC1(O)ON(O)N=C(N)N1,222.034881912,10,5,-2.3423000000000003,True,False
O=C=NC(=N)NC1(N)ON(O)ON(O)O1,222.034881912,10,5,-2.47763,True,False
N#CNC(O)=NC1(O)ON(O)ON(O)N1,222.034881912,10,6,-2.74652,True,False
O=NON(O)NC1(N)NC(=O)OC(O)=N1,222.034881912,10,5,-1.9809999999999999,True,False
O=NON(O)OC1(N)NC(=O)NC(=O)N1,222.034881912,9,5,-2.1854000000000005,True,False
N=NNN(O)OC1(O)N=C(O)OC(=N)O1,222.034881912,10,6,-1.4410600000000002,True,False
ON=NN(O)OC1(O)N=C(O)N=C(O)N1,222.034881912,8,6,-1.5996000000000001,True,False
O=C=NN(N)NC1(O)ON(N)OC(=O)O1,222.034881912,12,4,-3.289799999999999,True,False
N#CON(N)OC1(O)ON(N)OC(=N)O1,222.034881912,12,4,-2.8861500000000007,True,False
N#CON(N)OC1(O)ON(O)NC(O)=N1,222.034881912,11,5,-2.8350199999999997,True,False
N#CON(O)NC1(O)ON(N)OC(=O)N1,222.034881912,11,5,-3.039420000000001,True,False
N#CN=C1OC(N(N(O)O)N(O)O)(N)O1,222.034881912,12,5,-2.2669200000000003,True,False
O=NN=C1OC(ON(O)N=C(O)N)(N)O1,222.034881912,9,4,-1.9489000000000005,True,False
N=NOC1=NC(OC(=O)ON(O)O)(N)N1,222.034881912,12,5,-1.3732300000000004,True,False
ON=NC1=NC(OC(=O)ON(O)O)(N)N1,222.034881912,11,5,-1.4944000000000006,True,False
ON=NN1OC(OC(=O)NC(=O)O)(N)N1,222.034881912,8,5,-1.5312000000000001,True,False
ON=NN1OC(N=C(O)NC(=O)O)(N)O1,222.034881912,7,5,-1.3268,True,False
N=NON1NC(OC(=O)OC(O)=N)(O)N1,222.034881912,11,6,-1.5616599999999998,False,False
N=NON1OC(N=C(O)NC(=O)N)(O)O1,222.034881912,9,5,-1.7713299999999998,True,False
NN=NN1OC(OC(=O)NC(O)=N)(O)O1,222.034881912,8,5,-1.7713299999999998,True,False
N#CNN1OC(NC(=O)ON(O)O)(O)N1,222.034881912,11,6,-2.95092,False,False
ON=NC(=N)ON(N=C(O)N)OC(=O)O,222.034881912,7,5,-0.6065300000000002,True,False
NN=NC(=N)ON(OC(O)=N)OC(=O)O,222.034881912,8,5,-0.48536000000000007,True,False
O=NNC(=N)ON(N=C(O)O)NC(=O)O,222.034881912,7,6,-1.0046299999999997,True,False
O=NN=C(O)ON(OC(=N)N)N=C(O)O,222.034881912,7,5,-0.9725299999999999,True,False
N=NNC(O)=NN(OC(O)=N)OC(=O)O,222.034881912,8,6,-0.31306000000000017,True,False
N=NOC(=O)NN(N=C(O)O)NC(=O)O,222.034881912,7,6,-0.5548299999999999,True,False
O=C=NC(N)=NN(OC(=O)N)ON(O)O,222.034881912,9,4,-2.2088,True,False
O=C=NC(=O)NN(OC(=O)O)ON(N)N,222.034881912,9,4,-2.2455999999999996,True,False
O=C=NC(=O)NN(OC(O)=N)NN(O)O,222.034881912,9,6,-1.8268300000000002,True,False
O=C=NC(O)=NN(NC(O)=N)ON(O)O,222.034881912,8,6,-1.6224299999999996,True,False
N#CNC(=N)OC(=NN(O)O)ON(O)O,222.034881912,11,6,-1.6281499999999998,False,False
O=NON(N)N=C(OC(=O)N)N=C(O)O,222.034881912,8,4,-1.3865999999999996,True,False
N=NON(O)OC(=NC(=O)N)OC(=O)N,222.034881912,9,4,-0.9832299999999998,True,False
N#CON(O)NN(OC(O)=N)NC(=O)O,222.034881912,9,6,-1.58115,True,False
N#CON(O)OC(=NC(=O)O)ON(N)N,222.034881912,10,4,-1.96312,True,False
O=C=NN(O)N=C(NC(=O)O)ON(O)N,222.034881912,10,5,-2.0365,True,False
ON=NC(=N)NC(=O)ON(O)OC(=O)N,222.034881912,8,5,-0.89473,True,False
O=NN=C(N)N=C(O)ON(O)N=C(O)O,222.034881912,6,5,-1.0936999999999997,True,False
O=NOC(O)=NC(=N)ON(O)N=C(O)N,222.034881912,8,5,-1.05633,True,False
O=NOC(=O)NC(O)=NN(O)NC(=O)N,222.034881912,8,5,-1.5025,True,False
O=NNC(=O)NC(=O)ON(O)N=C(O)N,222.034881912,8,5,-1.5024999999999995,True,False
ON=NC(=O)NC(O)=NN(O)OC(=O)N,222.034881912,7,5,-0.9321000000000002,True,False
ON=NC(O)=NC(=O)NN(O)OC(=O)N,222.034881912,6,5,-0.9321000000000002,True,False
O=NNC(=O)OC(=O)ON(N)NC(O)=N,222.034881912,9,5,-1.3813299999999993,True,False
ON=NC(=O)NC(=N)ON(N)OC(=O)O,222.034881912,8,5,-0.8109299999999999,True,False
N=NOC(=O)N=C(N)ON(O)N=C(O)O,222.034881912,8,5,-0.6065299999999998,True,False
N=NOC(=O)NC(=O)ON(N)NC(=O)O,222.034881912,9,5,-0.9315300000000004,True,False
ON=NC(=O)NC(O)=NN(O)N=C(O)O,222.034881912,6,6,-0.5553999999999997,True,False
N=NN=C(O)NC(=O)ON(O)N=C(O)O,222.034881912,7,6,-0.43422999999999995,True,False
N=NNC(=O)NC(=O)NN(O)OC(=O)O,222.034881912,8,6,-0.8430300000000006,True,False
N=NN=C(O)OC(=O)NN(O)NC(=O)O,222.034881912,7,6,-0.63863,True,False
O=NOC(=N)ON(O)N=C(N)NC(=O)O,222.034881912,9,5,-1.2607299999999997,True,False
O=NNC(=O)ON(N)OC(O)=NC(O)=N,222.034881912,8,5,-1.1769299999999996,True,False
O=NN=C(O)ON(O)NC(=O)N=C(O)N,222.034881912,6,5,-1.2980999999999998,True,False
O=NOC(O)=NN(N)N=C(N)OC(=O)O,222.034881912,9,4,-1.3866000000000005,True,False
N=NOC(O)=NN(O)N=C(O)N=C(O)O,222.034881912,7,6,-0.2298299999999998,True,False
O=NN=C(O)NN(O)NC(=O)NC(=O)O,222.034881912,6,6,-1.3301999999999996,True,False
O=C=NC(=N)ON(N)ON(O)OC(O)=N,222.034881912,10,5,-1.6735600000000002,True,False
N#COC(=O)ON(O)NN(O)NC(=O)N,222.034881912,10,5,-2.0790200000000008,True,False
N#COC(=O)ON(N)NN(N)OC(=O)O,222.034881912,11,4,-2.0837200000000005,True,False
N=NNC(=N)OC(=N)OC(=O)ON(O)O,222.03488191200003,11,6,-0.44329000000000013,False,False
O=NNC(=N)N=C(O)NC(=O)ON(O)O,222.034881912,8,6,-1.1722299999999999,True,False
O=NNC(O)=NC(=N)N=C(O)ON(O)O,222.034881912,7,6,-0.9678299999999997,True,False
O=NOC(=O)N=C(O)NC(N)=NN(O)O,222.034881912,8,5,-1.3819,True,False
