Fragment,Count
[13*]C1(C)OC(O)(C#CC#C)O1,3
[13*]C1(C#C)OC(O)(O)O1,3
[15*]C1(C#C)C#CC(O)(O)C1,3
[15*]C1(C#CC(C)(O)O)C#C1,3
[13*]C1(C#C)C#CC(C)(O)O1,3
[13*]C1(C#C)OC(C)(C#C)O1,3
[13*]C1(C#C)CC(O)(C#C)O1,3
[7*]C1C#CC1[7*],3
[15*]C1([15*])C=C=C=C1,3
[15*]C1([15*])C#CC=C1,3
[15*]C1([15*])C=C1C#C,3
[13*]C1(C#CC#C)CC(O)(O)O1,3
[13*]C1(C#CC#C)OC(C)(O)O1,3
[15*]C1([15*])C=C=C1,3
[15*]C1([15*])C#CC1,3
[15*]C1([15*])C#CC1=C,3
[7*]C1C#CC1(C)C,3
[7*]C1C2(C)CC1(O)O2,3
[7*]C1C2(O)CC1(O)C2,3
[7*]C(C)C=C=C=C,3
[7*]C(C)C#CC=C,3
[7*]CC(=O)CC(=O)O,3
[7*]CC(=O)C=C(O)O,3
[7*]CC(O)=C=C(O)O,3
[3*]OC(=C)C#CC[7*],3
[7*]C1C2(C)OC1(C)O2,3
[7*]C1C(C)(O)OC1(O)O,3
[15*]C1C#CC#CC(O)(O)C1,3
[13*]C1C#CC#CC(C)(O)O1,3
[8*]C(O)O,3
[7*]C1CC(O)(O)C1,3
[7*]C1CC(C)(O)O1,3
[13*]C1CC(O)(O)O1,3
[13*]C1OC(C)(O)O1,3
[7*]CC(=O)C[7*],3
[4*]C(O)(C#C)C[8*],3
[15*]C1(O)C#CC(O)(C#C)C1,3
[1*]C(=O)C[8*],3
[13*]C1(O)C#CC(C)(C#C)O1,3
[13*]C1(C)C#CC(O)(C#C)O1,3
[15*]C1(O)C#CC(C)(O)C#C1,3
[15*]C1(C)C#CC(O)(O)C#C1,3
[7*]C1C(O)(O)CC1(O)O,3
[15*]C1C(=C)OC1=C,3
[15*]C1C(=C)CC1=O,3
[15*]C1C(=O)C=C1C,3
[15*]C1C(=C)C=C1O,3
[15*]C1C(C)=C=C1O,3
[3*]OC1=CC(C)=C1,3
[7*]C1CC(=O)C1,3
[7*]C1C=C(O)C1,3
[13*]C1(O)OC(=C)C#CC1=C,3
[15*]C1(O)CC(=O)C#CC1=C,3
[15*]C1(O)C=C(O)C#CC1=C,3
[13*]C1(C)OC(=O)C#CC1=C,3
[7*]C1CC(=C)O1,3
[7*]C1C=C(C)O1,3
[3*]OC1=CC(=C)C1,3
[3*]OC1=C=C(C)C1,3
[7*]CC(O)(O)CC(=O)O,3
[7*]C1C(=O)OC1([13*])C,3
[13*]C1(C)OC(=O)C1=C=C=C,3
[15*]C1(C)C=C(O)C1=C=C=O,3
[7*]C1C(O)=CC1([15*])O,3
[4*]C1(C)C=C(O)C1=C=C=O,2
[4*]C1(C)OC(=C)C1=C=C=O,2
[8*]CC(=C)C,2
[13*]C1(O)OC(=O)C#CC1=O,2
[4*]C1(C)OC(=O)C1=C=C=C,2
[4*]C1(C)CC(=O)C#CC1=O,2
[4*]C1(C)C=C(O)C#CC1=O,2
[4*]C1(C)OC(=O)C#CC1=C,2
[4*]C1(C)OC(=C)C#CC1=O,2
[13*]C1CC(=O)O1,2
[13*]C1C=C(O)O1,2
[13*]C1OC(=O)O1,2
[13*]C1OC(=C)O1,2
[15*]C1(O)C#CC(C#C)=C1,2
[7*]C1C=C(C#C)C(O)(O)O1,2
[7*]C(O)C1=C(C#C)C1(O)O,2
[1*]C(=O)C1=C(C#C)C1(C)O,2
[4*]C(C)(O)C#CC(=O)C#C,2
[7*]C1C=C=C=CC(O)(O)O1,2
[7*]C1C=CC#CC(O)(O)O1,2
[7*]C1C#CC=CC(O)(O)O1,2
[7*]C(O)C1=C=C=CC1(O)O,2
[7*]C(O)C1=CC#CC1(O)O,2
[7*]C(O)C#CC1=CC1(O)O,2
[1*]C(=O)C1=C=C=CC1(C)O,2
[1*]C(=O)C1=CC#CC1(C)O,2
[1*]C(=O)C#CC1=CC1(C)O,2
[7*]C1OC(C)(O)C1=C=C=O,2
[7*]C1CC(O)(O)C1=C=C=O,2
[7*]C1OC(O)(O)C1=C=C=C,2
[7*]C1OC(O)(O)C1[7*],2
[7*]C1C#CC(=O)C(O)(O)C1,2
[7*]C1C#CC(=C)C(O)(O)O1,2
[7*]C1C#CC(=O)C(C)(O)O1,2
[7*]C(C#C)C#CC(O)(O)O,2
[7*]CC(=O)C=C=C=O,2
[7*]CC(=O)C#CC=O,2
[7*]CC(O)=C=C=C=O,2
[3*]OC1=CC(C)(O)C1,2
[3*]OC1=CC(C)(C)O1,2
[13*]C1OC(O)(O)O1,2
[8*]CC(=O)C#CC#C,2
[15*]C1C(=C)CC1(O)O,2
[15*]C1C(C)=CC1(O)O,2
[15*]C1C(=O)CC1(C)O,2
[15*]C1C(O)=CC1(C)O,2
[15*]C1C(=O)OC1(C)C,2
[15*]C1C(=C)OC1(C)O,2
[7*]C(O)C#CC#CC(O)O,2
[7*]CC(=O)CC(C)=O,2
[4*]C(O)(O)C#CC(=C)C#C,2
[7*]CC(=O)CC(=C)O,2
[15*]C1(O)C#CC(=O)C#C1,2
[15*]C1(O)C#CC(=C)C#C1,2
[7*]C(O)C=C=C=CC(=O)O,2
[7*]CC(O)=C=C(C)O,2
[7*]CC(C)O,2
[7*]C(O)C=C=C=C=C(O)O,2
[7*]C(O)C#CC=C=C(O)O,2
[7*]CC(=C)CC(=O)O,2
[7*]CC(=C)C=C(O)O,2
[7*]CC(C)=C=C(O)O,2
[4*]C(C)C#CC#CC(=O)O,2
[7*]CC(=C)OC(=C)O,2
[7*]CC#CC(=O)CC(=O)O,2
[7*]CC#CC(=O)C=C(O)O,2
[7*]CC#CC(O)=C=C(O)O,2
[1*]C(=O)CC(C)(O)C#C,2
[3*]OC(O)=CC(C)(O)C#C,2
[1*]C(=O)CC(O)(O)C#C,2
[4*]C(O)C#CC#CC(C)=O,2
[1*]C(=O)C=C=C=CC(=C)O,2
[4*]C(O)C#CC#CC(=C)O,2
[1*]C(=O)C#CC#CC(C)O,2
[1*]C(=O)C=C=C=C=C(C)O,2
[1*]C(=O)C#CC=C=C(C)O,2
[1*]C(=O)C=C=C=CC(C)=O,2
[7*]CC1=CC(=O)C1,2
[7*]CC1=C=C(O)C1,2
[7*]CC1=CC(O)=C1,2
